bid,use1_gf,use2_gf,steps_lb,steps_ub,f0_tag,f0_cap,f0_elv,f0_scale,f1_tag,f1_cap,f1_elv,f1_scale,f2_tag,f2_cap,f2_elv,f2_scale,f5_tag,f5_cap,f5_elv,f5_scale
20237001,resi,sfd,1.4,3.5,IBI2020_mf_struc_resi-sfd-hi,1219000.0,0.4,480.0,IBI2017_mf_cont_resi,1000000.0,0.4,480.0,,,,,IBI2020_gen_struc_resi-sfd-hi,610000.0,0.4,480.0
4483001,resi,sfd,1.6,3.7,IBI2020_mf_struc_resi-sfd-hi,117000.0,0.4,100.0,IBI2017_mf_cont_resi,1000000.0,0.4,100.0,IBI2020_cel_struc_crwl,58000.0,-2.3,100.0,IBI2020_gen_struc_resi-sfd-hi,58000.0,0.4,100.0
20275000,resi,sfd,1.6,3.7,IBI2020_mf_struc_resi-sfd-std,149000.0,0.4,140.0,IBI2017_mf_cont_resi,1000000.0,0.4,140.0,IBI2020_cel_struc_crwl,74000.0,-2.3,140.0,IBI2020_gen_struc_resi-sfd-std,74000.0,0.4,140.0
20273001,resi,sfd,1.6,3.7,IBI2020_mf_struc_resi-sfd-hi,108000.0,0.4,90.0,IBI2017_mf_cont_resi,1000000.0,0.4,90.0,IBI2020_cel_struc_crwl,54000.0,-2.3,90.0,IBI2020_gen_struc_resi-sfd-hi,54000.0,0.4,90.0
20273000,resi,sfd,1.5,3.7,IBI2020_mf_struc_resi-sfd-std,108000.0,0.4,190.0,IBI2017_mf_cont_resi,1000000.0,0.4,190.0,IBI2020_cel_struc_crwl,54000.0,-2.3,190.0,IBI2020_gen_struc_resi-sfd-std,54000.0,0.4,190.0
20998000,resi,sfd,1.5,3.7,IBI2020_mf_struc_resi-sfd-hi,317000.0,0.4,180.0,IBI2017_mf_cont_resi,1000000.0,0.4,180.0,IBI2020_cel_struc_bsmt,158000.0,-2.3,180.0,IBI2020_gen_struc_resi-sfd-hi,158000.0,0.4,180.0
20998001,resi,sfd,1.6,3.7,IBI2020_mf_struc_resi-sfd-hi,317000.0,0.4,90.0,IBI2017_mf_cont_resi,1000000.0,0.4,90.0,IBI2020_cel_struc_bsmt,158000.0,-2.3,90.0,IBI2020_gen_struc_resi-sfd-hi,158000.0,0.4,90.0
20997000,resi,sfd,1.3,3.4,IBI2020_mf_struc_resi-sfd-hi,1616000.0,0.4,570.0,IBI2017_mf_cont_resi,1000000.0,0.4,570.0,IBI2020_cel_struc_crwl,808000.0,-2.3,570.0,IBI2020_gen_struc_resi-sfd-hi,808000.0,0.4,570.0
20989000,resi,sfd,1.6,3.7,IBI2020_mf_struc_resi-sfd-std,110000.0,0.4,120.0,IBI2017_mf_cont_resi,1000000.0,0.4,120.0,IBI2020_cel_struc_crwl,55000.0,-2.3,120.0,IBI2020_gen_struc_resi-sfd-std,55000.0,0.4,120.0
4508001,resi,sfd,1.6,3.7,IBI2020_mf_struc_resi-sfd-std,129000.0,0.4,160.0,IBI2017_mf_cont_resi,1000000.0,0.4,160.0,IBI2020_cel_struc_bsmt,64000.0,-2.3,160.0,IBI2020_gen_struc_resi-sfd-std,64000.0,0.4,160.0
20986000,resi,sfd,1.5,3.7,IBI2020_mf_struc_resi-sfd-std,214000.0,0.4,170.0,IBI2017_mf_cont_resi,1000000.0,0.4,170.0,IBI2020_cel_struc_bsmt,107000.0,-2.3,170.0,IBI2020_gen_struc_resi-sfd-std,107000.0,0.4,170.0
21011000,nrp,rec,-1.5,0.8,IBI2020_mf_struc_nrp,1604000.0,-0.1,30.0,okNRP_mf_cont_nrp-6x,1000000.0,-0.1,30.0,IBI2020_cel_struc_bsmt,802000.0,-2.8,30.0,,,,
20969000,resi,sfd,1.6,3.7,IBI2020_mf_struc_resi-sfd-std,140000.0,0.4,170.0,IBI2017_mf_cont_resi,1000000.0,0.4,170.0,IBI2020_cel_struc_crwl,70000.0,-2.3,170.0,IBI2020_gen_struc_resi-sfd-std,70000.0,0.4,170.0
20984000,resi,sfd,1.6,3.7,IBI2020_mf_struc_resi-sfd-hi,110000.0,0.4,100.0,IBI2017_mf_cont_resi,1000000.0,0.4,100.0,IBI2020_cel_struc_bsmt,55000.0,-2.3,100.0,IBI2020_gen_struc_resi-sfd-hi,55000.0,0.4,100.0
20985000,resi,sfd,1.5,3.6,IBI2020_mf_struc_resi-sfd-std,234000.0,0.4,240.0,IBI2017_mf_cont_resi,1000000.0,0.4,240.0,IBI2020_cel_struc_crwl,117000.0,-2.3,240.0,IBI2020_gen_struc_resi-sfd-std,117000.0,0.4,240.0
20950001,resi,sfd,1.5,3.6,IBI2020_mf_struc_resi-sfd-std,238000.0,0.4,290.0,IBI2017_mf_cont_resi,1000000.0,0.4,290.0,IBI2020_cel_struc_crwl,119000.0,-2.3,290.0,IBI2020_gen_struc_resi-sfd-std,119000.0,0.4,290.0
20981000,resi,sfd,1.4,3.5,IBI2020_mf_struc_resi-sfd-std,510000.0,0.4,430.0,IBI2017_mf_cont_resi,1000000.0,0.4,430.0,IBI2020_cel_struc_crwl,255000.0,-2.3,430.0,IBI2020_gen_struc_resi-sfd-std,255000.0,0.4,430.0
20982000,resi,sfd,1.6,3.7,IBI2020_mf_struc_resi-sfd-std,222000.0,0.4,140.0,IBI2017_mf_cont_resi,1000000.0,0.4,140.0,IBI2020_cel_struc_bsmt,111000.0,-2.3,140.0,IBI2020_gen_struc_resi-sfd-std,111000.0,0.4,140.0
20980000,resi,sfd,1.5,3.6,IBI2020_mf_struc_resi-sfd-std,238000.0,0.4,240.0,IBI2017_mf_cont_resi,1000000.0,0.4,240.0,IBI2020_cel_struc_crwl,119000.0,-2.3,240.0,IBI2020_gen_struc_resi-sfd-std,119000.0,0.4,240.0
20978000,resi,sfd,3.0,6.0,IBI2020_mf_struc_resi-sfd-std,425000.0,0.7,340.0,IBI2017_mf_cont_resi,1000000.0,0.7,340.0,IBI2020_cel_struc_crwl,213000.0,-2.0,340.0,IBI2020_gen_struc_resi-sfd-std,213000.0,0.7,340.0
20979000,resi,sfd,3.0,6.0,IBI2020_mf_struc_resi-sfd-std,359000.0,0.7,250.0,IBI2017_mf_cont_resi,1000000.0,0.7,250.0,IBI2020_cel_struc_bsmt,180000.0,-2.0,250.0,IBI2020_gen_struc_resi-sfd-std,180000.0,0.7,250.0
20937001,resi,sfd,1.4,3.5,IBI2020_mf_struc_resi-sfd-std,225000.0,0.4,370.0,IBI2017_mf_cont_resi,1000000.0,0.4,370.0,IBI2020_cel_struc_crwl,113000.0,-2.3,370.0,IBI2020_gen_struc_resi-sfd-std,113000.0,0.4,370.0
20976000,resi,sfd,-1.0,1.0,IBI2020_mf_struc_resi-sfd-hi,701000.0,0.0,430.0,IBI2017_mf_cont_resi,1000000.0,0.0,430.0,IBI2020_cel_struc_bsmt,350000.0,-2.7,430.0,IBI2020_gen_struc_resi-sfd-hi,350000.0,0.0,430.0
20952000,resi,sfd,1.6,3.7,IBI2020_mf_struc_resi-sfd-std,79000.0,0.4,110.0,IBI2017_mf_cont_resi,1000000.0,0.4,110.0,IBI2020_cel_struc_crwl,39000.0,-2.3,110.0,IBI2020_gen_struc_resi-sfd-std,39000.0,0.4,110.0
20950000,resi,sfd,1.6,3.7,IBI2020_mf_struc_resi-sfd-hi,238000.0,0.4,80.0,IBI2017_mf_cont_resi,1000000.0,0.4,80.0,IBI2020_cel_struc_crwl,119000.0,-2.3,80.0,IBI2020_gen_struc_resi-sfd-hi,119000.0,0.4,80.0
20936001,resi,sfd,1.5,3.7,IBI2020_mf_struc_resi-sfd-std,427000.0,0.4,210.0,IBI2017_mf_cont_resi,1000000.0,0.4,210.0,IBI2020_cel_struc_bsmt,214000.0,-2.3,210.0,IBI2020_gen_struc_resi-sfd-std,214000.0,0.4,210.0
20960000,resi,sfd,1.5,3.7,IBI2020_mf_struc_resi-sfd-std,311000.0,0.4,190.0,IBI2017_mf_cont_resi,1000000.0,0.4,190.0,IBI2020_cel_struc_bsmt,156000.0,-2.3,190.0,IBI2020_gen_struc_resi-sfd-std,156000.0,0.4,190.0
20959000,resi,sfd,1.6,3.7,IBI2020_mf_struc_resi-sfd-std,216000.0,0.4,140.0,IBI2017_mf_cont_resi,1000000.0,0.4,140.0,IBI2020_cel_struc_crwl,108000.0,-2.3,140.0,IBI2020_gen_struc_resi-sfd-std,108000.0,0.4,140.0
20958000,resi,sfd,1.5,3.6,IBI2020_mf_struc_resi-sfd-std,345000.0,0.4,310.0,IBI2017_mf_cont_resi,1000000.0,0.4,310.0,IBI2020_cel_struc_crwl,172000.0,-2.3,310.0,IBI2020_gen_struc_resi-sfd-std,172000.0,0.4,310.0
20956000,resi,sfd,1.5,3.6,IBI2020_mf_struc_resi-sfd-std,401000.0,0.4,310.0,IBI2017_mf_cont_resi,1000000.0,0.4,310.0,,,,,IBI2020_gen_struc_resi-sfd-std,200000.0,0.4,310.0
20878001,resi,sfd,-1.0,1.0,IBI2020_mf_struc_resi-sfd-hi,466000.0,0.0,220.0,IBI2017_mf_cont_resi,1000000.0,0.0,220.0,,,,,IBI2020_gen_struc_resi-sfd-hi,233000.0,0.0,220.0
20923000,resi,sfd,1.4,3.5,IBI2020_mf_struc_resi-sfd-std,379000.0,0.4,450.0,IBI2017_mf_cont_resi,1000000.0,0.4,450.0,IBI2020_cel_struc_crwl,189000.0,-2.3,450.0,IBI2020_gen_struc_resi-sfd-std,189000.0,0.4,450.0
20921000,resi,sfd,1.4,3.6,IBI2020_mf_struc_resi-sfd-hi,781000.0,0.4,340.0,IBI2017_mf_cont_resi,1000000.0,0.4,340.0,IBI2020_cel_struc_crwl,391000.0,-2.3,340.0,IBI2020_gen_struc_resi-sfd-hi,391000.0,0.4,340.0
4505002,resi,sfd,3.0,6.0,IBI2020_mf_struc_resi-sfd-std,36000.0,0.7,50.0,IBI2017_mf_cont_resi,1000000.0,0.7,50.0,IBI2020_cel_struc_crwl,18000.0,-2.0,50.0,IBI2020_gen_struc_resi-sfd-std,18000.0,0.7,50.0
20914000,resi,sfd,1.0,2.0,IBI2020_mf_struc_resi-sfd-std,387000.0,0.2,390.0,IBI2017_mf_cont_resi,1000000.0,0.2,390.0,IBI2020_cel_struc_crwl,194000.0,-2.5,390.0,IBI2020_gen_struc_resi-sfd-std,194000.0,0.2,390.0
20905001,resi,sfd,1.6,3.7,IBI2020_mf_struc_resi-sfd-std,165000.0,0.4,100.0,IBI2017_mf_cont_resi,1000000.0,0.4,100.0,IBI2020_cel_struc_bsmt,82000.0,-2.3,100.0,IBI2020_gen_struc_resi-sfd-std,82000.0,0.4,100.0
20937000,resi,sfd,-1.0,1.0,IBI2020_mf_struc_resi-sfd-hi,225000.0,0.0,80.0,IBI2017_mf_cont_resi,1000000.0,0.0,80.0,IBI2020_cel_struc_crwl,113000.0,-2.7,80.0,IBI2020_gen_struc_resi-sfd-hi,113000.0,0.0,80.0
20879001,resi,sfd,1.6,3.7,IBI2020_mf_struc_resi-sfd-hi,171000.0,0.4,90.0,IBI2017_mf_cont_resi,1000000.0,0.4,90.0,IBI2020_cel_struc_crwl,85000.0,-2.3,90.0,IBI2020_gen_struc_resi-sfd-hi,85000.0,0.4,90.0
20919001,resi,mf,1.3,3.5,IBI2020_mf_struc_resi-mf-std,361000.0,0.4,320.0,IBI2017_mf_cont_resi,1000000.0,0.4,320.0,IBI2020_cel_struc_bsmt,180000.0,-2.3,320.0,IBI2020_gen_struc_resi-mf-std,180000.0,0.4,320.0
20894000,resi,sfd,1.6,3.7,IBI2020_mf_struc_resi-sfd-std,123000.0,0.4,120.0,IBI2017_mf_cont_resi,1000000.0,0.4,120.0,IBI2020_cel_struc_crwl,62000.0,-2.3,120.0,IBI2020_gen_struc_resi-sfd-std,62000.0,0.4,120.0
4505001,resi,sfd,1.6,3.7,IBI2020_mf_struc_resi-sfd-std,36000.0,0.4,140.0,IBI2017_mf_cont_resi,1000000.0,0.4,140.0,IBI2020_cel_struc_crwl,18000.0,-2.3,140.0,IBI2020_gen_struc_resi-sfd-std,18000.0,0.4,140.0
20891000,resi,sfd,1.6,3.7,IBI2020_mf_struc_resi-sfd-std,200000.0,0.4,150.0,IBI2017_mf_cont_resi,1000000.0,0.4,150.0,IBI2020_cel_struc_crwl,100000.0,-2.3,150.0,IBI2020_gen_struc_resi-sfd-std,100000.0,0.4,150.0
20889000,resi,sfd,-1.0,1.0,IBI2020_mf_struc_resi-sfd-std,471000.0,0.0,290.0,IBI2017_mf_cont_resi,1000000.0,0.0,290.0,IBI2020_cel_struc_bsmt,236000.0,-2.7,290.0,IBI2020_gen_struc_resi-sfd-std,236000.0,0.0,290.0
20871001,resi,sfd,1.6,3.7,IBI2020_mf_struc_resi-sfd-std,198000.0,0.4,100.0,IBI2017_mf_cont_resi,1000000.0,0.4,100.0,IBI2020_cel_struc_crwl,99000.0,-2.3,100.0,IBI2020_gen_struc_resi-sfd-std,99000.0,0.4,100.0
20905000,resi,sfd,1.6,3.7,IBI2020_mf_struc_resi-sfd-std,165000.0,0.4,130.0,IBI2017_mf_cont_resi,1000000.0,0.4,130.0,IBI2020_cel_struc_bsmt,82000.0,-2.3,130.0,IBI2020_gen_struc_resi-sfd-std,82000.0,0.4,130.0
20906000,resi,sfd,-1.0,1.0,IBI2020_mf_struc_resi-sfd-std,411000.0,0.0,330.0,IBI2017_mf_cont_resi,1000000.0,0.0,330.0,,,,,IBI2020_gen_struc_resi-sfd-std,206000.0,0.0,330.0
20850001,resi,sfd,1.6,3.7,IBI2020_mf_struc_resi-sfd-std,156000.0,0.4,90.0,IBI2017_mf_cont_resi,1000000.0,0.4,90.0,IBI2020_cel_struc_crwl,78000.0,-2.3,90.0,IBI2020_gen_struc_resi-sfd-std,78000.0,0.4,90.0
20880000,resi,sfd,1.6,3.7,IBI2020_mf_struc_resi-sfd-std,214000.0,0.4,150.0,IBI2017_mf_cont_resi,1000000.0,0.4,150.0,IBI2020_cel_struc_bsmt,107000.0,-2.3,150.0,IBI2020_gen_struc_resi-sfd-std,107000.0,0.4,150.0
20878000,resi,sfd,1.0,2.0,IBI2020_mf_struc_resi-sfd-hi,466000.0,0.2,200.0,IBI2017_mf_cont_resi,1000000.0,0.2,200.0,,,,,IBI2020_gen_struc_resi-sfd-hi,233000.0,0.2,200.0
20879000,resi,sfd,1.6,3.7,IBI2020_mf_struc_resi-sfd-std,171000.0,0.4,170.0,IBI2017_mf_cont_resi,1000000.0,0.4,170.0,IBI2020_cel_struc_crwl,85000.0,-2.3,170.0,IBI2020_gen_struc_resi-sfd-std,85000.0,0.4,170.0
20876000,resi,sfd,7.0,10.0,IBI2020_mf_struc_resi-sfd-std,231000.0,1.3,200.0,IBI2017_mf_cont_resi,1000000.0,1.3,200.0,IBI2020_cel_struc_bsmt,116000.0,-1.4,200.0,IBI2020_gen_struc_resi-sfd-std,116000.0,1.3,200.0
20877000,resi,sfd,1.5,3.7,IBI2020_mf_struc_resi-sfd-std,208000.0,0.4,170.0,IBI2017_mf_cont_resi,1000000.0,0.4,170.0,IBI2020_cel_struc_bsmt,104000.0,-2.3,170.0,IBI2020_gen_struc_resi-sfd-std,104000.0,0.4,170.0
20874000,resi,sfd,3.0,6.0,IBI2020_mf_struc_resi-sfd-std,248000.0,0.7,210.0,IBI2017_mf_cont_resi,1000000.0,0.7,210.0,IBI2020_cel_struc_bsmt,124000.0,-2.0,210.0,IBI2020_gen_struc_resi-sfd-std,124000.0,0.7,210.0
20875000,resi,sfd,1.5,3.7,IBI2020_mf_struc_resi-sfd-std,275000.0,0.4,200.0,IBI2017_mf_cont_resi,1000000.0,0.4,200.0,IBI2020_cel_struc_bsmt,138000.0,-2.3,200.0,IBI2020_gen_struc_resi-sfd-std,138000.0,0.4,200.0
254439,nrp,rec,-1.4,0.8,IBI2020_mf_struc_nrp,336000.0,0.0,80.0,okNRP_mf_cont_nrp-6x,1000000.0,0.0,80.0,,,,,,,,
20873000,resi,sfd,1.6,3.7,IBI2020_mf_struc_resi-sfd-std,232000.0,0.4,110.0,IBI2017_mf_cont_resi,1000000.0,0.4,110.0,IBI2020_cel_struc_crwl,116000.0,-2.3,110.0,IBI2020_gen_struc_resi-sfd-std,116000.0,0.4,110.0
20872000,resi,sfd,1.6,3.7,IBI2020_mf_struc_resi-sfd-std,128000.0,0.4,80.0,IBI2017_mf_cont_resi,1000000.0,0.4,80.0,IBI2020_cel_struc_bsmt,64000.0,-2.3,80.0,IBI2020_gen_struc_resi-sfd-std,64000.0,0.4,80.0
20839000,resi,sfd,1.4,3.5,IBI2020_mf_struc_resi-sfd-std,523000.0,0.4,470.0,IBI2017_mf_cont_resi,1000000.0,0.4,470.0,IBI2020_cel_struc_crwl,261000.0,-2.3,470.0,IBI2020_gen_struc_resi-sfd-std,261000.0,0.4,470.0
19662001,resi,sfd,1.5,3.7,IBI2020_mf_struc_resi-sfd-std,368000.0,0.4,190.0,IBI2017_mf_cont_resi,1000000.0,0.4,190.0,IBI2020_cel_struc_crwl,184000.0,-2.3,190.0,IBI2020_gen_struc_resi-sfd-std,184000.0,0.4,190.0
20853000,resi,sfd,1.5,3.6,IBI2020_mf_struc_resi-sfd-std,45000.0,0.4,320.0,IBI2017_mf_cont_resi,1000000.0,0.4,320.0,,,,,IBI2020_gen_struc_resi-sfd-std,22000.0,0.4,320.0
20854000,resi,sfd,1.5,3.7,IBI2020_mf_struc_resi-sfd-std,124000.0,0.4,200.0,IBI2017_mf_cont_resi,1000000.0,0.4,200.0,IBI2020_cel_struc_crwl,62000.0,-2.3,200.0,IBI2020_gen_struc_resi-sfd-std,62000.0,0.4,200.0
20816001,resi,sfd,1.5,3.7,IBI2020_mf_struc_resi-sfd-std,123000.0,0.4,220.0,IBI2017_mf_cont_resi,1000000.0,0.4,220.0,IBI2020_cel_struc_bsmt,62000.0,-2.3,220.0,IBI2020_gen_struc_resi-sfd-std,62000.0,0.4,220.0
20816000,resi,sfd,1.6,3.7,IBI2020_mf_struc_resi-sfd-std,123000.0,0.4,80.0,IBI2017_mf_cont_resi,1000000.0,0.4,80.0,IBI2020_cel_struc_bsmt,62000.0,-2.3,80.0,IBI2020_gen_struc_resi-sfd-std,62000.0,0.4,80.0
20806000,resi,sfd,1.5,3.6,IBI2020_mf_struc_resi-sfd-std,210000.0,0.4,260.0,IBI2017_mf_cont_resi,1000000.0,0.4,260.0,IBI2020_cel_struc_crwl,105000.0,-2.3,260.0,IBI2020_gen_struc_resi-sfd-std,105000.0,0.4,260.0
20807000,resi,sfd,-1.0,1.0,IBI2020_mf_struc_resi-sfd-std,173000.0,0.0,210.0,IBI2017_mf_cont_resi,1000000.0,0.0,210.0,IBI2020_cel_struc_crwl,86000.0,-2.7,210.0,IBI2020_gen_struc_resi-sfd-std,86000.0,0.0,210.0
20831000,resi,sfd,1.6,3.7,IBI2020_mf_struc_resi-sfd-std,185000.0,0.4,150.0,IBI2017_mf_cont_resi,1000000.0,0.4,150.0,IBI2020_cel_struc_crwl,92000.0,-2.3,150.0,IBI2020_gen_struc_resi-sfd-std,92000.0,0.4,150.0
20823000,resi,sfd,1.0,2.0,IBI2020_mf_struc_resi-sfd-std,217000.0,0.2,220.0,IBI2017_mf_cont_resi,1000000.0,0.2,220.0,IBI2020_cel_struc_crwl,108000.0,-2.5,220.0,IBI2020_gen_struc_resi-sfd-std,108000.0,0.2,220.0
19654001,resi,sfd,1.5,3.7,IBI2020_mf_struc_resi-sfd-std,259000.0,0.4,170.0,IBI2017_mf_cont_resi,1000000.0,0.4,170.0,IBI2020_cel_struc_bsmt,130000.0,-2.3,170.0,IBI2020_gen_struc_resi-sfd-std,130000.0,0.4,170.0
20819000,resi,sfd,1.5,3.7,IBI2020_mf_struc_resi-sfd-std,187000.0,0.4,170.0,IBI2017_mf_cont_resi,1000000.0,0.4,170.0,IBI2020_cel_struc_bsmt,94000.0,-2.3,170.0,IBI2020_gen_struc_resi-sfd-std,94000.0,0.4,170.0
20820000,resi,sfd,1.6,3.7,IBI2020_mf_struc_resi-sfd-std,144000.0,0.4,150.0,IBI2017_mf_cont_resi,1000000.0,0.4,150.0,IBI2020_cel_struc_bsmt,72000.0,-2.3,150.0,IBI2020_gen_struc_resi-sfd-std,72000.0,0.4,150.0
20801000,resi,sfd,1.5,3.7,IBI2020_mf_struc_resi-sfd-std,161000.0,0.4,190.0,IBI2017_mf_cont_resi,1000000.0,0.4,190.0,IBI2020_cel_struc_crwl,80000.0,-2.3,190.0,IBI2020_gen_struc_resi-sfd-std,80000.0,0.4,190.0
20795000,nrp,hospital,,,IBI2020_mf_struc_nrp,10085000.0,0.5,2350.0,IBI2017_mf_cont_nrp,1000000.0,0.5,2350.0,IBI2020_cel_struc_bsmt,5042000.0,-2.2,2350.0,,,,
20377002,nrp,hospital,,,IBI2020_mf_struc_nrp,10085000.0,0.5,36760.0,IBI2017_mf_cont_nrp,1000000.0,0.5,36760.0,IBI2020_cel_struc_bsmt,5042000.0,-2.2,36760.0,,,,
20770000,resi,sfd,1.6,3.7,IBI2020_mf_struc_resi-sfd-hi,211000.0,0.4,90.0,IBI2017_mf_cont_resi,1000000.0,0.4,90.0,IBI2020_cel_struc_bsmt,106000.0,-2.3,90.0,IBI2020_gen_struc_resi-sfd-hi,106000.0,0.4,90.0
20732000,resi,sfd,1.6,3.7,IBI2020_mf_struc_resi-sfd-hi,94000.0,0.4,90.0,IBI2017_mf_cont_resi,1000000.0,0.4,90.0,IBI2020_cel_struc_crwl,47000.0,-2.3,90.0,IBI2020_gen_struc_resi-sfd-hi,47000.0,0.4,90.0
20698001,resi,sfd,-1.0,1.0,IBI2020_mf_struc_resi-sfd-std,10085000.0,0.0,220.0,IBI2017_mf_cont_resi,1000000.0,0.0,220.0,IBI2020_cel_struc_bsmt,5042000.0,-2.7,220.0,IBI2020_gen_struc_resi-sfd-std,5042000.0,0.0,220.0
20698000,resi,sfd,,,IBI2020_mf_struc_resi-sfd-std,10085000.0,0.5,130.0,IBI2017_mf_cont_resi,1000000.0,0.5,130.0,IBI2020_cel_struc_bsmt,5042000.0,-2.2,130.0,IBI2020_gen_struc_resi-sfd-std,5042000.0,0.5,130.0
20663000,resi,sfd,3.0,6.0,IBI2020_mf_struc_resi-sfd-std,185000.0,0.7,140.0,IBI2017_mf_cont_resi,1000000.0,0.7,140.0,IBI2020_cel_struc_bsmt,92000.0,-2.0,140.0,IBI2020_gen_struc_resi-sfd-std,92000.0,0.7,140.0
20684000,resi,sfd,1.5,3.6,IBI2020_mf_struc_resi-sfd-std,461000.0,0.4,250.0,IBI2017_mf_cont_resi,1000000.0,0.4,250.0,IBI2020_cel_struc_bsmt,230000.0,-2.3,250.0,IBI2020_gen_struc_resi-sfd-std,230000.0,0.4,250.0
20377001,nrp,gar,,,IBI2020_mf_struc_nrp-gar-std,10085000.0,0.5,4040.0,okNRP_mf_cont_nrp-6x,1000000.0,0.5,4040.0,,,,,IBI2020_gen_struc_nrp-gar-std,5042000.0,0.5,4040.0
20644001,resi,sfd,1.6,3.7,IBI2020_mf_struc_resi-sfd-std,185000.0,0.4,150.0,IBI2017_mf_cont_resi,1000000.0,0.4,150.0,IBI2020_cel_struc_crwl,92000.0,-2.3,150.0,IBI2020_gen_struc_resi-sfd-std,92000.0,0.4,150.0
20649000,resi,gar,-0.9,1.1,IBI2020_gar_struc,12000.0,0.0,210.0,IBI2017_mf_cont_resi,1000000.0,0.0,210.0,IBI2020_cel_struc_bsmt,10000.0,-2.7,210.0,,,,
20599001,nrp,office,0.0,2.0,IBI2020_mf_struc_nrp-office-s0,824000.0,0.2,150.0,okNRP_mf_cont_nrp-office,1000000.0,0.2,150.0,IBI2020_cel_struc_bsmt,412000.0,-2.6,150.0,IBI2020_gen_struc_nrp-office-3,412000.0,0.2,150.0
20661000,nrp,retail,-0.6,1.4,IBI2020_mf_struc_nrp-retail-s1,1752000.0,0.1,780.0,okNRP_mf_cont_nrp-retail,1000000.0,0.1,780.0,IBI2020_cel_struc_bsmt,876000.0,-2.6,780.0,IBI2020_gen_struc_nrp-retail-5,876000.0,0.1,780.0
21390000,resi,sfd,1.5,3.7,IBI2020_mf_struc_resi-sfd-std,228000.0,0.4,210.0,IBI2017_mf_cont_resi,1000000.0,0.4,210.0,IBI2020_cel_struc_crwl,114000.0,-2.3,210.0,IBI2020_gen_struc_resi-sfd-std,114000.0,0.4,210.0
21391000,resi,sfd,1.5,3.7,IBI2020_mf_struc_resi-sfd-std,177000.0,0.4,180.0,IBI2017_mf_cont_resi,1000000.0,0.4,180.0,IBI2020_cel_struc_crwl,88000.0,-2.3,180.0,IBI2020_gen_struc_resi-sfd-std,88000.0,0.4,180.0
21390001,resi,sfd,1.6,3.7,IBI2020_mf_struc_resi-sfd-std,228000.0,0.4,130.0,IBI2017_mf_cont_resi,1000000.0,0.4,130.0,IBI2020_cel_struc_crwl,114000.0,-2.3,130.0,IBI2020_gen_struc_resi-sfd-std,114000.0,0.4,130.0
21413000,resi,mf,0.8,2.9,IBI2020_mf_struc_resi-mf-std,830000.0,0.3,1100.0,IBI2017_mf_cont_resi,1000000.0,0.3,1100.0,IBI2020_cel_struc_bsmt,415000.0,-2.4,1100.0,IBI2020_gen_struc_resi-mf-std,415000.0,0.3,1100.0
21410001,resi,sfd,1.6,3.7,IBI2020_mf_struc_resi-sfd-std,245000.0,0.4,140.0,IBI2017_mf_cont_resi,1000000.0,0.4,140.0,IBI2020_cel_struc_crwl,122000.0,-2.3,140.0,IBI2020_gen_struc_resi-sfd-std,122000.0,0.4,140.0
21410000,resi,sfd,1.6,3.7,IBI2020_mf_struc_resi-sfd-std,245000.0,0.4,160.0,IBI2017_mf_cont_resi,1000000.0,0.4,160.0,IBI2020_cel_struc_crwl,122000.0,-2.3,160.0,IBI2020_gen_struc_resi-sfd-std,122000.0,0.4,160.0
21407000,resi,sfd,3.0,6.0,IBI2020_mf_struc_resi-sfd-std,322000.0,0.7,170.0,IBI2017_mf_cont_resi,1000000.0,0.7,170.0,IBI2020_cel_struc_bsmt,161000.0,-2.0,170.0,IBI2020_gen_struc_resi-sfd-std,161000.0,0.7,170.0
21408000,resi,sfd,1.6,3.7,IBI2020_mf_struc_resi-sfd-std,192000.0,0.4,120.0,IBI2017_mf_cont_resi,1000000.0,0.4,120.0,IBI2020_cel_struc_bsmt,96000.0,-2.3,120.0,IBI2020_gen_struc_resi-sfd-std,96000.0,0.4,120.0
21405000,resi,sfd,3.0,6.0,IBI2020_mf_struc_resi-sfd-std,165000.0,0.7,130.0,IBI2017_mf_cont_resi,1000000.0,0.7,130.0,IBI2020_cel_struc_bsmt,83000.0,-2.0,130.0,IBI2020_gen_struc_resi-sfd-std,83000.0,0.7,130.0
21406000,resi,sfd,7.0,10.0,IBI2020_mf_struc_resi-sfd-std,246000.0,1.3,110.0,IBI2017_mf_cont_resi,1000000.0,1.3,110.0,IBI2020_cel_struc_bsmt,123000.0,-1.4,110.0,IBI2020_gen_struc_resi-sfd-std,123000.0,1.3,110.0
4599001,resi,sfd,1.6,3.7,IBI2020_mf_struc_resi-sfd-std,112000.0,0.4,110.0,IBI2017_mf_cont_resi,1000000.0,0.4,110.0,IBI2020_cel_struc_crwl,56000.0,-2.3,110.0,IBI2020_gen_struc_resi-sfd-std,56000.0,0.4,110.0
21367000,resi,sfd,1.6,3.7,IBI2020_mf_struc_resi-sfd-hi,158000.0,0.4,90.0,IBI2017_mf_cont_resi,1000000.0,0.4,90.0,IBI2020_cel_struc_bsmt,79000.0,-2.3,90.0,IBI2020_gen_struc_resi-sfd-hi,79000.0,0.4,90.0
