xid,0.2,0.05,0.01,0.005,0.002,0.0,ead
555,,0.0,0.0,0.0,0.0,,0.0
556,,0.0,0.0,0.0,0.0,,0.0
559,,0.0,0.0,0.0,0.0,,0.0
562,,0.0,0.0,0.0,0.0,,0.0
566,0.0,0.0,3.32667,3.32667,25.50447,40.28967,0.19221
568,,0.0,0.0,0.0,0.0,,0.0
570,0.0,0.0,0.75834,21.00372,44.99484,60.98892,0.27455
571,0.0,294.00099,570.00408,801.01242,882.00297,935.99667,47.10024
572,,0.0,0.0,0.0,0.0,,0.0
575,,0.0,0.0,0.0,0.0,,0.0
577,,0.0,0.0,0.0,0.0,,0.0
580,0.0,476.9448,650.9928,740.9472,824.952,880.9552,65.86422
581,0.0,5.90788,1166.90816,1595.94248,1802.922,1940.90835,39.64867
583,0.0,0.0,0.0,0.0,9.783,16.305,0.04076
585,,0.0,0.0,0.0,0.0,,0.0
587,,0.0,0.0,0.0,0.0,,0.0
588,,0.0,0.0,0.0,0.0,,0.0
589,0.0,585.67436,975.11762,1209.08547,1325.31466,1402.80079,87.13164
591,,0.0,0.0,0.0,0.0,,0.0
592,0.0,1376.84144,1803.00016,2171.93808,2441.96576,2621.98421,188.78209
594,0.0,21.55479,21.55479,21.55479,28.73972,33.52967,2.72429
595,0.0,0.0,0.0,197.50711,587.1833,846.96743,3.10495
599,0.0,664.52232,3039.77772,8833.75332,16527.93324,21657.38652,229.83685
601,0.0,0.0,0.0,23.64408,1662.31018,2754.75425,7.00511
606,,0.0,0.0,0.0,0.0,,0.0
608,0.0,0.0,5.68778,14.21945,17.06334,18.95927,0.24647
609,,0.0,0.0,0.0,0.0,,0.0
611,0.0,8501.1468,10957.2646,12751.7202,13766.7308,14443.40453,1154.01451
613,,0.0,0.0,0.0,0.0,,0.0
615,0.0,0.0,0.0,0.0,3.63072,6.0512,0.01513
616,0.0,0.0,0.0,625.14772,1763.38838,2522.21549,9.43128
618,0.0,4074.2394,6360.04644,8660.28408,9545.36088,10135.41208,598.79374
619,,0.0,0.0,0.0,0.0,,0.0
620,,0.0,0.0,0.0,0.0,,0.0
621,,0.0,0.0,0.0,0.0,,0.0
623,,0.0,0.0,0.0,0.0,,0.0
624,,0.0,0.0,0.0,0.0,,0.0
626,,0.0,0.0,0.0,0.0,,0.0
629,,0.0,0.0,0.0,0.0,,0.0
630,0.0,929.9445,1688.84475,2105.90475,2282.907,2400.9085,142.87553
631,,0.0,0.0,0.0,0.0,,0.0
634,0.0,28418.05963,31848.1,31848.1,31848.1,31848.1,3655.15866
635,,0.0,0.0,0.0,0.0,,0.0
636,,0.0,0.0,0.0,0.0,,0.0
