xid,0.2,0.05,0.01,0.005,0.002,0.0,ead
1,,0.0,0.0,0.0,0.0,,0.0
2,0.0,0.0,0.0,0.0,0.5,0.833,0.002
3,0.0,0.0,0.7,0.7,0.7,0.7,0.021
4,,0.0,0.0,0.0,0.0,,0.0
5,,0.0,0.0,0.0,0.0,,0.0
6,,0.0,0.0,0.0,0.0,,0.0
7,0.0,0.0,0.0,1.0,1.0,1.0,0.008
8,0.0,0.0,0.0,0.0,1.0,1.667,0.004
9,0.0,0.0,0.0,1.8,1.8,1.8,0.014
