xid,NHC2020_DEM_20210804_5x5_cmp
1,343.8299865722656
2,343.6399841308594
3,343.0392761230469
4,344.0099792480469
5,343.92999267578125
6,344.4100036621094
7,339.3299865722656
8,343.6700134277344
9,343.54998779296875
