nestID,bidx,xid,felv,fscale,gels,wse_sB_0020_1218_dep,wse_sB_0100_1218_dep,wse_sB_0200_1218_dep,wse_sB_0500_1218_dep
f0,0,1,344.33,0.5,343.83,-0.84,-0.46,-0.27,-0.04
f0,1,2,344.14,0.5,343.64,-0.65,-0.27,-0.08,0.15
f0,2,3,343.539,0.7,343.039,-0.049,0.331,0.521,0.751
f0,3,4,344.51,1.1,344.01,-1.02,-0.64,-0.45,-0.22
f0,4,5,344.43,1.0,343.93,-0.94,-0.56,-0.37,-0.14
f0,5,6,344.91,7.0,344.41,-1.42,-1.04,-0.85,-0.62
f0,6,7,339.83,1.0,339.33,-0.394,-0.044,0.216,0.256
f0,7,8,344.17,1.0,343.67,-0.68,-0.3,-0.11,0.12
f0,8,9,344.05,1.8,343.55,-0.56,-0.18,0.01,0.24
