xid,f0_elv,f0_scale,TRANSPORT_LINE_TYPE_CODE,TRANSPORT_LINE_SURFACE_CODE,TRANSPORT_LINE_DIVIDED_CODE,TOTAL_NUMBER_OF_LANES,DISASTER_ROUTE_IND,TRUCK_ROUTE_IND,FROM_TRAFFIC_IMPACTOR_CODE,TO_TRAFFIC_IMPACTOR_CODE,TRANSPORT_LINE_SURFACE_CODE_DESCRIPTION,TRANSPORT_LINE_TYPE_CODE_DESCRIPTION,TRANSPORT_LINE_TYPE_CODE_ROAD_CLASS
46473,0.0,6.0,RA1,P,H,2,N,Y,,,paved,Road arterial major,arterial
46474,0.0,6.0,RA1,P,H,2,N,Y,,,paved,Road arterial major,arterial
46475,0.0,6.0,RA1,P,H,2,N,Y,,,paved,Road arterial major,arterial
46476,0.0,6.0,RA1,P,H,2,N,Y,,,paved,Road arterial major,arterial
46477,0.0,6.0,RA1,P,H,2,N,Y,,,paved,Road arterial major,arterial
46478,0.0,6.0,RA1,P,H,2,N,Y,,,paved,Road arterial major,arterial
46479,0.0,6.0,RA1,P,H,2,N,Y,,,paved,Road arterial major,arterial
46480,0.0,6.0,RA1,P,H,2,N,Y,,,paved,Road arterial major,arterial
46481,0.0,2.0,RLO,P,H,1,N,N,,R,paved,Road local,local
46482,0.0,4.0,RC1,P,H,1,N,N,,,paved,Road collector major,collector
46483,0.0,4.0,RC1,P,H,1,N,N,,R,paved,Road collector major,collector
46484,0.0,4.0,RC1,P,N,2,N,N,,L,paved,Road collector major,collector
46485,0.0,4.0,RC1,P,N,2,N,N,,L,paved,Road collector major,collector
46486,0.0,4.0,RC1,P,N,2,N,N,,L,paved,Road collector major,collector
46487,0.0,4.0,RC1,P,N,2,N,N,,L,paved,Road collector major,collector
46488,0.0,4.0,RC1,P,N,2,N,N,,L,paved,Road collector major,collector
46489,0.0,4.0,RC1,P,N,2,N,N,,L,paved,Road collector major,collector
46490,0.0,4.0,RC1,P,N,2,N,N,,L,paved,Road collector major,collector
46491,0.0,4.0,RC1,P,N,2,N,N,,L,paved,Road collector major,collector
46492,0.0,4.0,RC1,P,N,2,N,N,,,paved,Road collector major,collector
46493,0.0,4.0,RC1,P,N,2,N,N,,,paved,Road collector major,collector
46494,0.0,4.0,RC1,P,N,2,N,N,,,paved,Road collector major,collector
46495,0.0,4.0,RC1,P,H,1,N,N,,R,paved,Road collector major,collector
46496,0.0,2.0,RLO,P,H,1,N,N,,,paved,Road local,local
46497,0.0,4.0,RC1,P,N,2,N,N,,,paved,Road collector major,collector
46498,0.0,5.0,RA2,P,N,2,N,N,,,paved,Road arterial minor,arterial
46499,0.0,5.0,RA2,P,N,2,N,N,,,paved,Road arterial minor,arterial
46500,0.0,2.0,RLO,P,N,2,N,N,,,paved,Road local,local
46501,0.0,2.0,RLO,P,N,2,N,N,,,paved,Road local,local
46502,0.0,2.0,RLO,P,N,2,N,N,,,paved,Road local,local
46503,0.0,2.0,RLO,P,N,2,N,N,,,paved,Road local,local
46504,0.0,3.0,RC2,P,N,2,N,N,,,paved,Road collector minor,collector
46505,0.0,3.0,RC2,P,N,2,N,N,,,paved,Road collector minor,collector
46506,0.0,3.0,RC2,P,N,2,N,N,,,paved,Road collector minor,collector
46507,0.0,3.0,RC2,P,N,2,N,N,,,paved,Road collector minor,collector
46508,0.0,3.0,RC2,P,N,2,N,N,,,paved,Road collector minor,collector
46509,0.0,3.0,RC2,P,N,2,N,N,,,paved,Road collector minor,collector
46510,0.0,3.0,RC2,P,N,2,N,N,,,paved,Road collector minor,collector
46511,0.0,3.0,RC2,P,N,2,N,N,,,paved,Road collector minor,collector
46512,0.0,3.0,RC2,P,N,2,N,N,,,paved,Road collector minor,collector
46513,0.0,3.0,RC2,P,N,2,N,N,,,paved,Road collector minor,collector
46514,0.0,3.0,RC2,P,N,2,N,N,,,paved,Road collector minor,collector
46515,0.0,3.0,RC2,P,N,2,N,N,,,paved,Road collector minor,collector
46516,0.0,3.0,RC2,P,N,2,N,N,,,paved,Road collector minor,collector
46517,0.0,3.0,RC2,P,N,2,N,N,,,paved,Road collector minor,collector
46518,0.0,3.0,RC2,P,N,2,N,N,,,paved,Road collector minor,collector
46519,0.0,3.0,RC2,P,N,2,N,N,,,paved,Road collector minor,collector
46520,0.0,3.0,RC2,P,N,2,N,N,,,paved,Road collector minor,collector
46521,0.0,3.0,RC2,P,N,2,N,N,,,paved,Road collector minor,collector
46522,0.0,3.0,RC2,P,N,2,N,N,,,paved,Road collector minor,collector
46523,0.0,3.0,RC2,P,N,2,N,N,,,paved,Road collector minor,collector
46524,0.0,3.0,RC2,P,N,2,N,N,,,paved,Road collector minor,collector
46525,0.0,3.0,RC2,P,N,2,N,N,,,paved,Road collector minor,collector
46526,0.0,3.0,RC2,P,N,2,N,N,,,paved,Road collector minor,collector
46527,0.0,3.0,RC2,P,N,2,N,N,,,paved,Road collector minor,collector
46528,0.0,3.0,RC2,P,N,2,N,N,,,paved,Road collector minor,collector
46529,0.0,3.0,RC2,P,N,2,N,N,,,paved,Road collector minor,collector
46530,0.0,3.0,RC2,P,N,2,N,N,,,paved,Road collector minor,collector
46531,0.0,3.0,RC2,P,N,2,N,N,,,paved,Road collector minor,collector
46532,0.0,3.0,RC2,P,N,2,N,N,,,paved,Road collector minor,collector
46533,0.0,3.0,RC2,P,N,2,N,N,,,paved,Road collector minor,collector
46534,0.0,3.0,RC2,P,N,2,N,N,,,paved,Road collector minor,collector
46535,0.0,3.0,RC2,P,N,2,N,N,,,paved,Road collector minor,collector
46536,0.0,3.0,RC2,P,N,2,N,N,,,paved,Road collector minor,collector
46537,0.0,3.0,RC2,P,N,2,N,N,,,paved,Road collector minor,collector
46538,0.0,3.0,RC2,P,N,2,N,N,,,paved,Road collector minor,collector
46539,0.0,3.0,RC2,P,N,2,N,N,,,paved,Road collector minor,collector
46540,0.0,3.0,RC2,P,N,2,N,N,,,paved,Road collector minor,collector
46541,0.0,3.0,RC2,P,N,2,N,N,,,paved,Road collector minor,collector
46542,0.0,3.0,RC2,P,N,2,N,N,,,paved,Road collector minor,collector
46543,0.0,3.0,RC2,P,N,2,N,N,,,paved,Road collector minor,collector
46544,0.0,3.0,RC2,P,N,2,N,N,,,paved,Road collector minor,collector
46545,0.0,3.0,RC2,P,N,2,N,N,,,paved,Road collector minor,collector
46546,0.0,3.0,RC2,P,N,2,N,N,,,paved,Road collector minor,collector
46547,0.0,3.0,RC2,P,N,2,N,N,,,paved,Road collector minor,collector
46548,0.0,3.0,RC2,P,N,2,N,N,,,paved,Road collector minor,collector
46549,0.0,3.0,RC2,P,N,2,N,N,,,paved,Road collector minor,collector
46550,0.0,3.0,RC2,P,N,2,N,N,,,paved,Road collector minor,collector
46551,0.0,3.0,RC2,P,N,2,N,N,,,paved,Road collector minor,collector
46552,0.0,3.0,RC2,P,N,2,N,N,,,paved,Road collector minor,collector
46553,0.0,3.0,RC2,P,N,2,N,N,,,paved,Road collector minor,collector
46554,0.0,3.0,RC2,P,N,2,N,N,,,paved,Road collector minor,collector
46555,0.0,3.0,RC2,P,N,2,N,N,,,paved,Road collector minor,collector
46556,0.0,3.0,RC2,P,N,2,N,N,,,paved,Road collector minor,collector
46557,0.0,3.0,RC2,P,N,2,N,N,,,paved,Road collector minor,collector
46558,0.0,3.0,RC2,P,N,2,N,N,,,paved,Road collector minor,collector
46559,0.0,3.0,RC2,P,N,2,N,N,,,paved,Road collector minor,collector
46560,0.0,3.0,RC2,P,N,2,N,N,,,paved,Road collector minor,collector
46561,0.0,3.0,RC2,P,N,2,N,N,,,paved,Road collector minor,collector
46562,0.0,3.0,RC2,P,N,2,N,N,,,paved,Road collector minor,collector
46563,0.0,3.0,RC2,P,N,2,N,N,,,paved,Road collector minor,collector
46564,0.0,3.0,RC2,P,N,2,N,N,,,paved,Road collector minor,collector
46565,0.0,3.0,RC2,P,N,2,N,N,,,paved,Road collector minor,collector
46566,0.0,3.0,RC2,P,N,2,N,N,,,paved,Road collector minor,collector
46567,0.0,3.0,RC2,P,N,2,N,N,,,paved,Road collector minor,collector
46568,0.0,3.0,RC2,P,N,2,N,N,,,paved,Road collector minor,collector
46569,0.0,3.0,RC2,P,N,2,N,N,,,paved,Road collector minor,collector
46570,0.0,3.0,RC2,P,N,2,N,N,,,paved,Road collector minor,collector
46571,0.0,3.0,RC2,P,N,2,N,N,,,paved,Road collector minor,collector
46572,0.0,3.0,RC2,P,N,2,N,N,,,paved,Road collector minor,collector
46573,0.0,3.0,RC2,P,N,2,N,N,,,paved,Road collector minor,collector
46574,0.0,3.0,RC2,P,N,2,N,N,,,paved,Road collector minor,collector
46575,0.0,3.0,RC2,P,N,2,N,N,,,paved,Road collector minor,collector
46576,0.0,3.0,RC2,P,N,2,N,N,,,paved,Road collector minor,collector
46577,0.0,3.0,RC2,P,N,2,N,N,,,paved,Road collector minor,collector
46578,0.0,3.0,RC2,P,N,2,N,N,,,paved,Road collector minor,collector
46579,0.0,3.0,RC2,P,N,2,N,N,,,paved,Road collector minor,collector
46580,0.0,2.0,RLO,P,N,2,N,N,S,,paved,Road local,local
46581,0.0,2.0,RLO,P,N,2,N,N,S,,paved,Road local,local
46582,0.0,5.0,RA2,P,N,2,N,N,,,paved,Road arterial minor,arterial
46583,0.0,5.0,RA2,P,N,2,N,N,,,paved,Road arterial minor,arterial
46584,0.0,5.0,RA2,P,N,2,N,N,,,paved,Road arterial minor,arterial
46585,0.0,5.0,RA2,P,N,2,N,N,,,paved,Road arterial minor,arterial
46586,0.0,5.0,RA2,P,N,2,N,N,,,paved,Road arterial minor,arterial
46587,0.0,5.0,RA2,P,N,2,N,N,,,paved,Road arterial minor,arterial
46588,0.0,5.0,RA2,P,N,2,N,N,,,paved,Road arterial minor,arterial
46589,0.0,5.0,RA2,P,N,2,N,N,,,paved,Road arterial minor,arterial
46590,0.0,5.0,RA2,P,N,2,N,N,,,paved,Road arterial minor,arterial
46591,0.0,5.0,RA2,P,N,2,N,N,,,paved,Road arterial minor,arterial
46592,0.0,5.0,RA2,P,N,2,N,N,,,paved,Road arterial minor,arterial
46593,0.0,5.0,RA2,P,N,2,N,N,,,paved,Road arterial minor,arterial
46594,0.0,5.0,RA2,P,N,2,N,N,,,paved,Road arterial minor,arterial
46595,0.0,5.0,RA2,P,N,2,N,N,,,paved,Road arterial minor,arterial
46596,0.0,5.0,RA2,P,N,2,N,N,,,paved,Road arterial minor,arterial
46597,0.0,5.0,RA2,P,N,2,N,N,,,paved,Road arterial minor,arterial
46598,0.0,5.0,RA2,P,N,2,N,N,,,paved,Road arterial minor,arterial
46599,0.0,5.0,RA2,P,N,2,N,N,,,paved,Road arterial minor,arterial
46600,0.0,5.0,RA2,P,N,2,N,N,,,paved,Road arterial minor,arterial
46601,0.0,5.0,RA2,P,N,2,N,N,,,paved,Road arterial minor,arterial
46602,0.0,2.0,RLO,P,N,2,N,N,S,S,paved,Road local,local
46603,0.0,2.0,RLO,P,N,2,N,N,S,S,paved,Road local,local
46604,0.0,2.0,RLO,P,N,2,N,N,S,S,paved,Road local,local
46605,0.0,2.0,RLO,P,N,2,N,N,S,S,paved,Road local,local
46606,0.0,3.0,RC2,P,N,2,N,N,S,,paved,Road collector minor,collector
46607,0.0,3.0,RC2,P,N,2,N,N,S,,paved,Road collector minor,collector
46608,0.0,3.0,RC2,P,N,2,N,N,S,,paved,Road collector minor,collector
46609,0.0,3.0,RC2,P,N,2,N,N,S,,paved,Road collector minor,collector
46610,0.0,3.0,RC2,P,N,2,N,N,S,,paved,Road collector minor,collector
46611,0.0,3.0,RC2,P,N,2,N,N,S,,paved,Road collector minor,collector
46612,0.0,3.0,RC2,P,N,2,N,N,S,,paved,Road collector minor,collector
46613,0.0,2.0,RLO,P,N,2,N,N,C,,paved,Road local,local
46614,0.0,2.0,RLO,P,N,2,N,N,C,,paved,Road local,local
46615,0.0,2.0,RLO,P,N,2,N,N,C,,paved,Road local,local
46616,0.0,2.0,RLO,P,N,2,N,N,C,,paved,Road local,local
46617,0.0,2.0,RLO,P,N,2,N,N,C,,paved,Road local,local
46618,0.0,2.0,RLO,P,N,2,N,N,C,,paved,Road local,local
46619,0.0,2.0,RLO,P,N,2,N,N,C,,paved,Road local,local
46620,0.0,2.0,RLO,P,N,2,N,N,C,,paved,Road local,local
46621,0.0,2.0,RLO,P,N,2,N,N,C,,paved,Road local,local
46622,0.0,2.0,RLO,P,N,2,N,N,C,,paved,Road local,local
46623,0.0,2.0,RLO,P,N,2,N,N,C,,paved,Road local,local
46624,0.0,2.0,RLO,P,N,2,N,N,C,,paved,Road local,local
46625,0.0,2.0,RLO,P,N,2,N,N,C,,paved,Road local,local
46626,0.0,2.0,RLO,P,N,2,N,N,C,,paved,Road local,local
46627,0.0,2.0,RLO,P,N,2,N,N,C,,paved,Road local,local
46628,0.0,2.0,RLO,P,N,2,N,N,C,,paved,Road local,local
46629,0.0,2.0,RLO,P,N,2,N,N,C,,paved,Road local,local
46630,0.0,2.0,RLO,P,N,2,N,N,C,,paved,Road local,local
46631,0.0,2.0,RLO,P,N,2,N,N,C,,paved,Road local,local
46632,0.0,2.0,RLO,P,N,2,N,N,C,,paved,Road local,local
46633,0.0,2.0,RLO,P,N,2,N,N,C,,paved,Road local,local
46634,0.0,2.0,RLO,P,N,2,N,N,C,,paved,Road local,local
46635,0.0,2.0,RLO,P,N,2,N,N,C,,paved,Road local,local
46636,0.0,2.0,RLO,P,N,2,N,N,C,,paved,Road local,local
46637,0.0,2.0,RLO,P,N,2,N,N,C,,paved,Road local,local
46638,0.0,2.0,RLO,P,N,2,N,N,C,,paved,Road local,local
46639,0.0,2.0,RLO,P,N,2,N,N,C,,paved,Road local,local
46640,0.0,2.0,RLO,P,N,2,N,N,C,,paved,Road local,local
46641,0.0,2.0,RLO,P,N,2,N,N,C,,paved,Road local,local
46642,0.0,2.0,RLO,P,N,2,N,N,C,,paved,Road local,local
46643,0.0,2.0,RLO,P,N,2,N,N,C,,paved,Road local,local
46644,0.0,2.0,RLO,P,N,2,N,N,C,,paved,Road local,local
46645,0.0,2.0,RLO,P,N,2,N,N,C,,paved,Road local,local
46646,0.0,2.0,RLO,P,N,2,N,N,C,,paved,Road local,local
46647,0.0,2.0,RLO,P,N,2,N,N,C,,paved,Road local,local
46648,0.0,2.0,RLO,P,N,2,N,N,C,,paved,Road local,local
46649,0.0,2.0,RLO,P,N,2,N,N,C,,paved,Road local,local
46650,0.0,2.0,RLO,P,N,2,N,N,C,,paved,Road local,local
46651,0.0,2.0,RLO,P,N,2,N,N,C,,paved,Road local,local
46652,0.0,2.0,RLO,P,N,2,N,N,C,,paved,Road local,local
46653,0.0,2.0,RLO,P,N,2,N,N,C,,paved,Road local,local
46654,0.0,2.0,RLO,P,N,2,N,N,C,,paved,Road local,local
46655,0.0,2.0,RLO,P,N,2,N,N,C,,paved,Road local,local
46656,0.0,2.0,RLO,P,N,2,N,N,C,,paved,Road local,local
46657,0.0,2.0,RLO,P,N,2,N,N,C,,paved,Road local,local
46658,0.0,2.0,RLO,P,N,2,N,N,C,,paved,Road local,local
46659,0.0,2.0,RLO,P,N,2,N,N,C,,paved,Road local,local
46660,0.0,2.0,RLO,P,N,2,N,N,C,,paved,Road local,local
46661,0.0,2.0,RLO,P,N,2,N,N,C,,paved,Road local,local
46662,0.0,2.0,RLO,P,N,2,N,N,C,,paved,Road local,local
46663,0.0,2.0,RLO,P,N,2,N,N,C,,paved,Road local,local
46664,0.0,2.0,RLO,P,N,2,N,N,C,,paved,Road local,local
46665,0.0,2.0,RLO,P,N,2,N,N,C,,paved,Road local,local
46666,0.0,2.0,RLO,P,N,2,N,N,C,,paved,Road local,local
46667,0.0,2.0,RLO,P,N,2,N,N,C,,paved,Road local,local
46668,0.0,2.0,RLO,P,N,2,N,N,C,,paved,Road local,local
46669,0.0,2.0,RLO,P,N,2,N,N,C,,paved,Road local,local
46670,0.0,2.0,RLO,P,N,2,N,N,C,,paved,Road local,local
46671,0.0,2.0,RLO,P,N,2,N,N,C,,paved,Road local,local
46672,0.0,2.0,RLO,P,N,2,N,N,C,,paved,Road local,local
46673,0.0,2.0,RLO,P,N,2,N,N,,C,paved,Road local,local
46674,0.0,2.0,RLO,P,N,2,N,N,,C,paved,Road local,local
46675,0.0,2.0,RLO,P,N,2,N,N,,C,paved,Road local,local
46676,0.0,2.0,RLO,P,N,2,N,N,,C,paved,Road local,local
46677,0.0,2.0,RLO,P,N,2,N,N,,C,paved,Road local,local
46678,0.0,2.0,RLO,P,N,2,N,N,,,paved,Road local,local
46679,0.0,2.0,RLO,P,N,2,N,N,,,paved,Road local,local
46680,0.0,2.0,RLO,P,N,2,N,N,,,paved,Road local,local
46681,0.0,2.0,RLO,P,N,2,N,N,,,paved,Road local,local
46682,0.0,2.0,RLO,P,N,2,N,N,,,paved,Road local,local
46683,0.0,2.0,RLO,P,N,2,N,N,,,paved,Road local,local
46684,0.0,2.0,RLO,P,N,2,N,N,,,paved,Road local,local
46685,0.0,2.0,RLO,P,N,2,N,N,S,,paved,Road local,local
46686,0.0,2.0,RLO,P,N,2,N,N,S,,paved,Road local,local
46687,0.0,2.0,RLO,P,N,2,N,N,S,,paved,Road local,local
46688,0.0,2.0,RLO,P,N,2,N,N,S,,paved,Road local,local
46689,0.0,2.0,RLO,P,N,2,N,N,S,,paved,Road local,local
46690,0.0,2.0,RLO,P,N,2,N,N,S,,paved,Road local,local
46691,0.0,2.0,RLO,P,N,2,N,N,S,,paved,Road local,local
46692,0.0,2.0,RLO,P,N,2,N,N,S,,paved,Road local,local
46693,0.0,2.0,RLO,P,N,2,N,N,S,,paved,Road local,local
46694,0.0,2.0,RLO,P,N,2,N,N,S,,paved,Road local,local
46695,0.0,2.0,RLO,P,N,2,N,N,S,,paved,Road local,local
46696,0.0,2.0,RLO,P,N,2,N,N,S,,paved,Road local,local
46697,0.0,2.0,RLO,P,N,2,N,N,S,,paved,Road local,local
46698,0.0,2.0,RLO,P,N,2,N,N,S,,paved,Road local,local
46699,0.0,2.0,RLO,P,N,2,N,N,S,,paved,Road local,local
46700,0.0,2.0,RLO,P,N,2,N,N,S,,paved,Road local,local
46701,0.0,2.0,RLO,P,N,2,N,N,S,,paved,Road local,local
46702,0.0,2.0,RLO,P,N,2,N,N,S,,paved,Road local,local
46703,0.0,2.0,RLO,P,N,2,N,N,S,,paved,Road local,local
46704,0.0,2.0,RLO,P,N,2,N,N,S,,paved,Road local,local
46705,0.0,2.0,RLO,P,N,2,N,N,S,,paved,Road local,local
46706,0.0,2.0,RLO,P,N,2,N,N,S,,paved,Road local,local
46707,0.0,2.0,RLO,P,N,2,N,N,S,,paved,Road local,local
46708,0.0,2.0,RLO,P,N,2,N,N,S,,paved,Road local,local
46709,0.0,2.0,RLO,P,N,2,N,N,S,,paved,Road local,local
46710,0.0,2.0,RLO,P,N,2,N,N,S,,paved,Road local,local
46711,0.0,2.0,RLO,P,N,2,N,N,S,,paved,Road local,local
46712,0.0,2.0,RLO,P,N,2,N,N,S,,paved,Road local,local
46713,0.0,2.0,RLO,P,N,2,N,N,S,,paved,Road local,local
46714,0.0,2.0,RLO,P,N,2,N,N,S,,paved,Road local,local
46715,0.0,2.0,RLO,P,N,2,N,N,S,,paved,Road local,local
46716,0.0,2.0,RLO,P,N,2,N,N,S,,paved,Road local,local
46717,0.0,2.0,RLO,P,N,2,N,N,,,paved,Road local,local
46718,0.0,2.0,RLO,P,N,2,N,N,,,paved,Road local,local
46719,0.0,2.0,RLO,P,N,2,N,N,,,paved,Road local,local
46720,0.0,2.0,RLO,P,N,2,N,N,,,paved,Road local,local
46721,0.0,2.0,RLO,P,N,2,N,N,,,paved,Road local,local
46722,0.0,2.0,RLO,P,N,2,N,N,,,paved,Road local,local
46723,0.0,2.0,RLO,P,N,2,N,N,,,paved,Road local,local
46724,0.0,2.0,RLO,P,N,2,N,N,,,paved,Road local,local
46725,0.0,2.0,RLO,P,N,2,N,N,,,paved,Road local,local
46726,0.0,2.0,RLO,P,N,2,N,N,,,paved,Road local,local
46727,0.0,2.0,RLO,P,N,2,N,N,,,paved,Road local,local
46728,0.0,2.0,RLO,P,N,2,N,N,,,paved,Road local,local
46729,0.0,2.0,RLO,P,N,2,N,N,,,paved,Road local,local
46730,0.0,2.0,RLO,P,N,2,N,N,,,paved,Road local,local
46731,0.0,2.0,RLO,P,N,2,N,N,,,paved,Road local,local
46732,0.0,2.0,RLO,P,N,2,N,N,,,paved,Road local,local
46733,0.0,2.0,RLO,P,N,2,N,N,,,paved,Road local,local
46734,0.0,2.0,RLO,P,N,2,N,N,,,paved,Road local,local
46735,0.0,2.0,RLO,P,N,2,N,N,,,paved,Road local,local
46736,0.0,2.0,RLO,P,N,2,N,N,,,paved,Road local,local
46737,0.0,2.0,RLO,P,N,2,N,N,,,paved,Road local,local
46738,0.0,2.0,RLO,P,N,2,N,N,,,paved,Road local,local
46739,0.0,2.0,RLO,P,N,2,N,N,,,paved,Road local,local
46740,0.0,2.0,RLO,P,N,2,N,N,,,paved,Road local,local
46741,0.0,2.0,RLO,P,N,2,N,N,,,paved,Road local,local
46742,0.0,2.0,RLO,P,N,2,N,N,,,paved,Road local,local
46743,0.0,2.0,RLO,P,N,2,N,N,,,paved,Road local,local
46744,0.0,2.0,RLO,P,N,2,N,N,,,paved,Road local,local
46745,0.0,2.0,RLO,P,N,2,N,N,,,paved,Road local,local
46746,0.0,2.0,RLO,P,N,2,N,N,,,paved,Road local,local
46747,0.0,2.0,RLO,P,N,2,N,N,,,paved,Road local,local
46748,0.0,2.0,RLO,P,N,2,N,N,,,paved,Road local,local
46749,0.0,2.0,RLO,P,N,2,N,N,,,paved,Road local,local
46750,0.0,2.0,RLO,P,N,2,N,N,,,paved,Road local,local
46751,0.0,2.0,RLO,P,N,2,N,N,,,paved,Road local,local
46752,0.0,2.0,RLO,P,N,2,N,N,,,paved,Road local,local
46753,0.0,2.0,RLO,P,N,2,N,N,,,paved,Road local,local
46754,0.0,2.0,RLO,P,N,2,N,N,,,paved,Road local,local
46755,0.0,2.0,RLO,P,N,2,N,N,,,paved,Road local,local
46756,0.0,2.0,RLO,P,N,2,N,N,,,paved,Road local,local
46757,0.0,2.0,RLO,P,N,2,N,N,,,paved,Road local,local
46758,0.0,2.0,RLO,P,N,2,N,N,,,paved,Road local,local
46759,0.0,2.0,RLO,P,N,2,N,N,,,paved,Road local,local
46760,0.0,2.0,RLO,P,N,2,N,N,,,paved,Road local,local
46761,0.0,2.0,RLO,P,N,2,N,N,,,paved,Road local,local
46762,0.0,2.0,RLO,P,N,2,N,N,,,paved,Road local,local
46763,0.0,2.0,RLO,P,N,2,N,N,,,paved,Road local,local
46764,0.0,2.0,RLO,P,N,2,N,N,,,paved,Road local,local
46765,0.0,2.0,RLO,P,N,2,N,N,,,paved,Road local,local
46766,0.0,2.0,RLO,P,N,2,N,N,,,paved,Road local,local
46767,0.0,2.0,RLO,P,N,2,N,N,,,paved,Road local,local
46768,0.0,2.0,RLO,P,N,2,N,N,,,paved,Road local,local
46769,0.0,2.0,RLO,P,N,2,N,N,,,paved,Road local,local
46770,0.0,2.0,RLO,P,N,2,N,N,,,paved,Road local,local
46771,0.0,2.0,RLO,P,N,2,N,N,,,paved,Road local,local
46772,0.0,2.0,RLO,P,N,2,N,N,,,paved,Road local,local
46773,0.0,2.0,RLO,P,N,2,N,N,,,paved,Road local,local
46774,0.0,2.0,RLO,P,N,2,N,N,,,paved,Road local,local
46775,0.0,2.0,RLO,P,N,2,N,N,,,paved,Road local,local
46776,0.0,2.0,RLO,P,N,2,N,N,,,paved,Road local,local
46777,0.0,2.0,RLO,P,N,2,N,N,,,paved,Road local,local
46778,0.0,2.0,RLO,P,N,2,N,N,,,paved,Road local,local
46779,0.0,2.0,RLO,P,N,2,N,N,,,paved,Road local,local
46780,0.0,2.0,RLO,P,N,2,N,N,,,paved,Road local,local
46781,0.0,2.0,RLO,P,N,2,N,N,,,paved,Road local,local
46782,0.0,2.0,RLO,P,N,2,N,N,,,paved,Road local,local
46783,0.0,2.0,RLO,P,N,2,N,N,,,paved,Road local,local
46784,0.0,2.0,RLO,P,N,2,N,N,,,paved,Road local,local
46785,0.0,2.0,RLO,P,N,2,N,N,,,paved,Road local,local
46786,0.0,2.0,RLO,P,N,2,N,N,,,paved,Road local,local
46787,0.0,2.0,RLO,P,N,2,N,N,,,paved,Road local,local
46788,0.0,2.0,RLO,P,N,2,N,N,,,paved,Road local,local
46789,0.0,2.0,RLO,P,N,2,N,N,,,paved,Road local,local
46790,0.0,2.0,RLO,P,N,2,N,N,,,paved,Road local,local
46791,0.0,2.0,RST,P,N,2,N,N,,S,paved,Road strata,strata
46792,0.0,2.0,RST,P,N,2,N,N,,S,paved,Road strata,strata
46793,0.0,2.0,RST,P,N,2,N,N,,S,paved,Road strata,strata
46794,0.0,2.0,RST,P,N,2,N,N,,S,paved,Road strata,strata
46795,0.0,2.0,RST,P,N,2,N,N,,S,paved,Road strata,strata
46796,0.0,2.0,RST,P,N,2,N,N,,S,paved,Road strata,strata
46797,0.0,2.0,RST,P,N,2,N,N,,S,paved,Road strata,strata
46798,0.0,2.0,RST,P,N,2,N,N,,S,paved,Road strata,strata
46799,0.0,2.0,RST,P,N,2,N,N,,S,paved,Road strata,strata
46800,0.0,2.0,RST,P,N,2,N,N,,S,paved,Road strata,strata
46801,0.0,2.0,RLO,P,N,2,N,N,,S,paved,Road local,local
46802,0.0,2.0,RLO,P,N,2,N,N,,S,paved,Road local,local
46803,0.0,2.0,RLO,P,N,2,N,N,,S,paved,Road local,local
46804,0.0,2.0,RLO,P,N,2,N,N,,S,paved,Road local,local
46805,0.0,3.0,RC2,P,N,2,N,N,S,,paved,Road collector minor,collector
46806,0.0,3.0,RC2,P,N,2,N,N,S,,paved,Road collector minor,collector
46807,0.0,3.0,RC2,P,N,2,N,N,S,,paved,Road collector minor,collector
46808,0.0,3.0,RC2,P,N,2,N,N,S,,paved,Road collector minor,collector
46809,0.0,3.0,RC2,P,N,2,N,N,S,,paved,Road collector minor,collector
46810,0.0,3.0,RC2,P,N,2,N,N,S,,paved,Road collector minor,collector
46811,0.0,3.0,RC2,P,N,2,N,N,S,,paved,Road collector minor,collector
46812,0.0,3.0,RC2,P,N,2,N,N,S,,paved,Road collector minor,collector
46813,0.0,3.0,RC2,P,N,2,N,N,S,,paved,Road collector minor,collector
46814,0.0,3.0,RC2,P,N,2,N,N,S,,paved,Road collector minor,collector
46815,0.0,3.0,RC2,P,N,2,N,N,S,,paved,Road collector minor,collector
46816,0.0,3.0,RC2,P,N,2,N,N,S,,paved,Road collector minor,collector
46817,0.0,3.0,RC2,P,N,2,N,N,S,,paved,Road collector minor,collector
46818,0.0,3.0,RC2,P,N,2,N,N,S,,paved,Road collector minor,collector
46819,0.0,3.0,RC2,P,N,2,N,N,S,,paved,Road collector minor,collector
46820,0.0,3.0,RC2,P,N,2,N,N,S,,paved,Road collector minor,collector
46821,0.0,3.0,RC2,P,N,2,N,N,S,,paved,Road collector minor,collector
46822,0.0,3.0,RC2,P,N,2,N,N,S,,paved,Road collector minor,collector
46823,0.0,3.0,RC2,P,N,2,N,N,S,,paved,Road collector minor,collector
46824,0.0,3.0,RC2,P,N,2,N,N,S,,paved,Road collector minor,collector
46825,0.0,3.0,RC2,P,N,2,N,N,S,,paved,Road collector minor,collector
46826,0.0,3.0,RC2,P,N,2,N,N,S,,paved,Road collector minor,collector
46827,0.0,3.0,RC2,P,N,2,N,N,S,,paved,Road collector minor,collector
46828,0.0,3.0,RC2,P,N,2,N,N,S,,paved,Road collector minor,collector
46829,0.0,3.0,RC2,P,N,2,N,N,S,,paved,Road collector minor,collector
46830,0.0,3.0,RC2,P,N,2,N,N,S,,paved,Road collector minor,collector
