xid,f0_elv,f0_scale,TRANSPORT_LINE_TYPE_CODE,TRANSPORT_LINE_SURFACE_CODE,TRANSPORT_LINE_DIVIDED_CODE,TOTAL_NUMBER_OF_LANES,DISASTER_ROUTE_IND,TRUCK_ROUTE_IND,FROM_TRAFFIC_IMPACTOR_CODE,TO_TRAFFIC_IMPACTOR_CODE,TRANSPORT_LINE_SURFACE_CODE_DESCRIPTION,TRANSPORT_LINE_TYPE_CODE_DESCRIPTION,TRANSPORT_LINE_TYPE_CODE_ROAD_CLASS
0,0.0,6.0,RA1,P,N,2,N,Y,L,,paved,Road arterial major,arterial
1,0.0,6.0,RA1,P,N,2,N,Y,L,,paved,Road arterial major,arterial
2,0.0,6.0,RA1,P,N,2,N,Y,,L,paved,Road arterial major,arterial
3,0.0,6.0,RA1,P,N,2,N,Y,,L,paved,Road arterial major,arterial
4,0.0,6.0,RA1,P,N,2,N,Y,,L,paved,Road arterial major,arterial
5,0.0,6.0,RA1,P,N,2,N,Y,,L,paved,Road arterial major,arterial
6,0.0,1.0,RRC,P,N,2,N,N,,S,paved,Road recreation demographic,recreation
7,0.0,1.0,RRC,P,N,2,N,N,,S,paved,Road recreation demographic,recreation
8,0.0,1.0,RRC,P,N,2,N,N,,S,paved,Road recreation demographic,recreation
9,0.0,1.0,RRC,P,N,2,N,N,,S,paved,Road recreation demographic,recreation
10,0.0,6.0,RH1,P,H,2,N,Y,,,paved,Road highway major,highway
11,0.0,6.0,RH1,P,H,2,N,Y,,,paved,Road highway major,highway
12,0.0,6.0,RH1,P,H,2,N,Y,,,paved,Road highway major,highway
13,0.0,6.0,RH1,P,H,2,N,Y,,,paved,Road highway major,highway
14,0.0,6.0,RH1,P,H,2,N,Y,,,paved,Road highway major,highway
15,0.0,6.0,RH1,P,H,2,N,Y,,,paved,Road highway major,highway
16,0.0,6.0,RH1,P,H,2,N,Y,,,paved,Road highway major,highway
17,0.0,6.0,RH1,P,H,2,N,Y,,,paved,Road highway major,highway
18,0.0,6.0,RH1,P,H,2,N,Y,,,paved,Road highway major,highway
19,0.0,6.0,RH1,P,H,2,N,Y,,,paved,Road highway major,highway
20,0.0,6.0,RH1,P,H,2,N,Y,,,paved,Road highway major,highway
21,0.0,6.0,RH1,P,H,2,N,Y,,,paved,Road highway major,highway
22,0.0,6.0,RH1,P,H,2,N,Y,,,paved,Road highway major,highway
23,0.0,6.0,RH1,P,H,2,N,Y,,,paved,Road highway major,highway
24,0.0,6.0,RH1,P,H,2,N,Y,,,paved,Road highway major,highway
25,0.0,6.0,RH1,P,H,2,N,Y,,,paved,Road highway major,highway
26,0.0,6.0,RH1,P,H,2,N,Y,,,paved,Road highway major,highway
27,0.0,6.0,RH1,P,H,2,N,Y,,,paved,Road highway major,highway
28,0.0,6.0,RH1,P,H,2,N,Y,,,paved,Road highway major,highway
29,0.0,6.0,RH1,P,H,2,N,Y,,,paved,Road highway major,highway
30,0.0,6.0,RH1,P,H,2,N,Y,,,paved,Road highway major,highway
31,0.0,6.0,RH1,P,H,2,N,Y,,,paved,Road highway major,highway
32,0.0,6.0,RH1,P,H,2,N,Y,,,paved,Road highway major,highway
33,0.0,6.0,RH1,P,H,2,N,Y,,,paved,Road highway major,highway
34,0.0,6.0,RH1,P,H,2,N,Y,,,paved,Road highway major,highway
35,0.0,6.0,RH1,P,H,2,N,Y,,,paved,Road highway major,highway
36,0.0,6.0,RH1,P,H,2,N,Y,,,paved,Road highway major,highway
37,0.0,6.0,RH1,P,H,2,N,Y,,,paved,Road highway major,highway
38,0.0,6.0,RH1,P,H,2,N,Y,,,paved,Road highway major,highway
39,0.0,6.0,RH1,P,H,2,N,Y,,,paved,Road highway major,highway
40,0.0,6.0,RH1,P,H,2,N,Y,,,paved,Road highway major,highway
41,0.0,6.0,RH1,P,H,2,N,Y,,,paved,Road highway major,highway
42,0.0,6.0,RH1,P,H,2,N,Y,,,paved,Road highway major,highway
43,0.0,6.0,RH1,P,H,2,N,Y,,,paved,Road highway major,highway
44,0.0,6.0,RH1,P,H,2,N,Y,,,paved,Road highway major,highway
45,0.0,6.0,RH1,P,H,2,N,Y,,,paved,Road highway major,highway
46,0.0,6.0,RH1,P,H,2,N,Y,,,paved,Road highway major,highway
47,0.0,6.0,RH1,P,H,2,N,Y,,,paved,Road highway major,highway
48,0.0,6.0,RH1,P,H,2,N,Y,,,paved,Road highway major,highway
49,0.0,6.0,RH1,P,H,2,N,Y,,,paved,Road highway major,highway
50,0.0,6.0,RH1,P,H,2,N,Y,,,paved,Road highway major,highway
51,0.0,6.0,RH1,P,H,2,N,Y,,,paved,Road highway major,highway
52,0.0,6.0,RH1,P,H,2,N,Y,,,paved,Road highway major,highway
53,0.0,6.0,RH1,P,H,2,N,Y,,,paved,Road highway major,highway
54,0.0,6.0,RH1,P,H,2,N,Y,,,paved,Road highway major,highway
55,0.0,6.0,RH1,P,H,2,N,Y,,,paved,Road highway major,highway
56,0.0,6.0,RH1,P,H,2,N,Y,,,paved,Road highway major,highway
57,0.0,6.0,RH1,P,H,2,N,Y,,,paved,Road highway major,highway
58,0.0,6.0,RH1,P,H,2,N,Y,,,paved,Road highway major,highway
59,0.0,6.0,RH1,P,H,2,N,Y,,,paved,Road highway major,highway
60,0.0,6.0,RH1,P,H,2,N,Y,,,paved,Road highway major,highway
61,0.0,6.0,RH1,P,H,2,N,Y,,,paved,Road highway major,highway
62,0.0,6.0,RH1,P,H,2,N,Y,,,paved,Road highway major,highway
63,0.0,6.0,RH1,P,H,2,N,Y,,,paved,Road highway major,highway
64,0.0,6.0,RH1,P,H,2,N,Y,,,paved,Road highway major,highway
65,0.0,6.0,RH1,P,H,2,N,Y,,,paved,Road highway major,highway
66,0.0,6.0,RH1,P,H,2,N,Y,,,paved,Road highway major,highway
67,0.0,6.0,RH1,P,H,2,N,Y,,,paved,Road highway major,highway
68,0.0,6.0,RH1,P,H,2,N,Y,,,paved,Road highway major,highway
69,0.0,6.0,RH1,P,H,2,N,Y,,,paved,Road highway major,highway
70,0.0,6.0,RH1,P,H,2,N,Y,,,paved,Road highway major,highway
71,0.0,6.0,RH1,P,H,2,N,Y,,,paved,Road highway major,highway
72,0.0,6.0,RH1,P,H,2,N,Y,,,paved,Road highway major,highway
73,0.0,6.0,RH1,P,H,2,N,Y,,,paved,Road highway major,highway
74,0.0,6.0,RH1,P,H,2,N,Y,,,paved,Road highway major,highway
75,0.0,6.0,RH1,P,H,2,N,Y,,,paved,Road highway major,highway
76,0.0,6.0,RH1,P,H,2,N,Y,,,paved,Road highway major,highway
77,0.0,6.0,RH1,P,H,2,N,Y,,,paved,Road highway major,highway
78,0.0,6.0,RH1,P,H,2,N,Y,,,paved,Road highway major,highway
79,0.0,6.0,RH1,P,H,2,N,Y,,,paved,Road highway major,highway
80,0.0,6.0,RH1,P,H,2,N,Y,,,paved,Road highway major,highway
81,0.0,6.0,RH1,P,H,2,N,Y,,,paved,Road highway major,highway
82,0.0,6.0,RH1,P,H,2,N,Y,,,paved,Road highway major,highway
83,0.0,6.0,RH1,P,H,2,N,Y,,,paved,Road highway major,highway
84,0.0,6.0,RH1,P,H,2,N,Y,,,paved,Road highway major,highway
85,0.0,6.0,RH1,P,H,2,N,Y,,,paved,Road highway major,highway
86,0.0,6.0,RH1,P,H,2,N,Y,,,paved,Road highway major,highway
87,0.0,6.0,RH1,P,H,2,N,Y,,,paved,Road highway major,highway
88,0.0,6.0,RH1,P,H,2,N,Y,,,paved,Road highway major,highway
89,0.0,6.0,RH1,P,H,2,N,Y,,,paved,Road highway major,highway
90,0.0,6.0,RH1,P,H,2,N,Y,,,paved,Road highway major,highway
91,0.0,6.0,RH1,P,H,2,N,Y,,,paved,Road highway major,highway
92,0.0,6.0,RH1,P,H,2,N,Y,,,paved,Road highway major,highway
93,0.0,6.0,RH1,P,H,2,N,Y,,,paved,Road highway major,highway
94,0.0,6.0,RH1,P,H,2,N,Y,,,paved,Road highway major,highway
95,0.0,6.0,RH1,P,H,2,N,Y,,,paved,Road highway major,highway
96,0.0,6.0,RH1,P,H,2,N,Y,,,paved,Road highway major,highway
97,0.0,6.0,RH1,P,H,2,N,Y,,,paved,Road highway major,highway
98,0.0,6.0,RH1,P,H,2,N,Y,,,paved,Road highway major,highway
99,0.0,6.0,RH1,P,H,2,N,Y,,,paved,Road highway major,highway
100,0.0,6.0,RH1,P,H,2,N,Y,,,paved,Road highway major,highway
101,0.0,6.0,RH1,P,H,2,N,Y,,,paved,Road highway major,highway
102,0.0,6.0,RH1,P,H,2,N,Y,,,paved,Road highway major,highway
103,0.0,6.0,RH1,P,H,2,N,Y,,,paved,Road highway major,highway
104,0.0,6.0,RH1,P,H,2,N,Y,,,paved,Road highway major,highway
105,0.0,3.0,RC2,P,N,2,N,N,S,,paved,Road collector minor,collector
106,0.0,3.0,RC2,P,N,2,N,N,S,,paved,Road collector minor,collector
107,0.0,3.0,RC2,P,N,2,N,N,S,,paved,Road collector minor,collector
108,0.0,3.0,RC2,P,N,2,N,N,S,,paved,Road collector minor,collector
109,0.0,3.0,RC2,P,N,2,N,N,S,,paved,Road collector minor,collector
110,0.0,3.0,RC2,P,N,2,N,N,S,,paved,Road collector minor,collector
111,0.0,3.0,RC2,P,N,2,N,N,S,,paved,Road collector minor,collector
112,0.0,3.0,RC2,P,N,2,N,N,S,,paved,Road collector minor,collector
113,0.0,3.0,RC2,P,N,2,N,N,S,,paved,Road collector minor,collector
114,0.0,3.0,RC2,P,N,2,N,N,S,,paved,Road collector minor,collector
115,0.0,3.0,RC2,P,N,2,N,N,S,,paved,Road collector minor,collector
116,0.0,3.0,RC2,P,N,2,N,N,S,,paved,Road collector minor,collector
117,0.0,3.0,RC2,P,N,2,N,N,S,,paved,Road collector minor,collector
118,0.0,3.0,RC2,P,N,2,N,N,S,,paved,Road collector minor,collector
119,0.0,3.0,RC2,P,N,2,N,N,S,,paved,Road collector minor,collector
120,0.0,3.0,RC2,P,N,2,N,N,S,,paved,Road collector minor,collector
121,0.0,3.0,RC2,P,N,2,N,N,S,,paved,Road collector minor,collector
122,0.0,3.0,RC2,P,N,2,N,N,S,,paved,Road collector minor,collector
123,0.0,3.0,RC2,P,N,2,N,N,S,,paved,Road collector minor,collector
124,0.0,3.0,RC2,P,N,2,N,N,S,,paved,Road collector minor,collector
125,0.0,3.0,RC2,P,N,2,N,N,S,,paved,Road collector minor,collector
126,0.0,3.0,RC2,P,N,2,N,N,S,,paved,Road collector minor,collector
127,0.0,3.0,RC2,P,N,2,N,N,S,,paved,Road collector minor,collector
128,0.0,3.0,RC2,P,N,2,N,N,S,,paved,Road collector minor,collector
129,0.0,3.0,RC2,P,N,2,N,N,S,,paved,Road collector minor,collector
130,0.0,3.0,RC2,P,N,2,N,N,S,,paved,Road collector minor,collector
131,0.0,3.0,RC2,P,N,2,N,N,S,,paved,Road collector minor,collector
132,0.0,3.0,RC2,P,N,2,N,N,S,,paved,Road collector minor,collector
133,0.0,3.0,RC2,P,N,2,N,N,S,,paved,Road collector minor,collector
134,0.0,3.0,RC2,P,N,2,N,N,S,,paved,Road collector minor,collector
135,0.0,3.0,RC2,P,N,2,N,N,S,,paved,Road collector minor,collector
136,0.0,3.0,RC2,P,N,2,N,N,S,,paved,Road collector minor,collector
137,0.0,3.0,RC2,P,N,2,N,N,S,,paved,Road collector minor,collector
138,0.0,3.0,RC2,P,N,2,N,N,S,,paved,Road collector minor,collector
139,0.0,3.0,RC2,P,N,2,N,N,S,,paved,Road collector minor,collector
140,0.0,3.0,RC2,P,N,2,N,N,S,,paved,Road collector minor,collector
141,0.0,3.0,RC2,P,N,2,N,N,S,,paved,Road collector minor,collector
142,0.0,3.0,RC2,P,N,2,N,N,S,,paved,Road collector minor,collector
143,0.0,3.0,RC2,P,N,2,N,N,S,,paved,Road collector minor,collector
144,0.0,3.0,RC2,P,N,2,N,N,S,,paved,Road collector minor,collector
145,0.0,3.0,RC2,P,N,2,N,N,S,,paved,Road collector minor,collector
146,0.0,3.0,RC2,P,N,2,N,N,S,,paved,Road collector minor,collector
147,0.0,3.0,RC2,P,N,2,N,N,S,,paved,Road collector minor,collector
148,0.0,3.0,RC2,P,N,2,N,N,S,,paved,Road collector minor,collector
149,0.0,3.0,RC2,P,N,2,N,N,S,,paved,Road collector minor,collector
150,0.0,3.0,RC2,P,N,2,N,N,S,,paved,Road collector minor,collector
151,0.0,3.0,RC2,P,N,2,N,N,S,,paved,Road collector minor,collector
152,0.0,3.0,RC2,P,N,2,N,N,S,,paved,Road collector minor,collector
153,0.0,3.0,RC2,P,N,2,N,N,S,,paved,Road collector minor,collector
154,0.0,3.0,RC2,P,N,2,N,N,S,,paved,Road collector minor,collector
155,0.0,3.0,RC2,P,N,2,N,N,S,,paved,Road collector minor,collector
156,0.0,3.0,RC2,P,N,2,N,N,S,,paved,Road collector minor,collector
157,0.0,3.0,RC2,P,N,2,N,N,S,,paved,Road collector minor,collector
158,0.0,3.0,RC2,P,N,2,N,N,S,,paved,Road collector minor,collector
159,0.0,3.0,RC2,P,N,2,N,N,S,,paved,Road collector minor,collector
160,0.0,3.0,RC2,P,N,2,N,N,S,,paved,Road collector minor,collector
161,0.0,3.0,RC2,P,N,2,N,N,S,,paved,Road collector minor,collector
162,0.0,3.0,RC2,P,N,2,N,N,S,,paved,Road collector minor,collector
163,0.0,3.0,RC2,P,N,2,N,N,S,,paved,Road collector minor,collector
164,0.0,3.0,RC2,P,N,2,N,N,S,,paved,Road collector minor,collector
165,0.0,3.0,RC2,P,N,2,N,N,S,,paved,Road collector minor,collector
166,0.0,3.0,RC2,P,N,2,N,N,S,,paved,Road collector minor,collector
167,0.0,3.0,RC2,P,N,2,N,N,S,,paved,Road collector minor,collector
168,0.0,3.0,RC2,P,N,2,N,N,S,,paved,Road collector minor,collector
169,0.0,3.0,RC2,P,N,2,N,N,S,,paved,Road collector minor,collector
170,0.0,3.0,RC2,P,N,2,N,N,S,,paved,Road collector minor,collector
171,0.0,3.0,RC2,P,N,2,N,N,S,,paved,Road collector minor,collector
172,0.0,3.0,RC2,P,N,2,N,N,S,,paved,Road collector minor,collector
173,0.0,3.0,RC2,P,N,2,N,N,S,,paved,Road collector minor,collector
174,0.0,3.0,RC2,P,N,2,N,N,S,,paved,Road collector minor,collector
175,0.0,3.0,RC2,P,N,2,N,N,S,,paved,Road collector minor,collector
176,0.0,3.0,RC2,P,N,2,N,N,S,,paved,Road collector minor,collector
177,0.0,3.0,RC2,P,N,2,N,N,S,,paved,Road collector minor,collector
178,0.0,3.0,RC2,P,N,2,N,N,S,,paved,Road collector minor,collector
179,0.0,3.0,RC2,P,N,2,N,N,S,,paved,Road collector minor,collector
180,0.0,3.0,RC2,P,N,2,N,N,S,,paved,Road collector minor,collector
181,0.0,3.0,RC2,P,N,2,N,N,S,,paved,Road collector minor,collector
182,0.0,3.0,RC2,P,N,2,N,N,S,,paved,Road collector minor,collector
183,0.0,3.0,RC2,P,N,2,N,N,S,,paved,Road collector minor,collector
184,0.0,3.0,RC2,P,N,2,N,N,S,,paved,Road collector minor,collector
185,0.0,2.0,RLO,P,N,2,N,N,,,paved,Road local,local
186,0.0,2.0,RLO,P,N,2,N,N,,,paved,Road local,local
187,0.0,2.0,RLO,P,N,2,N,N,,,paved,Road local,local
188,0.0,2.0,RLO,P,N,2,N,N,,,paved,Road local,local
189,0.0,2.0,RLO,P,N,2,N,N,,,paved,Road local,local
190,0.0,2.0,RLO,P,N,2,N,N,,,paved,Road local,local
191,0.0,2.0,RLO,P,N,2,N,N,,,paved,Road local,local
192,0.0,2.0,RLO,P,N,2,N,N,,,paved,Road local,local
193,0.0,2.0,RLO,P,N,2,N,N,,,paved,Road local,local
194,0.0,2.0,RLO,P,N,2,N,N,,,paved,Road local,local
195,0.0,2.0,RLO,P,N,2,N,N,,,paved,Road local,local
196,0.0,2.0,RLO,P,N,2,N,N,,,paved,Road local,local
197,0.0,2.0,RLO,P,N,2,N,N,,,paved,Road local,local
198,0.0,2.0,RLO,P,N,2,N,N,,,paved,Road local,local
199,0.0,2.0,RLO,P,N,2,N,N,,,paved,Road local,local
200,0.0,2.0,RLO,P,N,2,N,N,,,paved,Road local,local
201,0.0,2.0,RLO,P,N,2,N,N,,,paved,Road local,local
202,0.0,2.0,RLO,P,N,2,N,N,,,paved,Road local,local
203,0.0,2.0,RLO,P,N,2,N,N,,,paved,Road local,local
204,0.0,2.0,RLO,P,N,2,N,N,,,paved,Road local,local
205,0.0,2.0,RLO,P,N,2,N,N,,,paved,Road local,local
206,0.0,2.0,RLO,P,N,2,N,N,,,paved,Road local,local
207,0.0,2.0,RLO,P,N,2,N,N,,,paved,Road local,local
208,0.0,2.0,RLO,P,N,2,N,N,,,paved,Road local,local
209,0.0,2.0,RLO,P,N,2,N,N,,,paved,Road local,local
210,0.0,2.0,RLO,P,N,2,N,N,,,paved,Road local,local
211,0.0,2.0,RLO,P,N,2,N,N,,,paved,Road local,local
212,0.0,2.0,RLO,P,N,2,N,N,,,paved,Road local,local
213,0.0,2.0,RLO,P,N,2,N,N,,,paved,Road local,local
214,0.0,2.0,RLO,P,N,2,N,N,,,paved,Road local,local
215,0.0,2.0,RLO,P,N,2,N,N,,,paved,Road local,local
216,0.0,2.0,RLO,P,N,2,N,N,,,paved,Road local,local
217,0.0,2.0,RLO,P,N,2,N,N,,,paved,Road local,local
218,0.0,2.0,RLO,P,N,2,N,N,,,paved,Road local,local
219,0.0,2.0,RLO,P,N,2,N,N,,,paved,Road local,local
220,0.0,2.0,RLO,P,N,2,N,N,,,paved,Road local,local
221,0.0,2.0,RLO,P,N,2,N,N,,,paved,Road local,local
222,0.0,2.0,RLO,P,N,2,N,N,,,paved,Road local,local
223,0.0,2.0,RLO,P,N,2,N,N,,,paved,Road local,local
224,0.0,2.0,RLO,P,N,2,N,N,,,paved,Road local,local
225,0.0,2.0,RLO,P,N,2,N,N,,,paved,Road local,local
226,0.0,2.0,RLO,P,N,2,N,N,,,paved,Road local,local
227,0.0,2.0,RLO,P,N,2,N,N,,,paved,Road local,local
228,0.0,2.0,RLO,P,N,2,N,N,,,paved,Road local,local
229,0.0,2.0,RLO,P,N,2,N,N,,,paved,Road local,local
230,0.0,2.0,RLO,P,N,2,N,N,,,paved,Road local,local
231,0.0,2.0,RLO,P,N,2,N,N,,,paved,Road local,local
232,0.0,2.0,RLO,P,N,2,N,N,,,paved,Road local,local
233,0.0,2.0,RLO,P,N,2,N,N,S,C,paved,Road local,local
234,0.0,2.0,RLO,P,N,2,N,N,S,C,paved,Road local,local
235,0.0,2.0,RLO,P,N,2,N,N,S,C,paved,Road local,local
236,0.0,2.0,RLO,P,N,2,N,N,S,C,paved,Road local,local
237,0.0,2.0,RLO,P,N,2,N,N,S,C,paved,Road local,local
238,0.0,2.0,RLO,P,N,2,N,N,,,paved,Road local,local
239,0.0,2.0,RLO,P,N,2,N,N,,,paved,Road local,local
240,0.0,2.0,RLO,P,N,2,N,N,,,paved,Road local,local
241,0.0,2.0,RLO,P,N,2,N,N,,,paved,Road local,local
242,0.0,2.0,RLO,P,N,2,N,N,,,paved,Road local,local
243,0.0,2.0,RLO,P,N,2,N,N,,,paved,Road local,local
244,0.0,2.0,RLO,P,N,2,N,N,,,paved,Road local,local
245,0.0,2.0,RLO,P,N,2,N,N,,,paved,Road local,local
246,0.0,2.0,RLO,P,N,2,N,N,,,paved,Road local,local
247,0.0,2.0,RST,P,N,2,N,N,,,paved,Road strata,strata
248,0.0,2.0,RST,P,N,2,N,N,,,paved,Road strata,strata
249,0.0,2.0,RST,P,N,2,N,N,,,paved,Road strata,strata
250,0.0,2.0,RST,P,N,2,N,N,,,paved,Road strata,strata
251,0.0,2.0,RST,P,N,2,N,N,,,paved,Road strata,strata
252,0.0,2.0,RST,P,N,2,N,N,,,paved,Road strata,strata
253,0.0,2.0,RLO,P,N,2,N,N,,S,paved,Road local,local
254,0.0,2.0,RLO,P,N,2,N,N,,S,paved,Road local,local
255,0.0,2.0,RLO,P,N,2,N,N,,S,paved,Road local,local
256,0.0,2.0,RLO,P,N,2,N,N,,S,paved,Road local,local
257,0.0,2.0,RLO,P,N,2,N,N,,S,paved,Road local,local
258,0.0,2.0,RLO,P,N,2,N,N,,S,paved,Road local,local
259,0.0,2.0,RLO,P,N,2,N,N,,S,paved,Road local,local
260,0.0,2.0,RLO,P,N,2,N,N,,S,paved,Road local,local
261,0.0,2.0,RLO,P,N,2,N,N,,S,paved,Road local,local
262,0.0,2.0,RLO,P,N,2,N,N,,S,paved,Road local,local
263,0.0,2.0,RLO,P,N,2,N,N,,S,paved,Road local,local
264,0.0,2.0,RLO,P,N,2,N,N,,S,paved,Road local,local
265,0.0,2.0,RLO,P,N,2,N,N,,S,paved,Road local,local
266,0.0,2.0,RLO,P,N,2,N,N,,S,paved,Road local,local
267,0.0,2.0,RLO,P,N,2,N,N,,S,paved,Road local,local
268,0.0,2.0,RLO,P,N,2,N,N,,S,paved,Road local,local
269,0.0,2.0,RLO,P,N,2,N,N,,S,paved,Road local,local
270,0.0,2.0,RLO,P,N,2,N,N,,S,paved,Road local,local
271,0.0,2.0,RLO,P,N,2,N,N,,S,paved,Road local,local
272,0.0,2.0,RLO,P,N,2,N,N,,S,paved,Road local,local
273,0.0,2.0,RLO,P,N,2,N,N,,S,paved,Road local,local
274,0.0,2.0,RLO,P,N,2,N,N,,S,paved,Road local,local
275,0.0,2.0,RST,P,N,2,N,N,,,paved,Road strata,strata
276,0.0,2.0,RST,P,N,2,N,N,,,paved,Road strata,strata
277,0.0,2.0,RST,P,N,2,N,N,,,paved,Road strata,strata
278,0.0,3.0,RC2,P,N,2,N,N,,,paved,Road collector minor,collector
279,0.0,3.0,RC2,P,N,2,N,N,,,paved,Road collector minor,collector
280,0.0,3.0,RC2,P,N,2,N,N,,,paved,Road collector minor,collector
281,0.0,3.0,RC2,P,N,2,N,N,,,paved,Road collector minor,collector
282,0.0,3.0,RC2,P,N,2,N,N,,,paved,Road collector minor,collector
283,0.0,3.0,RC2,P,N,2,N,N,,,paved,Road collector minor,collector
284,0.0,2.0,RST,P,N,2,N,N,,,paved,Road strata,strata
285,0.0,2.0,RST,P,N,2,N,N,,,paved,Road strata,strata
286,0.0,2.0,RST,P,N,2,N,N,,,paved,Road strata,strata
287,0.0,2.0,RST,P,N,2,N,N,,,paved,Road strata,strata
288,0.0,2.0,RST,P,N,2,N,N,,,paved,Road strata,strata
289,0.0,2.0,RST,P,N,2,N,N,,,paved,Road strata,strata
290,0.0,2.0,RST,P,N,2,N,N,,,paved,Road strata,strata
291,0.0,2.0,RST,P,N,2,N,N,,,paved,Road strata,strata
292,0.0,2.0,RST,P,N,2,N,N,,,paved,Road strata,strata
293,0.0,2.0,RST,P,N,2,N,N,,,paved,Road strata,strata
294,0.0,2.0,RST,P,N,2,N,N,,,paved,Road strata,strata
295,0.0,2.0,RST,P,N,2,N,N,,,paved,Road strata,strata
296,0.0,2.0,RST,P,N,2,N,N,,,paved,Road strata,strata
297,0.0,2.0,RST,P,N,2,N,N,,,paved,Road strata,strata
298,0.0,2.0,RST,P,N,2,N,N,,,paved,Road strata,strata
299,0.0,2.0,RST,P,N,2,N,N,,,paved,Road strata,strata
300,0.0,2.0,RST,P,N,2,N,N,,,paved,Road strata,strata
301,0.0,2.0,RST,P,N,2,N,N,,,paved,Road strata,strata
302,0.0,2.0,RST,P,N,2,N,N,,,paved,Road strata,strata
303,0.0,2.0,RST,P,N,2,N,N,,,paved,Road strata,strata
304,0.0,2.0,RST,P,N,2,N,N,,,paved,Road strata,strata
305,0.0,2.0,RST,P,N,2,N,N,,,paved,Road strata,strata
306,0.0,2.0,RST,P,N,2,N,N,,,paved,Road strata,strata
307,0.0,2.0,RST,P,N,2,N,N,,,paved,Road strata,strata
308,0.0,2.0,RST,P,N,2,N,N,,,paved,Road strata,strata
309,0.0,3.0,RC2,P,N,2,N,N,,,paved,Road collector minor,collector
310,0.0,3.0,RC2,P,N,2,N,N,,,paved,Road collector minor,collector
311,0.0,3.0,RC2,P,N,2,N,N,,,paved,Road collector minor,collector
312,0.0,3.0,RC2,P,N,2,N,N,,,paved,Road collector minor,collector
313,0.0,3.0,RC2,P,N,2,N,N,,,paved,Road collector minor,collector
314,0.0,3.0,RC2,P,N,2,N,N,,,paved,Road collector minor,collector
315,0.0,3.0,RC2,P,N,2,N,N,,,paved,Road collector minor,collector
316,0.0,3.0,RC2,P,N,2,N,N,,,paved,Road collector minor,collector
317,0.0,3.0,RC2,P,N,2,N,N,,,paved,Road collector minor,collector
318,0.0,3.0,RC2,P,N,2,N,N,,,paved,Road collector minor,collector
319,0.0,3.0,RC2,P,N,2,N,N,,,paved,Road collector minor,collector
320,0.0,3.0,RC2,P,N,2,N,N,,,paved,Road collector minor,collector
321,0.0,3.0,RC2,P,N,2,N,N,,,paved,Road collector minor,collector
322,0.0,3.0,RC2,P,N,2,N,N,,,paved,Road collector minor,collector
323,0.0,3.0,RC2,P,N,2,N,N,,,paved,Road collector minor,collector
324,0.0,3.0,RC2,P,N,2,N,N,,,paved,Road collector minor,collector
325,0.0,3.0,RC2,P,N,2,N,N,,,paved,Road collector minor,collector
326,0.0,6.0,RA1,P,N,2,N,Y,,,paved,Road arterial major,arterial
327,0.0,6.0,RA1,P,N,2,N,Y,,,paved,Road arterial major,arterial
328,0.0,6.0,RA1,P,N,2,N,Y,,,paved,Road arterial major,arterial
329,0.0,6.0,RA1,P,N,2,N,Y,,,paved,Road arterial major,arterial
330,0.0,6.0,RA1,P,N,2,N,Y,,,paved,Road arterial major,arterial
331,0.0,6.0,RA1,P,N,2,N,Y,,,paved,Road arterial major,arterial
332,0.0,2.0,RST,P,N,2,N,N,,,paved,Road strata,strata
333,0.0,2.0,RST,P,N,2,N,N,,,paved,Road strata,strata
334,0.0,2.0,RST,P,N,2,N,N,,,paved,Road strata,strata
335,0.0,2.0,RST,P,N,2,N,N,,,paved,Road strata,strata
336,0.0,6.0,RA1,P,N,2,N,Y,,,paved,Road arterial major,arterial
337,0.0,6.0,RA1,P,N,2,N,Y,,,paved,Road arterial major,arterial
338,0.0,6.0,RA1,P,N,2,N,Y,,,paved,Road arterial major,arterial
339,0.0,6.0,RA1,P,N,2,N,Y,,,paved,Road arterial major,arterial
340,0.0,6.0,RA1,P,N,2,N,Y,,,paved,Road arterial major,arterial
341,0.0,6.0,RA1,P,N,2,N,Y,,,paved,Road arterial major,arterial
342,0.0,6.0,RA1,P,N,2,N,Y,,,paved,Road arterial major,arterial
343,0.0,6.0,RA1,P,N,2,N,Y,,,paved,Road arterial major,arterial
344,0.0,6.0,RA1,P,N,2,N,Y,,,paved,Road arterial major,arterial
345,0.0,6.0,RA1,P,N,2,N,Y,,,paved,Road arterial major,arterial
346,0.0,2.0,RLO,P,N,2,N,N,,,paved,Road local,local
347,0.0,2.0,RLO,P,N,2,N,N,,,paved,Road local,local
348,0.0,2.0,RLO,P,N,2,N,N,,,paved,Road local,local
349,0.0,2.0,RLO,P,N,2,N,N,,,paved,Road local,local
350,0.0,2.0,RLO,P,N,2,N,N,,,paved,Road local,local
351,0.0,2.0,RLO,P,N,2,N,N,,,paved,Road local,local
352,0.0,2.0,RLO,P,N,2,N,N,,,paved,Road local,local
353,0.0,2.0,RLO,P,N,2,N,N,,,paved,Road local,local
354,0.0,2.0,RLO,P,N,2,N,N,,,paved,Road local,local
355,0.0,2.0,RLO,P,N,2,N,N,,,paved,Road local,local
356,0.0,2.0,RLO,P,N,2,N,N,,,paved,Road local,local
357,0.0,2.0,RLO,P,N,2,N,N,,,paved,Road local,local
358,0.0,2.0,RLO,P,N,2,N,N,,,paved,Road local,local
359,0.0,2.0,RLO,P,N,2,N,N,,,paved,Road local,local
