bid,0.2,0.05,0.01,0.005,0.002,0.0,ead
6373000,,0.0,0.0,0.0,0.0,,0.0
6373001,,0.0,0.0,0.0,0.0,,0.0
6373002,,0.0,0.0,0.0,0.0,,0.0
6374001,,0.0,0.0,0.0,0.0,,0.0
6375000,,0.0,0.0,0.0,0.0,,0.0
6376000,,0.0,0.0,0.0,0.0,,0.0
6378000,,0.0,0.0,0.0,0.0,,0.0
6379000,,0.0,0.0,0.0,0.0,,0.0
6379001,,0.0,0.0,0.0,0.0,,0.0
6379002,,0.0,0.0,0.0,0.0,,0.0
6380000,,0.0,0.0,0.0,0.0,,0.0
6383001,,0.0,0.0,0.0,0.0,,0.0
6384000,,0.0,0.0,0.0,0.0,,0.0
6385000,,0.0,0.0,0.0,0.0,,0.0
6386000,,0.0,0.0,0.0,0.0,,0.0
6387001,,0.0,0.0,0.0,0.0,,0.0
6388000,,0.0,0.0,0.0,0.0,,0.0
6388001,,0.0,0.0,0.0,0.0,,0.0
6388002,,0.0,0.0,0.0,0.0,,0.0
6389000,,0.0,0.0,0.0,0.0,,0.0
6390001,,0.0,0.0,0.0,0.0,,0.0
6391000,,0.0,0.0,0.0,0.0,,0.0
6392000,,0.0,0.0,0.0,0.0,,0.0
6395000,,0.0,0.0,0.0,0.0,,0.0
6396000,,0.0,0.0,0.0,0.0,,0.0
6397000,,0.0,0.0,0.0,0.0,,0.0
6398000,,0.0,0.0,0.0,0.0,,0.0
6399000,,0.0,0.0,0.0,0.0,,0.0
6400001,,0.0,0.0,0.0,0.0,,0.0
6401000,,0.0,0.0,0.0,0.0,,0.0
6402000,,0.0,0.0,0.0,0.0,,0.0
6403000,,0.0,0.0,0.0,0.0,,0.0
6404000,,0.0,0.0,0.0,0.0,,0.0
6406000,,0.0,0.0,0.0,0.0,,0.0
6407000,,0.0,0.0,0.0,0.0,,0.0
6409000,,0.0,0.0,0.0,0.0,,0.0
6410000,,0.0,0.0,0.0,0.0,,0.0
6411000,,0.0,0.0,0.0,0.0,,0.0
6412001,,0.0,0.0,0.0,0.0,,0.0
6412002,,0.0,0.0,0.0,0.0,,0.0
6413001,,0.0,0.0,0.0,0.0,,0.0
6414000,,0.0,0.0,0.0,0.0,,0.0
6415001,,0.0,0.0,0.0,0.0,,0.0
6418000,,0.0,0.0,0.0,0.0,,0.0
6418001,,0.0,0.0,0.0,0.0,,0.0
6419001,,0.0,0.0,0.0,0.0,,0.0
6421001,,0.0,0.0,0.0,0.0,,0.0
6422000,,0.0,0.0,0.0,0.0,,0.0
6422001,,0.0,0.0,0.0,0.0,,0.0
6423000,,0.0,0.0,0.0,0.0,,0.0
6423001,,0.0,0.0,0.0,0.0,,0.0
6424000,,0.0,0.0,0.0,0.0,,0.0
6425000,,0.0,0.0,0.0,0.0,,0.0
6426000,,0.0,0.0,0.0,0.0,,0.0
6427000,,0.0,0.0,0.0,0.0,,0.0
6428001,,0.0,0.0,0.0,0.0,,0.0
6429000,,0.0,0.0,0.0,0.0,,0.0
6430000,,0.0,0.0,0.0,0.0,,0.0
6431000,,0.0,0.0,0.0,0.0,,0.0
6432000,,0.0,0.0,0.0,0.0,,0.0
6433000,,0.0,0.0,0.0,0.0,,0.0
6434000,,0.0,0.0,0.0,0.0,,0.0
6440000,,0.0,0.0,0.0,0.0,,0.0
6442000,,0.0,0.0,0.0,0.0,,0.0
6443000,,0.0,0.0,0.0,0.0,,0.0
6445000,,0.0,0.0,0.0,0.0,,0.0
6449001,,0.0,0.0,0.0,0.0,,0.0
6449002,,0.0,0.0,0.0,0.0,,0.0
6449003,,0.0,0.0,0.0,0.0,,0.0
6449004,,0.0,0.0,0.0,0.0,,0.0
6449005,,0.0,0.0,0.0,0.0,,0.0
6449006,,0.0,0.0,0.0,0.0,,0.0
6450000,0.0,0.0,0.0,0.0,0.16,0.267,0.001
6450001,,0.0,0.0,0.0,0.0,,0.0
6450002,,0.0,0.0,0.0,0.0,,0.0
6450003,,0.0,0.0,0.0,0.0,,0.0
6450004,,0.0,0.0,0.0,0.0,,0.0
6450005,,0.0,0.0,0.0,0.0,,0.0
6450006,,0.0,0.0,0.0,0.0,,0.0
6450007,,0.0,0.0,0.0,0.0,,0.0
6450009,,0.0,0.0,0.0,0.0,,0.0
6450010,0.0,0.0,0.0,0.0,0.16,0.267,0.001
6450011,0.0,0.0,0.0,0.0,0.16,0.267,0.001
6450012,0.0,0.0,0.0,0.0,0.16,0.267,0.001
6451000,0.0,0.0,0.0,0.0,0.16,0.267,0.001
6451001,0.0,0.0,0.0,0.0,0.16,0.267,0.001
6451002,,0.0,0.0,0.0,0.0,,0.0
6453000,,0.0,0.0,0.0,0.0,,0.0
6454001,,0.0,0.0,0.0,0.0,,0.0
6455000,,0.0,0.0,0.0,0.0,,0.0
6456000,,0.0,0.0,0.0,0.0,,0.0
6460000,,0.0,0.0,0.0,0.0,,0.0
6464000,,0.0,0.0,0.0,0.0,,0.0
6468000,,0.0,0.0,0.0,0.0,,0.0
6470001,,0.0,0.0,0.0,0.0,,0.0
6471000,,0.0,0.0,0.0,0.0,,0.0
6477001,,0.0,0.0,0.0,0.0,,0.0
6489000,,0.0,0.0,0.0,0.0,,0.0
6490000,,0.0,0.0,0.0,0.0,,0.0
6491000,,0.0,0.0,0.0,0.0,,0.0
6492000,,0.0,0.0,0.0,0.0,,0.0
6494000,,0.0,0.0,0.0,0.0,,0.0
6495000,,0.0,0.0,0.0,0.0,,0.0
6496000,,0.0,0.0,0.0,0.0,,0.0
6498000,,0.0,0.0,0.0,0.0,,0.0
6499001,,0.0,0.0,0.0,0.0,,0.0
6500000,,0.0,0.0,0.0,0.0,,0.0
6501000,,0.0,0.0,0.0,0.0,,0.0
6504000,,0.0,0.0,0.0,0.0,,0.0
6505000,,0.0,0.0,0.0,0.0,,0.0
6506001,0.0,0.0,0.21,0.21,0.21,0.21,0.006
6507000,,0.0,0.0,0.0,0.0,,0.0
6507001,0.0,0.0,0.21,0.21,0.21,0.21,0.006
6507002,,0.0,0.0,0.0,0.0,,0.0
6507003,,0.0,0.0,0.0,0.0,,0.0
6508000,,0.0,0.0,0.0,0.0,,0.0
6528000,,0.0,0.0,0.0,0.0,,0.0
6553000,,0.0,0.0,0.0,0.0,,0.0
6553001,,0.0,0.0,0.0,0.0,,0.0
6554001,,0.0,0.0,0.0,0.0,,0.0
6557001,,0.0,0.0,0.0,0.0,,0.0
6558000,,0.0,0.0,0.0,0.0,,0.0
6558001,0.0,0.0,0.16,0.16,0.16,0.16,0.005
6558002,0.0,0.0,0.16,0.16,0.16,0.16,0.005
6558003,,0.0,0.0,0.0,0.0,,0.0
6558004,,0.0,0.0,0.0,0.0,,0.0
6558005,,0.0,0.0,0.0,0.0,,0.0
6558006,,0.0,0.0,0.0,0.0,,0.0
6558007,,0.0,0.0,0.0,0.0,,0.0
6558008,0.0,0.0,0.0,0.0,0.16,0.267,0.001
6558009,,0.0,0.0,0.0,0.0,,0.0
6558010,0.0,0.0,0.0,0.0,0.16,0.267,0.001
6558011,0.0,0.0,0.0,0.0,0.16,0.267,0.001
6565000,,0.0,0.0,0.0,0.0,,0.0
6582000,,0.0,0.0,0.0,0.0,,0.0
6589000,,0.0,0.0,0.0,0.0,,0.0
6618000,,0.0,0.0,0.0,0.0,,0.0
6619000,,0.0,0.0,0.0,0.0,,0.0
6642001,,0.0,0.0,0.0,0.0,,0.0
6643001,,0.0,0.0,0.0,0.0,,0.0
6651000,,0.0,0.0,0.0,0.0,,0.0
6652001,,0.0,0.0,0.0,0.0,,0.0
6661000,,0.0,0.0,0.0,0.0,,0.0
6670000,,0.0,0.0,0.0,0.0,,0.0
6684001,,0.0,0.0,0.0,0.0,,0.0
6686000,,0.0,0.0,0.0,0.0,,0.0
6689000,,0.0,0.0,0.0,0.0,,0.0
6689001,,0.0,0.0,0.0,0.0,,0.0
6690000,,0.0,0.0,0.0,0.0,,0.0
6691000,,0.0,0.0,0.0,0.0,,0.0
6693000,,0.0,0.0,0.0,0.0,,0.0
6694001,,0.0,0.0,0.0,0.0,,0.0
6695001,,0.0,0.0,0.0,0.0,,0.0
6697001,,0.0,0.0,0.0,0.0,,0.0
6701000,,0.0,0.0,0.0,0.0,,0.0
6710000,,0.0,0.0,0.0,0.0,,0.0
6711001,,0.0,0.0,0.0,0.0,,0.0
6716001,,0.0,0.0,0.0,0.0,,0.0
6717000,,0.0,0.0,0.0,0.0,,0.0
6721001,,0.0,0.0,0.0,0.0,,0.0
6723000,,0.0,0.0,0.0,0.0,,0.0
6723001,,0.0,0.0,0.0,0.0,,0.0
6723002,,0.0,0.0,0.0,0.0,,0.0
6724000,,0.0,0.0,0.0,0.0,,0.0
6724001,,0.0,0.0,0.0,0.0,,0.0
6724002,,0.0,0.0,0.0,0.0,,0.0
6724003,,0.0,0.0,0.0,0.0,,0.0
6724004,,0.0,0.0,0.0,0.0,,0.0
6731000,,0.0,0.0,0.0,0.0,,0.0
6733000,,0.0,0.0,0.0,0.0,,0.0
6735000,,0.0,0.0,0.0,0.0,,0.0
6739000,,0.0,0.0,0.0,0.0,,0.0
6740001,,0.0,0.0,0.0,0.0,,0.0
6741000,,0.0,0.0,0.0,0.0,,0.0
6742000,,0.0,0.0,0.0,0.0,,0.0
6746000,,0.0,0.0,0.0,0.0,,0.0
6747000,,0.0,0.0,0.0,0.0,,0.0
6749000,,0.0,0.0,0.0,0.0,,0.0
6750000,,0.0,0.0,0.0,0.0,,0.0
6754000,,0.0,0.0,0.0,0.0,,0.0
6755001,,0.0,0.0,0.0,0.0,,0.0
6756000,,0.0,0.0,0.0,0.0,,0.0
6757001,,0.0,0.0,0.0,0.0,,0.0
6759000,,0.0,0.0,0.0,0.0,,0.0
6763000,,0.0,0.0,0.0,0.0,,0.0
6770000,,0.0,0.0,0.0,0.0,,0.0
6774000,,0.0,0.0,0.0,0.0,,0.0
6781000,,0.0,0.0,0.0,0.0,,0.0
6782000,,0.0,0.0,0.0,0.0,,0.0
6783000,,0.0,0.0,0.0,0.0,,0.0
6784000,,0.0,0.0,0.0,0.0,,0.0
6785000,,0.0,0.0,0.0,0.0,,0.0
6786000,,0.0,0.0,0.0,0.0,,0.0
6789000,,0.0,0.0,0.0,0.0,,0.0
6790000,,0.0,0.0,0.0,0.0,,0.0
6790001,,0.0,0.0,0.0,0.0,,0.0
6791000,,0.0,0.0,0.0,0.0,,0.0
6793000,,0.0,0.0,0.0,0.0,,0.0
6794000,,0.0,0.0,0.0,0.0,,0.0
6797001,,0.0,0.0,0.0,0.0,,0.0
6798000,,0.0,0.0,0.0,0.0,,0.0
6799001,,0.0,0.0,0.0,0.0,,0.0
6800000,,0.0,0.0,0.0,0.0,,0.0
6801000,,0.0,0.0,0.0,0.0,,0.0
6802000,,0.0,0.0,0.0,0.0,,0.0
6804000,,0.0,0.0,0.0,0.0,,0.0
6806000,,0.0,0.0,0.0,0.0,,0.0
6814000,,0.0,0.0,0.0,0.0,,0.0
6815000,,0.0,0.0,0.0,0.0,,0.0
6825001,,0.0,0.0,0.0,0.0,,0.0
6826000,,0.0,0.0,0.0,0.0,,0.0
6829000,,0.0,0.0,0.0,0.0,,0.0
6830001,,0.0,0.0,0.0,0.0,,0.0
6831000,,0.0,0.0,0.0,0.0,,0.0
6832001,,0.0,0.0,0.0,0.0,,0.0
6833000,,0.0,0.0,0.0,0.0,,0.0
6834000,,0.0,0.0,0.0,0.0,,0.0
6836000,,0.0,0.0,0.0,0.0,,0.0
6842000,,0.0,0.0,0.0,0.0,,0.0
6845000,,0.0,0.0,0.0,0.0,,0.0
6846000,,0.0,0.0,0.0,0.0,,0.0
6847000,,0.0,0.0,0.0,0.0,,0.0
6851000,,0.0,0.0,0.0,0.0,,0.0
6852001,,0.0,0.0,0.0,0.0,,0.0
6853000,,0.0,0.0,0.0,0.0,,0.0
6854000,,0.0,0.0,0.0,0.0,,0.0
6859001,,0.0,0.0,0.0,0.0,,0.0
6867000,,0.0,0.0,0.0,0.0,,0.0
6870000,,0.0,0.0,0.0,0.0,,0.0
6870001,,0.0,0.0,0.0,0.0,,0.0
6870002,,0.0,0.0,0.0,0.0,,0.0
6878001,,0.0,0.0,0.0,0.0,,0.0
6879000,,0.0,0.0,0.0,0.0,,0.0
6906000,0.0,0.0,0.42,0.42,0.42,0.42,0.013
6911000,0.0,0.0,0.0,0.0,0.42,0.7,0.002
6912000,0.0,0.0,0.0,0.28,0.28,0.28,0.002
6912001,0.0,0.0,0.0,0.0,0.28,0.467,0.001
6913001,,0.0,0.0,0.0,0.0,,0.0
6913002,,0.0,0.0,0.0,0.0,,0.0
6915000,0.0,0.0,0.0,0.0,0.28,0.467,0.001
6915001,,0.0,0.0,0.0,0.0,,0.0
6917000,0.0,0.0,0.0,0.0,0.34,0.567,0.001
6918000,0.0,0.0,0.0,0.0,0.28,0.467,0.001
6918001,0.0,0.0,0.0,0.28,0.28,0.28,0.002
6918002,0.0,0.0,0.0,0.0,0.28,0.467,0.001
6933001,,0.0,0.0,0.0,0.0,,0.0
6934001,,0.0,0.0,0.0,0.0,,0.0
6937000,,0.0,0.0,0.0,0.0,,0.0
6937002,,0.0,0.0,0.0,0.0,,0.0
6937003,,0.0,0.0,0.0,0.0,,0.0
6937004,,0.0,0.0,0.0,0.0,,0.0
6937005,,0.0,0.0,0.0,0.0,,0.0
6937006,,0.0,0.0,0.0,0.0,,0.0
6937007,,0.0,0.0,0.0,0.0,,0.0
6937008,,0.0,0.0,0.0,0.0,,0.0
6937009,,0.0,0.0,0.0,0.0,,0.0
6937010,,0.0,0.0,0.0,0.0,,0.0
6937011,,0.0,0.0,0.0,0.0,,0.0
6937012,,0.0,0.0,0.0,0.0,,0.0
6937013,,0.0,0.0,0.0,0.0,,0.0
6937014,,0.0,0.0,0.0,0.0,,0.0
6937015,,0.0,0.0,0.0,0.0,,0.0
6937016,,0.0,0.0,0.0,0.0,,0.0
6937017,,0.0,0.0,0.0,0.0,,0.0
6937018,,0.0,0.0,0.0,0.0,,0.0
6937019,,0.0,0.0,0.0,0.0,,0.0
6937020,,0.0,0.0,0.0,0.0,,0.0
6937021,,0.0,0.0,0.0,0.0,,0.0
6937022,,0.0,0.0,0.0,0.0,,0.0
6937023,,0.0,0.0,0.0,0.0,,0.0
6937024,,0.0,0.0,0.0,0.0,,0.0
6937025,,0.0,0.0,0.0,0.0,,0.0
6937026,,0.0,0.0,0.0,0.0,,0.0
6937027,,0.0,0.0,0.0,0.0,,0.0
6937028,,0.0,0.0,0.0,0.0,,0.0
6937029,,0.0,0.0,0.0,0.0,,0.0
6937030,,0.0,0.0,0.0,0.0,,0.0
6937031,,0.0,0.0,0.0,0.0,,0.0
6937032,,0.0,0.0,0.0,0.0,,0.0
6937033,,0.0,0.0,0.0,0.0,,0.0
6937034,,0.0,0.0,0.0,0.0,,0.0
6937035,,0.0,0.0,0.0,0.0,,0.0
6937036,,0.0,0.0,0.0,0.0,,0.0
6937037,,0.0,0.0,0.0,0.0,,0.0
6937038,,0.0,0.0,0.0,0.0,,0.0
6938003,,0.0,0.0,0.0,0.0,,0.0
6938005,,0.0,0.0,0.0,0.0,,0.0
6939000,,0.0,0.0,0.0,0.0,,0.0
6940000,,0.0,0.0,0.0,0.0,,0.0
6943000,,0.0,0.0,0.0,0.0,,0.0
6944000,,0.0,0.0,0.0,0.0,,0.0
6945000,,0.0,0.0,0.0,0.0,,0.0
6946000,,0.0,0.0,0.0,0.0,,0.0
6948000,,0.0,0.0,0.0,0.0,,0.0
6949000,,0.0,0.0,0.0,0.0,,0.0
6950000,,0.0,0.0,0.0,0.0,,0.0
6951000,,0.0,0.0,0.0,0.0,,0.0
6953000,,0.0,0.0,0.0,0.0,,0.0
6956000,,0.0,0.0,0.0,0.0,,0.0
6957000,,0.0,0.0,0.0,0.0,,0.0
6957001,,0.0,0.0,0.0,0.0,,0.0
6957002,,0.0,0.0,0.0,0.0,,0.0
6957003,,0.0,0.0,0.0,0.0,,0.0
6957004,0.0,0.0,0.0,0.0,0.35,0.583,0.001
6957005,0.0,0.0,0.0,0.71,0.71,0.71,0.005
6957006,,0.0,0.0,0.0,0.0,,0.0
6957007,0.0,0.0,0.71,0.71,0.71,0.71,0.021
6957008,,0.0,0.0,0.0,0.0,,0.0
6957009,0.0,0.0,0.0,0.71,0.71,0.71,0.005
6957010,0.0,0.0,0.71,0.71,0.71,0.71,0.021
6957011,0.0,0.0,0.71,0.71,0.71,0.71,0.021
6957012,,0.0,0.0,0.0,0.0,,0.0
6957013,0.0,0.0,0.0,0.71,0.71,0.71,0.005
6957014,0.0,0.0,0.0,0.0,0.71,1.183,0.003
6957015,0.0,0.0,0.0,0.0,0.71,1.183,0.003
6957016,0.0,0.0,0.0,0.0,0.71,1.183,0.003
6957017,0.0,0.0,0.0,0.0,0.71,1.183,0.003
6957018,,0.0,0.0,0.0,0.0,,0.0
6957019,,0.0,0.0,0.0,0.0,,0.0
6957020,,0.0,0.0,0.0,0.0,,0.0
6957021,,0.0,0.0,0.0,0.0,,0.0
6957022,,0.0,0.0,0.0,0.0,,0.0
6957023,,0.0,0.0,0.0,0.0,,0.0
6957024,,0.0,0.0,0.0,0.0,,0.0
6957025,,0.0,0.0,0.0,0.0,,0.0
6957026,0.0,0.0,0.0,0.0,0.71,1.183,0.003
6957027,0.0,0.0,0.0,0.0,0.71,1.183,0.003
6957028,,0.0,0.0,0.0,0.0,,0.0
6957029,0.0,0.0,0.0,0.0,0.71,1.183,0.003
6957030,0.0,0.0,0.0,0.0,0.71,1.183,0.003
6957031,0.0,0.0,0.0,0.0,0.71,1.183,0.003
6957032,0.0,0.0,0.0,0.0,0.71,1.183,0.003
6957033,0.0,0.0,0.0,0.0,0.71,1.183,0.003
6957034,,0.0,0.0,0.0,0.0,,0.0
6957035,,0.0,0.0,0.0,0.0,,0.0
6957036,,0.0,0.0,0.0,0.0,,0.0
6957037,,0.0,0.0,0.0,0.0,,0.0
6957038,,0.0,0.0,0.0,0.0,,0.0
6957039,,0.0,0.0,0.0,0.0,,0.0
6957040,,0.0,0.0,0.0,0.0,,0.0
6957041,,0.0,0.0,0.0,0.0,,0.0
6957042,,0.0,0.0,0.0,0.0,,0.0
6957043,,0.0,0.0,0.0,0.0,,0.0
6957044,,0.0,0.0,0.0,0.0,,0.0
6957045,,0.0,0.0,0.0,0.0,,0.0
6957046,,0.0,0.0,0.0,0.0,,0.0
6957047,,0.0,0.0,0.0,0.0,,0.0
6957048,,0.0,0.0,0.0,0.0,,0.0
6957049,,0.0,0.0,0.0,0.0,,0.0
6957050,,0.0,0.0,0.0,0.0,,0.0
6957051,,0.0,0.0,0.0,0.0,,0.0
6957052,,0.0,0.0,0.0,0.0,,0.0
6957053,,0.0,0.0,0.0,0.0,,0.0
6957054,,0.0,0.0,0.0,0.0,,0.0
6957055,,0.0,0.0,0.0,0.0,,0.0
6957056,,0.0,0.0,0.0,0.0,,0.0
6957057,,0.0,0.0,0.0,0.0,,0.0
6957058,,0.0,0.0,0.0,0.0,,0.0
6957059,,0.0,0.0,0.0,0.0,,0.0
6957060,,0.0,0.0,0.0,0.0,,0.0
6957061,,0.0,0.0,0.0,0.0,,0.0
6957062,,0.0,0.0,0.0,0.0,,0.0
6957063,,0.0,0.0,0.0,0.0,,0.0
6957064,,0.0,0.0,0.0,0.0,,0.0
6957065,,0.0,0.0,0.0,0.0,,0.0
6957066,,0.0,0.0,0.0,0.0,,0.0
6957067,,0.0,0.0,0.0,0.0,,0.0
6957068,,0.0,0.0,0.0,0.0,,0.0
6957069,,0.0,0.0,0.0,0.0,,0.0
6957070,,0.0,0.0,0.0,0.0,,0.0
6957071,,0.0,0.0,0.0,0.0,,0.0
6957072,,0.0,0.0,0.0,0.0,,0.0
6958000,,0.0,0.0,0.0,0.0,,0.0
6959000,,0.0,0.0,0.0,0.0,,0.0
6961001,,0.0,0.0,0.0,0.0,,0.0
6962000,,0.0,0.0,0.0,0.0,,0.0
6963000,,0.0,0.0,0.0,0.0,,0.0
6964000,,0.0,0.0,0.0,0.0,,0.0
6965000,,0.0,0.0,0.0,0.0,,0.0
6966000,,0.0,0.0,0.0,0.0,,0.0
6966001,,0.0,0.0,0.0,0.0,,0.0
6966002,,0.0,0.0,0.0,0.0,,0.0
6966003,,0.0,0.0,0.0,0.0,,0.0
6968000,,0.0,0.0,0.0,0.0,,0.0
6968002,,0.0,0.0,0.0,0.0,,0.0
6971000,,0.0,0.0,0.0,0.0,,0.0
6972000,,0.0,0.0,0.0,0.0,,0.0
6973000,,0.0,0.0,0.0,0.0,,0.0
6974001,,0.0,0.0,0.0,0.0,,0.0
6975000,,0.0,0.0,0.0,0.0,,0.0
6975001,,0.0,0.0,0.0,0.0,,0.0
6975002,,0.0,0.0,0.0,0.0,,0.0
6975003,,0.0,0.0,0.0,0.0,,0.0
6975004,,0.0,0.0,0.0,0.0,,0.0
6975005,,0.0,0.0,0.0,0.0,,0.0
6975006,,0.0,0.0,0.0,0.0,,0.0
6975007,,0.0,0.0,0.0,0.0,,0.0
6975008,,0.0,0.0,0.0,0.0,,0.0
6975009,,0.0,0.0,0.0,0.0,,0.0
6975010,,0.0,0.0,0.0,0.0,,0.0
6975011,,0.0,0.0,0.0,0.0,,0.0
6975012,,0.0,0.0,0.0,0.0,,0.0
6975013,,0.0,0.0,0.0,0.0,,0.0
6975014,,0.0,0.0,0.0,0.0,,0.0
6975015,,0.0,0.0,0.0,0.0,,0.0
6975016,,0.0,0.0,0.0,0.0,,0.0
6975017,,0.0,0.0,0.0,0.0,,0.0
6975018,,0.0,0.0,0.0,0.0,,0.0
6975019,,0.0,0.0,0.0,0.0,,0.0
6975020,,0.0,0.0,0.0,0.0,,0.0
6975021,,0.0,0.0,0.0,0.0,,0.0
6975022,,0.0,0.0,0.0,0.0,,0.0
6975023,,0.0,0.0,0.0,0.0,,0.0
6975024,,0.0,0.0,0.0,0.0,,0.0
6975025,,0.0,0.0,0.0,0.0,,0.0
6975026,,0.0,0.0,0.0,0.0,,0.0
6975027,,0.0,0.0,0.0,0.0,,0.0
6975028,,0.0,0.0,0.0,0.0,,0.0
6975029,,0.0,0.0,0.0,0.0,,0.0
6975030,,0.0,0.0,0.0,0.0,,0.0
6975031,,0.0,0.0,0.0,0.0,,0.0
6975032,,0.0,0.0,0.0,0.0,,0.0
6975033,,0.0,0.0,0.0,0.0,,0.0
6975034,,0.0,0.0,0.0,0.0,,0.0
6975035,,0.0,0.0,0.0,0.0,,0.0
6975036,,0.0,0.0,0.0,0.0,,0.0
6975037,,0.0,0.0,0.0,0.0,,0.0
6975038,,0.0,0.0,0.0,0.0,,0.0
6975039,,0.0,0.0,0.0,0.0,,0.0
6975040,,0.0,0.0,0.0,0.0,,0.0
6975041,,0.0,0.0,0.0,0.0,,0.0
6975042,,0.0,0.0,0.0,0.0,,0.0
6975043,,0.0,0.0,0.0,0.0,,0.0
6975044,,0.0,0.0,0.0,0.0,,0.0
6975045,,0.0,0.0,0.0,0.0,,0.0
6975046,,0.0,0.0,0.0,0.0,,0.0
6975047,,0.0,0.0,0.0,0.0,,0.0
6975048,,0.0,0.0,0.0,0.0,,0.0
6975049,,0.0,0.0,0.0,0.0,,0.0
6975050,,0.0,0.0,0.0,0.0,,0.0
6975051,,0.0,0.0,0.0,0.0,,0.0
6975052,,0.0,0.0,0.0,0.0,,0.0
6975053,,0.0,0.0,0.0,0.0,,0.0
6975054,,0.0,0.0,0.0,0.0,,0.0
6975055,,0.0,0.0,0.0,0.0,,0.0
6975056,,0.0,0.0,0.0,0.0,,0.0
6975057,,0.0,0.0,0.0,0.0,,0.0
6975058,,0.0,0.0,0.0,0.0,,0.0
6975059,,0.0,0.0,0.0,0.0,,0.0
6975060,,0.0,0.0,0.0,0.0,,0.0
6975061,,0.0,0.0,0.0,0.0,,0.0
6975062,,0.0,0.0,0.0,0.0,,0.0
6975063,,0.0,0.0,0.0,0.0,,0.0
6975064,,0.0,0.0,0.0,0.0,,0.0
6975065,,0.0,0.0,0.0,0.0,,0.0
6975066,,0.0,0.0,0.0,0.0,,0.0
6975067,,0.0,0.0,0.0,0.0,,0.0
6975068,,0.0,0.0,0.0,0.0,,0.0
6975069,,0.0,0.0,0.0,0.0,,0.0
6975070,,0.0,0.0,0.0,0.0,,0.0
6975071,,0.0,0.0,0.0,0.0,,0.0
6975072,,0.0,0.0,0.0,0.0,,0.0
6975073,,0.0,0.0,0.0,0.0,,0.0
6975074,,0.0,0.0,0.0,0.0,,0.0
6975075,,0.0,0.0,0.0,0.0,,0.0
6975076,,0.0,0.0,0.0,0.0,,0.0
6975077,,0.0,0.0,0.0,0.0,,0.0
6975078,,0.0,0.0,0.0,0.0,,0.0
6975079,,0.0,0.0,0.0,0.0,,0.0
6975080,,0.0,0.0,0.0,0.0,,0.0
6975081,,0.0,0.0,0.0,0.0,,0.0
6975082,,0.0,0.0,0.0,0.0,,0.0
6975083,,0.0,0.0,0.0,0.0,,0.0
6975084,,0.0,0.0,0.0,0.0,,0.0
6975085,,0.0,0.0,0.0,0.0,,0.0
6975086,,0.0,0.0,0.0,0.0,,0.0
6975087,,0.0,0.0,0.0,0.0,,0.0
6975088,,0.0,0.0,0.0,0.0,,0.0
6975089,,0.0,0.0,0.0,0.0,,0.0
6975090,,0.0,0.0,0.0,0.0,,0.0
6975091,,0.0,0.0,0.0,0.0,,0.0
6975092,,0.0,0.0,0.0,0.0,,0.0
6975093,,0.0,0.0,0.0,0.0,,0.0
6975094,,0.0,0.0,0.0,0.0,,0.0
6975095,,0.0,0.0,0.0,0.0,,0.0
6975096,,0.0,0.0,0.0,0.0,,0.0
6975097,,0.0,0.0,0.0,0.0,,0.0
6983000,,0.0,0.0,0.0,0.0,,0.0
6984000,,0.0,0.0,0.0,0.0,,0.0
6985000,,0.0,0.0,0.0,0.0,,0.0
6990000,,0.0,0.0,0.0,0.0,,0.0
6991000,,0.0,0.0,0.0,0.0,,0.0
6992000,,0.0,0.0,0.0,0.0,,0.0
6993000,,0.0,0.0,0.0,0.0,,0.0
6994000,,0.0,0.0,0.0,0.0,,0.0
6995000,,0.0,0.0,0.0,0.0,,0.0
6996000,,0.0,0.0,0.0,0.0,,0.0
6998000,,0.0,0.0,0.0,0.0,,0.0
6999000,,0.0,0.0,0.0,0.0,,0.0
7000000,,0.0,0.0,0.0,0.0,,0.0
7007001,,0.0,0.0,0.0,0.0,,0.0
7008000,,0.0,0.0,0.0,0.0,,0.0
7009000,,0.0,0.0,0.0,0.0,,0.0
7009001,,0.0,0.0,0.0,0.0,,0.0
7009002,,0.0,0.0,0.0,0.0,,0.0
7010000,,0.0,0.0,0.0,0.0,,0.0
7013000,,0.0,0.0,0.0,0.0,,0.0
7014000,,0.0,0.0,0.0,0.0,,0.0
7017000,,0.0,0.0,0.0,0.0,,0.0
7018000,,0.0,0.0,0.0,0.0,,0.0
7019000,,0.0,0.0,0.0,0.0,,0.0
7020000,,0.0,0.0,0.0,0.0,,0.0
7021000,,0.0,0.0,0.0,0.0,,0.0
7022000,,0.0,0.0,0.0,0.0,,0.0
7023000,,0.0,0.0,0.0,0.0,,0.0
7024000,,0.0,0.0,0.0,0.0,,0.0
7029001,,0.0,0.0,0.0,0.0,,0.0
7029002,,0.0,0.0,0.0,0.0,,0.0
7032000,,0.0,0.0,0.0,0.0,,0.0
7035000,,0.0,0.0,0.0,0.0,,0.0
7036000,,0.0,0.0,0.0,0.0,,0.0
7037000,,0.0,0.0,0.0,0.0,,0.0
7038000,,0.0,0.0,0.0,0.0,,0.0
7039000,,0.0,0.0,0.0,0.0,,0.0
7040000,,0.0,0.0,0.0,0.0,,0.0
7041000,,0.0,0.0,0.0,0.0,,0.0
7042000,,0.0,0.0,0.0,0.0,,0.0
7043000,,0.0,0.0,0.0,0.0,,0.0
