nestID,bidx,xid,felv,fscale,wse_sB_0020_1218_dep,wse_sB_0100_1218_dep,wse_sB_0200_1218_dep,wse_sB_0500_1218_dep
f0,0,1,0.0,18725.0,0.0,0.0,0.0,0.0
f0,1,2,0.0,33517.0,0.0,0.0,0.0,0.0
f0,2,3,0.0,4165.0,0.0,0.0,0.0,0.0
f0,3,4,0.0,8826498.0,0.0,0.0,0.0,0.0
f0,4,5,0.0,23205.0,0.0,0.0,0.0,0.0
f0,5,6,0.0,11724.0,0.0,0.0,0.0,0.0
f0,6,7,0.0,20331.0,0.0,0.0,0.0,0.0
f0,7,8,0.0,11348.0,0.0859,0.1432,0.2005,0.4582
f0,8,9,0.0,123535.0,0.0,0.0,0.0,0.0
f0,9,10,0.0,26699.0,0.5112,0.779,0.8763,0.9737
f0,10,11,0.0,106312.0,0.3944,0.4586,0.5166,0.9385
f0,11,12,0.0,200535.0,0.0875,0.2772,0.3388,0.415
f0,12,13,0.0,263071.0,0.0124,0.0259,0.0259,0.0284
f0,13,14,0.0,174610.0,0.054,0.188,0.2327,0.3127
f0,14,15,0.0,60637.0,0.2251,0.2305,0.2573,0.2626
f0,15,16,0.0,71949.0,0.009,0.14,0.3794,0.4924
f0,16,17,0.0,457852.0,0.0014,0.0688,0.1384,0.2392
f0,17,18,0.0,22312.0,0.0,0.0874,0.1457,0.3204
f0,18,19,0.0,984692.0,0.0,0.0,0.0,0.0
f0,19,20,0.0,102993.0,0.0,0.0,0.0,0.0
f0,20,21,0.0,132742.0,0.0,0.0,0.0,0.0
f0,21,22,0.0,9907.0,0.0,0.0,0.0,0.0
f0,22,23,0.0,3386043.0,0.0,0.0031,0.0064,0.0155
f0,23,24,0.0,29205.0,0.0,0.0,0.0,0.0
f0,24,25,0.0,8765.0,0.0,0.0,0.0,0.0
f0,25,26,0.0,1174566.0,0.0,0.0,0.0,0.0
f0,26,27,0.0,20750.0,0.0,0.0,0.0,0.0248
f0,27,28,0.0,383150.0,0.0,0.0,0.0,0.0
f0,28,29,0.0,48336.0,0.0,0.316,0.5581,0.8069
f0,29,30,0.0,12470.0,0.1564,0.2346,0.3909,0.5473
f0,30,31,0.0,36758.0,0.0,0.0,0.0,0.0
f0,31,32,0.0,15487.0,0.042,0.3777,0.4407,0.4616
f0,32,33,0.0,41070.0,0.0791,0.1187,0.1899,0.3244
f0,33,34,0.0,10825.0,0.5104,1.0,1.0,1.0
f0,34,35,0.0,12530.0,0.2594,0.3112,0.389,0.6225
f0,35,36,0.0,118226.0,0.2996,0.8466,0.9868,1.0
f0,36,37,0.0,392574.0,0.0,0.0,0.0,0.0
f0,37,38,0.0,4753.0,0.0,0.0,0.0,0.0
f0,38,39,0.0,29452.0,0.0,0.0,0.0,0.0
f0,39,40,0.0,9466.0,0.0037,0.0144,0.0391,0.0687
f0,40,41,0.0,231721.0,0.0027,0.0547,0.1389,0.31
f0,41,42,0.0,386235.0,0.0,0.0,0.0,0.0
f0,42,43,0.0,194071.0,0.0,0.0,0.0,0.0
f0,43,44,0.0,267753.0,0.014,0.0644,0.0784,0.1036
f0,44,45,0.0,1084521.0,0.1936,0.2718,0.3762,0.4267
f0,45,46,0.0,74229.0,0.127,0.4684,0.7443,0.8756
f0,46,47,0.0,22005.0,0.0001,0.6351,0.709,0.7238
f0,47,48,0.0,602226.0,0.1214,0.2067,0.2229,0.2488
f0,48,49,0.0,201314.0,0.0226,0.0484,0.1308,0.2793
f0,49,50,0.0,10010.0,0.0,0.0,0.0,0.0
f0,50,51,0.0,89547.0,0.0,0.0,0.0,0.0
f0,51,52,0.0,2174798.0,0.0094,0.0139,0.0157,0.0188
f0,52,53,0.0,43369.0,0.0,0.1199,0.2473,0.3747
f0,53,54,0.0,18477.0,0.0002,0.0002,0.0192,0.0528
f0,54,55,0.0,96773.0,0.0,0.0,0.0,0.0
f0,55,56,0.0,50629.0,0.0,0.0,0.0,0.0
f0,56,57,0.0,8749.0,0.0,0.2972,0.8687,1.0
f0,57,58,0.0,4604.0,0.0,0.2607,0.9123,0.9558
f0,58,59,0.0,10804.0,0.0,0.0,0.9071,0.9626
f0,59,60,0.0,48791.0,0.0,0.0,0.0,0.0
f0,60,61,0.0,2334.0,0.0,0.0,0.0,0.5141
f0,61,62,0.0,21736.0,0.0,0.0,0.0,0.0
f0,62,63,0.0,17475.0,0.0,0.0,0.0,0.0
f0,63,64,0.0,3693.0,0.0,0.0,0.0,0.0
f0,64,65,0.0,6893.0,0.0,0.0,0.0,0.0
f0,65,66,0.0,33638.0,0.0,0.0,0.0,0.0
f0,66,67,0.0,2192.0,0.0,0.0,0.0,0.0
f0,67,68,0.0,3014.0,0.0,0.0,0.0,0.0
f0,68,69,0.0,27207.0,0.0,0.0147,0.1617,0.2499
f0,69,70,0.0,100489.0,0.0,0.0,0.0,0.0
f0,70,71,0.0,9716.0,0.0,0.0,0.0,0.0
f0,71,72,0.0,11310.0,0.0,0.0,0.0,0.1238
f0,72,73,0.0,4343.0,0.0,0.0,0.0,0.0
f0,73,74,0.0,5084.0,0.0,0.0,0.0,0.0
f0,74,75,0.0,5069.0,0.0,0.0,0.0,0.0
f0,75,76,0.0,3010.0,0.0,0.0,0.0,0.0
f0,76,77,0.0,5159.0,0.0,0.9306,0.9306,0.9306
f0,77,78,0.0,9856.0,0.0,0.0,0.0,0.0
f0,78,79,0.0,1456.0,0.0,0.0,0.0,0.0
f0,79,80,0.0,1439.0,0.0,0.0,0.0,0.8339
f0,80,81,0.0,9927.0,0.0,0.0,0.0,0.0
f0,81,82,0.0,11081.0,0.0,0.0,0.0,0.0
f0,82,83,0.0,2581.0,0.0,0.0,0.0,0.0
f0,83,84,0.0,2122.0,0.0,0.0,0.0,0.0
f0,84,85,0.0,1990.0,0.0,0.0,0.0,0.0
f0,85,86,0.0,2122.0,0.0,0.0,0.0,0.0
f0,86,87,0.0,1955.0,0.0,0.0,0.0,0.0
f0,87,88,0.0,3507.0,0.0,0.0,0.0526,0.9696
f0,88,89,0.0,52560.0,0.0,0.0,0.0,0.0266
f0,89,90,0.0,14236.0,0.0,0.0,0.0843,0.8289
f0,90,91,0.0,6363.0,0.0,0.0,0.0,0.0
f0,91,92,0.0,9272.0,0.0,0.7982,1.0,1.0
f0,92,93,0.0,3158.0,0.0,0.0,0.0,0.0
f0,93,94,0.0,58704.0,0.0,0.0,0.0,0.0
f0,94,95,0.0,3029.0,0.0,0.0,0.0,0.0
f0,95,96,0.0,22938.0,0.0,0.0,0.0,0.0
f0,96,97,0.0,52340.0,0.0,0.0,0.0,0.0
f0,97,98,0.0,56506.0,0.0,0.0,0.0,0.0
f0,98,99,0.0,60267.0,0.0,0.0,0.0,0.0
f0,99,100,0.0,56567.0,0.0,0.0,0.0,0.0
f0,100,101,0.0,3257.0,0.0,0.0,0.0,1.0
f0,101,102,0.0,38085.0,0.0,0.0,0.0788,0.4883
f0,102,103,0.0,3805.0,0.0,0.0819,0.7358,0.7358
f0,103,104,0.0,839.0,0.0,0.7149,0.7149,0.7149
f0,104,105,0.0,1809.0,0.0,0.0,0.0358,0.0529
f0,105,106,0.0,1924.0,0.0,0.0,0.0,0.0
f0,106,107,0.0,3147.0,0.0,0.0,0.0,0.3813
f0,107,108,0.0,8911.0,0.0,0.0,0.0,0.0
f0,108,109,0.0,13869.0,0.0,0.0,0.0,0.0
f0,109,110,0.0,10741.0,0.0,0.0,0.0,0.0
f0,110,111,0.0,78565.0,0.0535,0.0662,0.224,0.3055
f0,111,112,0.0,35956.0,0.0,0.0,0.0834,0.0501
f0,112,113,0.0,13366.0,0.0091,0.8678,0.9726,0.9726
f0,113,114,0.0,2117.0,0.0,0.0,0.0,0.0
f0,114,115,0.0,2112.0,0.0,0.0,0.0,0.0
f0,115,116,0.0,67120.0,0.0,0.0,0.0,0.0
f0,116,117,0.0,98300.0,0.0,0.0,0.0285,1.0
f0,117,118,0.0,66312.0,0.0,0.0,0.0,0.0
f0,118,119,0.0,52718.0,0.0,0.0,0.0,0.0
f0,119,120,0.0,65216.0,0.0,0.0,0.0,0.0
f0,120,121,0.0,52446.0,0.0,0.0,0.0,0.0
f0,121,122,0.0,18914.0,0.0,0.0,0.0,0.0
f0,122,123,0.0,2360.0,0.0,0.0,0.0,0.0
f0,123,124,0.0,52347.0,0.0,0.0,0.0,0.0
f0,124,125,0.0,3903.0,0.0,0.0,0.0,0.2049
f0,125,126,0.0,64815.0,0.0,0.0,0.0063,0.5894
