xid,0.2,0.05,0.01,0.005,0.002,0.0,ead
173,0.0,0.0,0.0,50.4412,974.3116,1590.2252,4.22777
174,0.0,6.4758,608.7252,900.1362,1201.2609,1402.0107,22.31723
175,0.0,0.0,0.0,0.0,2600.034,4333.39,10.83348
176,0.0,0.0,975.211,1950.422,2925.633,3575.77367,40.63379
177,0.0,0.0,0.0,0.0,650.0608,1083.43467,2.70859
178,0.0,311.9889,2599.9075,3574.9388,4224.7837,4658.01363,117.65659
179,0.0,5504.8203,13980.496,29883.3102,48756.9798,61339.4262,1140.28421
180,0.0,1300.0458,7800.2748,9100.3206,10075.6408,10725.85427,371.32677
181,0.0,0.0,34.4481,25491.594,104997.8088,158001.952,523.23793
182,,0.0,0.0,0.0,0.0,,0.0
183,0.0,59884.88,103900.2668,115278.394,124261.126,130249.614,8928.83561
184,0.0,4876.1184,16249.7048,22747.1728,26645.6536,29244.6408,1015.69707
185,0.0,2275.2366,3250.338,3575.3718,3900.4056,4117.0948,317.44968
186,,0.0,0.0,0.0,0.0,,0.0
187,0.0,52492.548,65996.6793,72727.5786,73489.5672,73997.5596,7020.34914
188,0.0,49077.6755,99557.5703,117786.4212,147233.0265,166864.0967,7908.51685
189,0.0,7223.0,7223.0,7223.0,7223.0,7223.0,902.875
190,0.0,62395.5521,97489.3514,118301.0199,121220.5715,123166.93923,9020.5103
191,0.0,1624.8304,3898.7099,9426.6655,18526.5988,24593.221,350.69624
192,0.0,19188.3675,31514.0718,51334.5267,79643.0124,98515.3362,3034.9225
193,0.0,89990.6431,194250.0161,248994.0615,284240.6592,307738.391,14934.05274
194,0.0,66292.235,93916.8575,114065.17,115694.1825,116780.19083,9273.16795
195,0.0,69730.7429,146236.9426,193503.8198,196488.2472,198477.86547,11378.46555
196,,0.0,0.0,0.0,0.0,,0.0
197,,0.0,0.0,0.0,0.0,,0.0
198,,0.0,0.0,0.0,0.0,,0.0
199,,0.0,0.0,0.0,0.0,,0.0
200,0.0,654.9444,4882.3128,9089.8344,17227.0224,22651.8144,274.15046
201,,0.0,0.0,0.0,0.0,,0.0
202,,0.0,0.0,0.0,0.0,,0.0
203,,0.0,0.0,0.0,0.0,,0.0
204,0.0,5.7568,4874.5704,5525.0888,6500.8664,7151.3848,155.72864
205,0.0,3899.5629,6500.1824,7474.8454,8449.5084,9099.28373,576.83502
206,0.0,14095.5063,34199.712,60597.6147,91496.1045,112095.0977,2691.79244
207,0.0,618.4962,3901.0986,5850.4446,11700.8892,15601.1856,214.78704
208,0.0,3250.8603,5844.0321,8117.7552,13003.4412,16260.5652,521.56264
209,0.0,21441.1806,59472.4284,90671.3829,142681.9842,177355.7184,4271.78801
210,,0.0,0.0,0.0,0.0,,0.0
211,,0.0,0.0,0.0,0.0,,0.0
212,,0.0,0.0,0.0,0.0,,0.0
213,0.0,261707.697,363797.2761,751407.5949,799505.2257,831570.3129,38883.63368
214,0.0,0.0,0.0,3788.5536,9708.1686,13654.5786,53.07921
215,0.0,478179.1837,693955.1756,786319.3186,840958.8297,877385.17043,67166.07342
216,0.0,2599.6477,2924.4359,3250.5662,3575.3544,3791.87987,338.49887
217,0.0,2600.3424,3575.4708,3575.4708,4874.7238,5740.89247,359.71021
218,0.0,1949.584,2600.338,3899.168,3899.168,3899.168,272.96184
219,0.0,12669.228,17553.0825,19169.9595,21119.0715,22418.4795,1750.41701
220,0.0,0.0,485.2998,1950.3558,20149.0983,32281.5933,101.37501
221,0.0,1626.3957,8773.8498,13648.2108,21452.0145,26654.5503,486.79664
222,0.0,1950.767,2599.9298,3250.7319,3575.3133,3791.7009,269.5542
223,0.0,509.1267,974.4213,1300.3523,4874.3543,7257.0223,94.93583
224,,0.0,0.0,0.0,0.0,,0.0
225,,0.0,0.0,0.0,0.0,,0.0
226,0.0,1403.182,2245.0912,5332.0916,8980.3648,11412.54693,239.00867
227,0.0,12022.965,16572.195,22100.175,31198.635,37264.275,1718.71763
228,0.0,395206.3349,630729.6684,754402.1524,835516.7522,889593.15207,57732.013
229,0.0,77047.0311,217439.5948,314624.6423,440742.1564,524820.49913,15097.0333
230,0.0,1107.2589,4217.0073,8763.8364,31851.3624,47243.0464,361.99906
231,,0.0,0.0,0.0,0.0,,0.0
232,0.0,8697.7444,14653.8085,17395.4888,19475.3842,20861.98113,1295.12881
233,0.0,8441.0046,11057.2224,12686.1882,27297.5178,37038.4042,1206.70989
234,0.0,30.3908,147.8098,147.8098,147.8098,147.8098,7.32142
235,0.0,4549.7214,6172.4754,6497.0262,7152.138,7588.8792,622.56156
236,0.0,3250.5018,5199.9662,6825.2171,7799.9493,8449.77077,481.04742
237,0.0,3575.3109,4549.5863,6175.0745,9424.779,11591.24867,501.87372
238,0.0,974.8872,5524.3608,5849.3232,5849.3232,5849.3232,260.78233
239,0.0,3249.9179,12113.0,12113.0,12113.0,12113.0,672.1322
240,0.0,1949.8888,5468.0,5468.0,5468.0,5468.0,349.27944
241,0.0,3575.3788,8124.8036,8449.4856,9099.8188,9533.37427,588.54993
242,0.0,135525.3695,169651.9849,174518.9712,178097.0718,180482.4722,18015.8808
243,0.0,12667.9878,48116.1291,104640.5425,147237.5775,175635.60083,3248.36346
