bid,0.2,0.05,0.01,0.005,0.002,0.0,ead
23193000,,0.0,0.0,0.0,0.0,,0.0
23773000,,0.0,0.0,0.0,0.0,,0.0
23773001,,0.0,0.0,0.0,0.0,,0.0
24192000,,0.0,0.0,0.0,0.0,,0.0
24374000,,0.0,0.0,0.0,0.0,,0.0
24704001,,0.0,0.0,0.0,0.0,,0.0
24777000,,0.0,0.0,0.0,0.0,,0.0
24879000,,0.0,0.0,0.0,0.0,,0.0
25737001,,0.0,0.0,0.0,0.0,,0.0
25985000,,0.0,0.0,0.0,0.0,,0.0
25985001,,0.0,0.0,0.0,0.0,,0.0
26004001,,0.0,0.0,0.0,0.0,,0.0
26412000,0.0,0.0,0.0,0.0,1.0,1.667,0.004
26463000,,0.0,0.0,0.0,0.0,,0.0
26463001,,0.0,0.0,0.0,0.0,,0.0
26463002,,0.0,0.0,0.0,0.0,,0.0
26463003,,0.0,0.0,0.0,0.0,,0.0
26817001,0.0,0.0,0.0,0.0,1.0,1.667,0.004
27404000,,0.0,0.0,0.0,0.0,,0.0
27404001,,0.0,0.0,0.0,0.0,,0.0
27404003,,0.0,0.0,0.0,0.0,,0.0
27404004,,0.0,0.0,0.0,0.0,,0.0
27404005,,0.0,0.0,0.0,0.0,,0.0
27404006,,0.0,0.0,0.0,0.0,,0.0
27448000,,0.0,0.0,0.0,0.0,,0.0
27535000,,0.0,0.0,0.0,0.0,,0.0
27535001,,0.0,0.0,0.0,0.0,,0.0
27535002,,0.0,0.0,0.0,0.0,,0.0
27848000,,0.0,0.0,0.0,0.0,,0.0
27848001,,0.0,0.0,0.0,0.0,,0.0
