bid,wse_sB_0020_1218,wse_sB_0100_1218,wse_sB_0200_1218,wse_sB_0500_1218
10351000,279.5199890136719,280.07000732421875,280.3599853515625,280.67999267578125
8716000,279.5199890136719,280.07000732421875,280.3599853515625,280.67999267578125
15138001,343.489990234375,343.8699951171875,344.05999755859375,344.2900085449219
5074003,343.489990234375,343.8699951171875,344.05999755859375,344.2900085449219
8725000,279.5199890136719,280.07000732421875,280.3599853515625,280.67999267578125
8717000,279.5199890136719,280.07000732421875,280.3599853515625,280.67999267578125
4644000,343.489990234375,343.8699951171875,344.05999755859375,344.2900085449219
22162001,343.489990234375,343.8699951171875,344.05999755859375,344.2900085449219
13629000,339.3699951171875,339.7200012207031,339.9800109863281,340.0199890136719
5621001,392.75,393.25,393.3599853515625,393.5299987792969
15138000,343.489990234375,343.8699951171875,344.05999755859375,344.2900085449219
13626000,339.3699951171875,339.7200012207031,339.9800109863281,340.0199890136719
2605000,339.3699951171875,339.7200012207031,339.9800109863281,340.0199890136719
13257000,339.3699951171875,339.7200012207031,339.9800109863281,340.0199890136719
11364000,339.3699951171875,339.7200012207031,339.9800109863281,340.0199890136719
11861000,339.3699951171875,339.7200012207031,339.9800109863281,340.0199890136719
25737001,392.75,393.25,393.3599853515625,393.5299987792969
14047000,343.489990234375,343.8699951171875,344.05999755859375,344.2900085449219
17596001,343.489990234375,343.8699951171875,344.05999755859375,344.2900085449219
9147005,279.5199890136719,280.07000732421875,280.3599853515625,280.67999267578125
14047001,343.489990234375,343.8699951171875,344.05999755859375,344.2900085449219
3100000,343.489990234375,343.8699951171875,344.05999755859375,344.2900085449219
1214002,339.3699951171875,339.7200012207031,340.0299987792969,340.0199890136719
3101000,343.489990234375,343.8699951171875,344.05999755859375,344.2900085449219
11349000,339.3699951171875,339.7200012207031,340.0299987792969,340.0199890136719
10320000,279.5199890136719,280.07000732421875,280.3599853515625,280.67999267578125
13235000,339.3699951171875,339.7200012207031,339.9800109863281,340.0199890136719
1214001,339.3699951171875,339.7200012207031,340.0299987792969,340.0199890136719
11340000,339.3699951171875,339.7200012207031,340.0299987792969,340.0199890136719
9041002,279.5199890136719,280.07000732421875,280.3599853515625,280.67999267578125
23773000,343.489990234375,343.8699951171875,344.05999755859375,344.2900085449219
27848000,343.489990234375,343.8699951171875,344.05999755859375,344.2900085449219
5074001,343.489990234375,343.8699951171875,344.05999755859375,344.2900085449219
5074002,343.489990234375,343.8699951171875,344.05999755859375,344.2900085449219
770000,279.5199890136719,280.07000732421875,280.3599853515625,280.67999267578125
9041001,279.5199890136719,280.07000732421875,280.3599853515625,280.67999267578125
10948000,339.3699951171875,339.7200012207031,339.9800109863281,340.0199890136719
15058000,343.489990234375,343.8699951171875,344.05999755859375,344.2900085449219
5074000,343.489990234375,343.8699951171875,344.05999755859375,344.2900085449219
4010001,343.489990234375,343.8699951171875,344.05999755859375,344.2900085449219
22162000,343.489990234375,343.8699951171875,344.05999755859375,344.2900085449219
11552001,339.3699951171875,339.7200012207031,339.9800109863281,340.0199890136719
3100002,343.489990234375,343.8699951171875,344.05999755859375,344.2900085449219
3607000,343.489990234375,343.8699951171875,344.05999755859375,344.2900085449219
3606000,343.489990234375,343.8699951171875,344.05999755859375,344.2900085449219
3589000,343.489990234375,343.8699951171875,344.05999755859375,344.2900085449219
3589001,343.489990234375,343.8699951171875,344.05999755859375,344.2900085449219
17219001,343.489990234375,343.8699951171875,344.05999755859375,344.2900085449219
9041000,279.5199890136719,280.07000732421875,280.3599853515625,280.67999267578125
2494000,339.3699951171875,339.7200012207031,339.9800109863281,340.0199890136719
6175002,392.75,393.25,393.3599853515625,393.5299987792969
6621000,343.489990234375,343.8699951171875,344.05999755859375,344.2900085449219
5621000,392.75,393.25,393.3599853515625,393.5299987792969
24192000,343.489990234375,343.8699951171875,344.05999755859375,344.2900085449219
9147004,279.5199890136719,280.07000732421875,280.3599853515625,280.67999267578125
3563000,343.489990234375,343.8699951171875,344.05999755859375,344.2900085449219
3100001,343.489990234375,343.8699951171875,344.05999755859375,344.2900085449219
3029000,343.489990234375,343.8699951171875,344.05999755859375,344.2900085449219
22921000,343.489990234375,343.8699951171875,344.05999755859375,344.2900085449219
12863001,339.3699951171875,339.7200012207031,339.9800109863281,340.0199890136719
22916000,343.489990234375,343.8699951171875,344.05999755859375,344.2900085449219
25985001,343.489990234375,343.8699951171875,344.05999755859375,344.2900085449219
25985000,343.489990234375,343.8699951171875,344.05999755859375,344.2900085449219
15188004,343.489990234375,343.8699951171875,344.05999755859375,344.2900085449219
3562000,343.489990234375,343.8699951171875,344.05999755859375,344.2900085449219
5001000,343.489990234375,343.8699951171875,344.05999755859375,344.2900085449219
15720001,343.489990234375,343.8699951171875,344.05999755859375,344.2900085449219
3531000,343.489990234375,343.8699951171875,344.05999755859375,344.2900085449219
15380000,343.489990234375,343.8699951171875,344.05999755859375,344.2900085449219
5011000,343.489990234375,343.8699951171875,344.05999755859375,344.2900085449219
6158001,392.75,393.25,393.3599853515625,393.5299987792969
15188003,343.489990234375,343.8699951171875,344.05999755859375,344.2900085449219
5010000,343.489990234375,343.8699951171875,344.05999755859375,344.2900085449219
5556000,343.489990234375,343.8699951171875,344.05999755859375,344.2900085449219
22092000,343.489990234375,343.8699951171875,344.05999755859375,344.2900085449219
5929003,343.489990234375,343.8699951171875,344.05999755859375,344.2900085449219
1216000,339.3699951171875,339.7200012207031,340.0299987792969,340.0481872558594
5929002,343.489990234375,343.8699951171875,344.05999755859375,344.2900085449219
1214000,339.3699951171875,339.7200012207031,339.9800109863281,340.0199890136719
16612000,343.489990234375,343.8699951171875,344.05999755859375,344.2900085449219
5929001,343.489990234375,343.8699951171875,344.05999755859375,344.2900085449219
1215000,339.3699951171875,339.7200012207031,340.0299987792969,340.05126953125
27404006,343.489990234375,343.8699951171875,344.05999755859375,344.2900085449219
1213000,339.3699951171875,339.7200012207031,339.9800109863281,340.0199890136719
2428000,339.3699951171875,339.7200012207031,339.9800109863281,340.0199890136719
