bid,CSDUID,DAUID,use1_gf,use2_gf,Bdrm_up,pop_ref,ref_val,pop_est,occu_rate,rawpop,cap_pop,SVIt_score,f0_scale,f0_elv
8573000,5907005,59070291,resi,sfd,3,sfd3,2.0,2.0,0.78,2.0,1.56,5,0.78,0.1
8574000,5907005,59070291,resi,sfd,4,sfd4,2.7,2.7,0.78,2.7,2.11,5,1.06,0.1
146002,5907005,59070291,resi,sfd,6,sfd4,2.7,2.7,0.78,2.7,2.11,5,1.06,0.1
8372018,5907005,59070288,resi,mh,1,mh,1.4,1.4,0.71,1.4,0.99,5,0.5,0.1
8580000,5907005,59070291,resi,sfd,4,sfd4,2.7,2.7,0.78,2.7,2.11,5,1.06,0.1
8582000,5907005,59070291,resi,sfd,3,sfd3,2.0,2.0,0.78,2.0,1.56,5,0.78,0.1
8585000,5907005,59070291,resi,sfd,4,sfd4,2.7,2.7,0.78,2.7,2.11,5,1.06,0.1
8586000,5907005,59070291,resi,sfd,4,sfd4,2.7,2.7,0.78,2.7,2.11,5,1.06,0.1
8589000,5907005,59070291,resi,sfd,3,sfd3,2.0,2.0,0.78,2.0,1.56,5,0.78,0.1
8590000,5907005,59070288,resi,sfd,6,sfd4,2.7,2.7,0.71,2.7,1.92,5,0.96,0.1
8592000,5907005,59070288,resi,sfd,4,sfd4,2.7,2.7,0.71,2.7,1.92,5,0.96,0.1
8593000,5907005,59070291,resi,sfd,2,sfd2,1.9,1.9,0.78,1.9,1.48,5,0.74,0.1
8595000,5907005,59070288,resi,sfd,3,sfd3,2.0,2.0,0.71,2.0,1.42,5,0.71,0.1
8597000,5907005,59070288,resi,sfd,2,sfd2,1.9,1.9,0.71,1.9,1.35,5,0.68,0.1
8604000,5907005,59070288,resi,sfd,3,sfd3,2.0,2.0,0.71,2.0,1.42,5,0.71,0.1
8606000,5907005,59070288,resi,sfd,3,sfd3,2.0,2.0,0.71,2.0,1.42,5,0.71,0.1
8607000,5907005,59070288,resi,sfd,2,sfd2,1.9,1.9,0.71,1.9,1.35,5,0.68,0.1
8608000,5907005,59070288,resi,sfd,5,sfd4,2.7,2.7,0.71,2.7,1.92,5,0.96,0.1
8611000,5907005,59070288,resi,sfd,3,sfd3,2.0,2.0,0.71,2.0,1.42,5,0.71,0.1
8612000,5907005,59070287,resi,sfd,6,sfd4,2.7,2.7,0.62,2.7,1.67,5,0.84,0.1
8609001,5907005,59070292,resi,sfd,4,sfd4,2.7,2.7,0.86,2.7,2.32,6,1.39,0.1
8614000,5907005,59070288,resi,sfd,4,sfd4,2.7,2.7,0.71,2.7,1.92,5,0.96,0.1
8615000,5907005,59070288,resi,sfd,3,sfd3,2.0,2.0,0.71,2.0,1.42,5,0.71,0.1
8616000,5907005,59070288,resi,sfd,3,sfd3,2.0,2.0,0.71,2.0,1.42,5,0.71,0.1
207005,5907005,59070288,resi,mh,1,mh,1.4,1.4,0.71,1.4,0.99,5,0.5,0.1
207006,5907005,59070288,resi,mh,1,mh,1.4,1.4,0.71,1.4,0.99,5,0.5,0.1
207007,5907005,59070288,resi,mh,1,mh,1.4,1.4,0.71,1.4,0.99,5,0.5,0.1
8622000,5907005,59070292,resi,sfd,1,sfd1,1.5,1.5,0.86,1.5,1.29,6,0.77,0.1
207008,5907005,59070288,resi,mh,1,mh,1.4,1.4,0.71,1.4,0.99,5,0.5,0.1
8623000,5907005,59070288,resi,sfd,3,sfd3,2.0,2.0,0.71,2.0,1.42,5,0.71,0.1
207009,5907005,59070288,resi,mh,1,mh,1.4,1.4,0.71,1.4,0.99,5,0.5,0.1
207010,5907005,59070288,resi,mh,1,mh,1.4,1.4,0.71,1.4,0.99,5,0.5,0.1
8624000,5907005,59070288,resi,sfd,3,sfd3,2.0,2.0,0.71,2.0,1.42,5,0.71,0.1
8626000,5907005,59070288,resi,sfd,2,sfd2,1.9,1.9,0.71,1.9,1.35,5,0.68,0.1
8628000,5907005,59070292,resi,sfd,1,sfd1,1.5,1.5,0.86,1.5,1.29,6,0.77,0.1
8622001,5907005,59070292,resi,sfd,1,sfd1,1.5,1.5,0.86,1.5,1.29,6,0.77,0.1
207011,5907005,59070288,resi,mh,1,mh,1.4,1.4,0.71,1.4,0.99,5,0.5,0.1
207012,5907005,59070288,resi,mh,1,mh,1.4,1.4,0.71,1.4,0.99,5,0.5,0.1
8634000,5907005,59070288,resi,sfd,3,sfd3,2.0,2.0,0.71,2.0,1.42,5,0.71,0.1
8638000,5907005,59070288,resi,sfd,3,sfd3,2.0,2.0,0.71,2.0,1.42,5,0.71,0.1
8639000,5907005,59070288,resi,sfd,2,sfd2,1.9,1.9,0.71,1.9,1.35,5,0.68,0.1
8641000,5907005,59070288,resi,sfd,3,sfd3,2.0,2.0,0.71,2.0,1.42,5,0.71,0.1
8642000,5907005,59070288,resi,sfd,5,sfd4,2.7,2.7,0.71,2.7,1.92,5,0.96,0.1
8643000,5907005,59070292,resi,sfd,3,sfd3,2.0,2.0,0.86,2.0,1.72,6,1.03,0.1
8644000,5907005,59070288,resi,sfd,3,sfd3,2.0,2.0,0.71,2.0,1.42,5,0.71,0.1
8647000,5907005,59070288,resi,sfd,3,sfd3,2.0,2.0,0.71,2.0,1.42,5,0.71,0.1
8648000,5907005,59070288,resi,sfd,3,sfd3,2.0,2.0,0.71,2.0,1.42,5,0.71,0.1
8649000,5907005,59070288,resi,sfd,2,sfd2,1.9,1.9,0.71,1.9,1.35,5,0.68,0.1
8646001,5907005,59070292,resi,sfd,5,sfd4,2.7,2.7,0.86,2.7,2.32,6,1.39,0.1
8650000,5907005,59070288,resi,sfd,2,sfd2,1.9,1.9,0.71,1.9,1.35,5,0.68,0.1
8653000,5907005,59070288,resi,sfd,3,sfd3,2.0,2.0,0.71,2.0,1.42,5,0.71,0.1
8654000,5907005,59070288,resi,sfd,2,sfd2,1.9,1.9,0.71,1.9,1.35,5,0.68,0.1
8655000,5907005,59070288,resi,sfd,3,sfd3,2.0,2.0,0.71,2.0,1.42,5,0.71,0.1
8658000,5907005,59070292,resi,sfd,3,sfd3,2.0,2.0,0.86,2.0,1.72,6,1.03,0.1
8659000,5907005,59070291,resi,sfd,4,sfd4,2.7,2.7,0.78,2.7,2.11,5,1.06,0.1
8660000,5907005,59070288,resi,sfd,3,sfd3,2.0,2.0,0.71,2.0,1.42,5,0.71,0.1
8661000,5907005,59070288,resi,sfd,3,sfd3,2.0,2.0,0.71,2.0,1.42,5,0.71,0.1
207013,5907005,59070288,resi,mh,1,mh,1.4,1.4,0.71,1.4,0.99,5,0.5,0.1
207014,5907005,59070288,resi,mh,1,mh,1.4,1.4,0.71,1.4,0.99,5,0.5,0.1
207015,5907005,59070288,resi,mh,1,mh,1.4,1.4,0.71,1.4,0.99,5,0.5,0.1
207016,5907005,59070288,resi,mh,1,mh,1.4,1.4,0.71,1.4,0.99,5,0.5,0.1
223001,5907005,59070288,resi,mf,10,mf,0.813829787,8.138297872,0.71,8.1,5.78,5,2.89,0.1
207017,5907005,59070288,resi,mh,1,mh,1.4,1.4,0.71,1.4,0.99,5,0.5,0.1
207018,5907005,59070288,resi,mh,1,mh,1.4,1.4,0.71,1.4,0.99,5,0.5,0.1
8663001,5907005,59070292,resi,sfd,5,sfd4,2.7,2.7,0.86,2.7,2.32,6,1.39,0.1
207019,5907005,59070288,resi,mh,1,mh,1.4,1.4,0.71,1.4,0.99,5,0.5,0.1
207020,5907005,59070288,resi,mh,1,mh,1.4,1.4,0.71,1.4,0.99,5,0.5,0.1
8665000,5907005,59070291,resi,sfd,3,sfd3,2.0,2.0,0.78,2.0,1.56,5,0.78,0.1
207021,5907005,59070288,resi,mh,1,mh,1.4,1.4,0.71,1.4,0.99,5,0.5,0.1
207022,5907005,59070288,resi,mh,1,mh,1.4,1.4,0.71,1.4,0.99,5,0.5,0.1
207023,5907005,59070288,resi,mh,1,mh,1.4,1.4,0.71,1.4,0.99,5,0.5,0.1
207024,5907005,59070288,resi,mh,1,mh,1.4,1.4,0.71,1.4,0.99,5,0.5,0.1
8666000,5907005,59070288,resi,sfd,5,sfd4,2.7,2.7,0.71,2.7,1.92,5,0.96,0.1
8669000,5907005,59070288,resi,sfd,3,sfd3,2.0,2.0,0.71,2.0,1.42,5,0.71,0.1
8670000,5907005,59070291,resi,sfd,4,sfd4,2.7,2.7,0.78,2.7,2.11,5,1.06,0.1
207025,5907005,59070288,resi,mh,1,mh,1.4,1.4,0.71,1.4,0.99,5,0.5,0.1
207026,5907005,59070288,resi,mh,1,mh,1.4,1.4,0.71,1.4,0.99,5,0.5,0.1
207027,5907005,59070288,resi,mh,1,mh,1.4,1.4,0.71,1.4,0.99,5,0.5,0.1
8671000,5907005,59070292,resi,sfd,3,sfd3,2.0,2.0,0.86,2.0,1.72,6,1.03,0.1
8672000,5907005,59070291,resi,sfd,2,sfd2,1.9,1.9,0.78,1.9,1.48,5,0.74,0.1
8673000,5907005,59070288,resi,sfd,6,sfd4,2.7,2.7,0.71,2.7,1.92,5,0.96,0.1
8664001,5907005,59070288,resi,sfd,2,sfd2,1.9,1.9,0.71,1.9,1.35,5,0.68,0.1
8674000,5907005,59070288,resi,sfd,3,sfd3,2.0,2.0,0.71,2.0,1.42,5,0.71,0.1
8675000,5907005,59070288,resi,sfd,2,sfd2,1.9,1.9,0.71,1.9,1.35,5,0.68,0.1
207028,5907005,59070288,resi,mh,1,mh,1.4,1.4,0.71,1.4,0.99,5,0.5,0.1
8676000,5907005,59070291,resi,sfd,3,sfd3,2.0,2.0,0.78,2.0,1.56,5,0.78,0.1
8677000,5907005,59070288,resi,sfd,2,sfd2,1.9,1.9,0.71,1.9,1.35,5,0.68,0.1
8678000,5907005,59070288,resi,sfd,2,sfd2,1.9,1.9,0.71,1.9,1.35,5,0.68,0.1
207029,5907005,59070288,resi,mh,1,mh,1.4,1.4,0.71,1.4,0.99,5,0.5,0.1
207030,5907005,59070288,resi,mh,1,mh,1.4,1.4,0.71,1.4,0.99,5,0.5,0.1
8679000,5907005,59070292,resi,sfd,5,sfd4,2.7,2.7,0.86,2.7,2.32,6,1.39,0.1
207031,5907005,59070288,resi,mh,1,mh,1.4,1.4,0.71,1.4,0.99,5,0.5,0.1
8681000,5907005,59070288,resi,sfd,5,sfd4,2.7,2.7,0.71,2.7,1.92,5,0.96,0.1
8682000,5907005,59070288,resi,sfd,2,sfd2,1.9,1.9,0.71,1.9,1.35,5,0.68,0.1
8683000,5907005,59070288,resi,sfd,3,sfd3,2.0,2.0,0.71,2.0,1.42,5,0.71,0.1
8684000,5907005,59070288,resi,sfd,5,sfd4,2.7,2.7,0.71,2.7,1.92,5,0.96,0.1
8685000,5907005,59070291,resi,sfd,4,sfd4,2.7,2.7,0.78,2.7,2.11,5,1.06,0.1
8686000,5907005,59070288,resi,sfd,5,sfd4,2.7,2.7,0.71,2.7,1.92,5,0.96,0.1
8687000,5907005,59070288,resi,sfd,4,sfd4,2.7,2.7,0.71,2.7,1.92,5,0.96,0.1
8688000,5907005,59070288,resi,sfd,4,sfd4,2.7,2.7,0.71,2.7,1.92,5,0.96,0.1
207032,5907005,59070288,resi,mh,1,mh,1.4,1.4,0.71,1.4,0.99,5,0.5,0.1
8693000,5907005,59070292,resi,sfd,3,sfd3,2.0,2.0,0.86,2.0,1.72,6,1.03,0.1
8694000,5907005,59070288,resi,sfd,3,sfd3,2.0,2.0,0.71,2.0,1.42,5,0.71,0.1
207033,5907005,59070288,resi,mh,1,mh,1.4,1.4,0.71,1.4,0.99,5,0.5,0.1
207034,5907005,59070288,resi,mh,1,mh,1.4,1.4,0.71,1.4,0.99,5,0.5,0.1
8695000,5907005,59070288,resi,sfd,3,sfd3,2.0,2.0,0.71,2.0,1.42,5,0.71,0.1
8696000,5907005,59070288,resi,sfd,2,sfd2,1.9,1.9,0.71,1.9,1.35,5,0.68,0.1
8697000,5907005,59070288,resi,sfd,3,sfd3,2.0,2.0,0.71,2.0,1.42,5,0.71,0.1
8698000,5907005,59070292,resi,sfd,2,sfd2,1.9,1.9,0.86,1.9,1.63,6,0.98,0.1
8689001,5907005,59070291,resi,sfd,5,sfd4,2.7,2.7,0.78,2.7,2.11,5,1.06,0.1
207035,5907005,59070288,resi,mh,1,mh,1.4,1.4,0.71,1.4,0.99,5,0.5,0.1
207036,5907005,59070288,resi,mh,1,mh,1.4,1.4,0.71,1.4,0.99,5,0.5,0.1
8700000,5907005,59070288,resi,sfd,5,sfd4,2.7,2.7,0.71,2.7,1.92,5,0.96,0.1
8701000,5907005,59070288,resi,sfd,3,sfd3,2.0,2.0,0.71,2.0,1.42,5,0.71,0.1
8702000,5907005,59070292,resi,sfd,3,sfd3,2.0,2.0,0.86,2.0,1.72,6,1.03,0.1
8703000,5907005,59070288,resi,sfd,3,sfd3,2.0,2.0,0.71,2.0,1.42,5,0.71,0.1
207037,5907005,59070288,resi,mh,1,mh,1.4,1.4,0.71,1.4,0.99,5,0.5,0.1
225001,5907005,59070288,resi,sfd,2,sfd2,1.9,1.9,0.71,1.9,1.35,5,0.68,0.1
8626001,5907005,59070288,resi,sfd,2,sfd2,1.9,1.9,0.71,1.9,1.35,5,0.68,0.1
207038,5907005,59070288,resi,mh,1,mh,1.4,1.4,0.71,1.4,0.99,5,0.5,0.1
207039,5907005,59070288,resi,mh,1,mh,1.4,1.4,0.71,1.4,0.99,5,0.5,0.1
8665001,5907005,59070291,resi,sfd,3,sfd3,2.0,2.0,0.78,2.0,1.56,5,0.78,0.1
8705000,5907005,59070292,resi,sfd,4,sfd4,2.7,2.7,0.86,2.7,2.32,6,1.39,0.1
8706000,5907005,59070291,resi,sfd,4,sfd4,2.7,2.7,0.78,2.7,2.11,5,1.06,0.1
8672001,5907005,59070291,resi,sfd,2,sfd2,1.9,1.9,0.78,1.9,1.48,5,0.74,0.1
8707000,5907005,59070288,resi,sfd,3,sfd3,2.0,2.0,0.71,2.0,1.42,5,0.71,0.1
207040,5907005,59070288,resi,mh,1,mh,1.4,1.4,0.71,1.4,0.99,5,0.5,0.1
207041,5907005,59070288,resi,mh,1,mh,1.4,1.4,0.71,1.4,0.99,5,0.5,0.1
8708000,5907005,59070288,resi,sfd,4,sfd4,2.7,2.7,0.71,2.7,1.92,5,0.96,0.1
8709000,5907005,59070288,resi,sfd,3,sfd3,2.0,2.0,0.71,2.0,1.42,5,0.71,0.1
8710000,5907005,59070288,resi,sfd,4,sfd4,2.7,2.7,0.71,2.7,1.92,5,0.96,0.1
8711000,5907005,59070288,resi,sfd,2,sfd2,1.9,1.9,0.71,1.9,1.35,5,0.68,0.1
8713000,5907005,59070287,resi,mf,4,mf,0.813829787,3.255319149,0.62,3.3,2.02,5,1.01,0.1
8715000,5907005,59070288,resi,sfd,3,sfd3,2.0,2.0,0.71,2.0,1.42,5,0.71,0.1
8726000,5907005,59070288,resi,sfd,1,sfd1,1.5,1.5,0.71,1.5,1.07,5,0.54,0.1
8727000,5907005,59070287,resi,sfd,3,sfd3,2.0,2.0,0.62,2.0,1.24,5,0.62,0.1
8729000,5907005,59070291,resi,sfd,5,sfd4,2.7,2.7,0.78,2.7,2.11,5,1.06,0.1
8730000,5907005,59070287,resi,sfd,1,sfd1,1.5,1.5,0.62,1.5,0.93,5,0.47,0.1
8731000,5907005,59070291,resi,sfd,6,sfd4,2.7,2.7,0.78,2.7,2.11,5,1.06,0.1
8732000,5907005,59070291,resi,sfd,4,sfd4,2.7,2.7,0.78,2.7,2.11,5,1.06,0.1
8733000,5907005,59070288,resi,sfd,3,sfd3,2.0,2.0,0.71,2.0,1.42,5,0.71,0.1
8730001,5907005,59070287,resi,sfd,1,sfd1,1.5,1.5,0.62,1.5,0.93,5,0.47,0.1
8736000,5907005,59070287,resi,sfd,1,sfd1,1.5,1.5,0.62,1.5,0.93,5,0.47,0.1
8730002,5907005,59070287,resi,sfd,1,sfd1,1.5,1.5,0.62,1.5,0.93,5,0.47,0.1
8738000,5907005,59070288,resi,sfd,3,sfd3,2.0,2.0,0.71,2.0,1.42,5,0.71,0.1
256001,5907005,59070286,resi,mf,10,mf,0.813829787,8.138297872,0.6,8.1,4.88,3,1.46,0.1
8739000,5907005,59070288,resi,sfd,4,sfd4,2.7,2.7,0.71,2.7,1.92,5,0.96,0.1
8741000,5907005,59070288,resi,sfd,3,sfd3,2.0,2.0,0.71,2.0,1.42,5,0.71,0.1
239001,5907005,59070292,resi,sfd,6,sfd4,2.7,2.7,0.86,2.7,2.32,6,1.39,0.1
8742000,5907005,59070288,resi,sfd,2,sfd2,1.9,1.9,0.71,1.9,1.35,5,0.68,0.1
8743000,5907005,59070288,resi,sfd,5,sfd4,2.7,2.7,0.71,2.7,1.92,5,0.96,0.1
8745000,5907005,59070288,resi,sfd,4,sfd4,2.7,2.7,0.71,2.7,1.92,5,0.96,0.1
8747000,5907005,59070288,resi,sfd,2,sfd2,1.9,1.9,0.71,1.9,1.35,5,0.68,0.1
8730003,5907005,59070287,resi,sfd,1,sfd1,1.5,1.5,0.62,1.5,0.93,5,0.47,0.1
8713001,5907005,59070287,resi,mf,4,mf,0.813829787,3.255319149,0.62,3.3,2.02,5,1.01,0.1
256002,5907005,59070286,resi,mf,10,mf,0.813829787,8.138297872,0.6,8.1,4.88,3,1.46,0.1
8750000,5907005,59070288,resi,sfd,2,sfd2,1.9,1.9,0.71,1.9,1.35,5,0.68,0.1
8751000,5907005,59070288,resi,sfd,4,sfd4,2.7,2.7,0.71,2.7,1.92,5,0.96,0.1
275001,5907005,59070286,resi,mf,4,mf,0.813829787,3.255319149,0.6,3.3,1.95,3,0.59,0.1
265001,5907005,59070287,resi,sfd,1,sfd1,1.5,1.5,0.62,1.5,0.93,5,0.47,0.1
275002,5907005,59070286,resi,mf,4,mf,0.813829787,3.255319149,0.6,3.3,1.95,3,0.59,0.1
8759000,5907005,59070287,resi,sfd,3,sfd3,2.0,2.0,0.62,2.0,1.24,5,0.62,0.1
8760000,5907005,59070287,resi,sfd,2,sfd2,1.9,1.9,0.62,1.9,1.18,5,0.59,0.1
275003,5907005,59070286,resi,mf,4,mf,0.813829787,3.255319149,0.6,3.3,1.95,3,0.59,0.1
8762000,5907005,59070288,resi,sfd,2,sfd2,1.9,1.9,0.71,1.9,1.35,5,0.68,0.1
8763000,5907005,59070288,resi,sfd,2,sfd2,1.9,1.9,0.71,1.9,1.35,5,0.68,0.1
256003,5907005,59070286,resi,mf,10,mf,0.813829787,8.138297872,0.6,8.1,4.88,3,1.46,0.1
8765000,5907005,59070286,resi,sfd,6,sfd4,2.7,2.7,0.6,2.7,1.62,3,0.49,0.1
8713002,5907005,59070287,resi,mf,4,mf,0.813829787,3.255319149,0.62,3.3,2.02,5,1.01,0.1
8736001,5907005,59070287,resi,sfd,1,sfd1,1.5,1.5,0.62,1.5,0.93,5,0.47,0.1
8714001,5907005,59070286,resi,sfd,2,sfd2,1.9,1.9,0.6,1.9,1.14,3,0.34,0.1
8768000,5907005,59070287,resi,sfd,5,sfd4,2.7,2.7,0.62,2.7,1.67,5,0.84,0.1
8765001,5907005,59070286,resi,sfd,6,sfd4,2.7,2.7,0.6,2.7,1.62,3,0.49,0.1
8736002,5907005,59070287,resi,sfd,1,sfd1,1.5,1.5,0.62,1.5,0.93,5,0.47,0.1
8770000,5907005,59070287,resi,sfd,2,sfd2,1.9,1.9,0.62,1.9,1.18,5,0.59,0.1
8713003,5907005,59070287,resi,mf,4,mf,0.813829787,3.255319149,0.62,3.3,2.02,5,1.01,0.1
8771000,5907005,59070287,resi,sfd,1,sfd1,1.5,1.5,0.62,1.5,0.93,5,0.47,0.1
8736003,5907005,59070287,resi,sfd,1,sfd1,1.5,1.5,0.62,1.5,0.93,5,0.47,0.1
8772000,5907005,59070287,resi,sfd,3,sfd3,2.0,2.0,0.62,2.0,1.24,5,0.62,0.1
8774000,5907005,59070288,resi,sfd,3,sfd3,2.0,2.0,0.71,2.0,1.42,5,0.71,0.1
8775000,5907005,59070287,resi,sfd,4,sfd4,2.7,2.7,0.62,2.7,1.67,5,0.84,0.1
8776000,5907005,59070287,resi,sfd,5,sfd4,2.7,2.7,0.62,2.7,1.67,5,0.84,0.1
8777000,5907005,59070287,resi,sfd,3,sfd3,2.0,2.0,0.62,2.0,1.24,5,0.62,0.1
257001,5907005,59070286,resi,mf,10,mf,0.813829787,8.138297872,0.6,8.1,4.88,3,1.46,0.1
8780000,5907005,59070287,resi,sfd,2,sfd2,1.9,1.9,0.62,1.9,1.18,5,0.59,0.1
8752001,5907005,59070287,resi,sfd,3,sfd3,2.0,2.0,0.62,2.0,1.24,5,0.62,0.1
8781000,5907005,59070287,resi,sfd,2,sfd2,1.9,1.9,0.62,1.9,1.18,5,0.59,0.1
8782000,5907005,59070287,resi,sfd,3,sfd3,2.0,2.0,0.62,2.0,1.24,5,0.62,0.1
8783000,5907005,59070287,resi,sfd,2,sfd2,1.9,1.9,0.62,1.9,1.18,5,0.59,0.1
8784000,5907005,59070287,resi,sfd,1,sfd1,1.5,1.5,0.62,1.5,0.93,5,0.47,0.1
262001,5907005,59070287,resi,sfd,3,sfd3,2.0,2.0,0.62,2.0,1.24,5,0.62,0.1
8785000,5907005,59070287,resi,sfd,1,sfd1,1.5,1.5,0.62,1.5,0.93,5,0.47,0.1
8786000,5907005,59070287,resi,sfd,1,sfd1,1.5,1.5,0.62,1.5,0.93,5,0.47,0.1
8797000,5907005,59070287,resi,sfd,2,sfd2,1.9,1.9,0.62,1.9,1.18,5,0.59,0.1
8798000,5907005,59070287,resi,sfd,3,sfd3,2.0,2.0,0.62,2.0,1.24,5,0.62,0.1
8799000,5907005,59070287,resi,sfd,2,sfd2,1.9,1.9,0.62,1.9,1.18,5,0.59,0.1
8800000,5907005,59070287,resi,sfd,3,sfd3,2.0,2.0,0.62,2.0,1.24,5,0.62,0.1
8759001,5907005,59070287,resi,sfd,3,sfd3,2.0,2.0,0.62,2.0,1.24,5,0.62,0.1
8801000,5907005,59070287,resi,sfd,2,sfd2,1.9,1.9,0.62,1.9,1.18,5,0.59,0.1
8760001,5907005,59070287,resi,sfd,2,sfd2,1.9,1.9,0.62,1.9,1.18,5,0.59,0.1
266001,5907005,59070287,resi,sfd,4,sfd4,2.7,2.7,0.62,2.7,1.67,5,0.84,0.1
8802000,5907005,59070287,resi,sfd,2,sfd2,1.9,1.9,0.62,1.9,1.18,5,0.59,0.1
8803000,5907005,59070287,resi,sfd,2,sfd2,1.9,1.9,0.62,1.9,1.18,5,0.59,0.1
8804000,5907005,59070287,resi,sfd,2,sfd2,1.9,1.9,0.62,1.9,1.18,5,0.59,0.1
8805000,5907005,59070287,resi,sfd,4,sfd4,2.7,2.7,0.62,2.7,1.67,5,0.84,0.1
8806000,5907005,59070287,resi,sfd,4,sfd4,2.7,2.7,0.62,2.7,1.67,5,0.84,0.1
273001,5907005,59070287,resi,sfd,6,sfd4,2.7,2.7,0.62,2.7,1.67,5,0.84,0.1
257002,5907005,59070286,resi,mf,10,mf,0.813829787,8.138297872,0.6,8.1,4.88,3,1.46,0.1
8807000,5907005,59070288,resi,sfd,3,sfd3,2.0,2.0,0.71,2.0,1.42,5,0.71,0.1
8808000,5907005,59070288,resi,sfd,1,sfd1,1.5,1.5,0.71,1.5,1.07,5,0.54,0.1
8809000,5907005,59070288,resi,sfd,2,sfd2,1.9,1.9,0.71,1.9,1.35,5,0.68,0.1
8810000,5907005,59070288,resi,sfd,2,sfd2,1.9,1.9,0.71,1.9,1.35,5,0.68,0.1
8789001,5907005,59070288,resi,sfd,3,sfd3,2.0,2.0,0.71,2.0,1.42,5,0.71,0.1
8811000,5907005,59070288,resi,sfd,2,sfd2,1.9,1.9,0.71,1.9,1.35,5,0.68,0.1
8812000,5907005,59070288,resi,sfd,3,sfd3,2.0,2.0,0.71,2.0,1.42,5,0.71,0.1
8813000,5907005,59070288,resi,sfd,3,sfd3,2.0,2.0,0.71,2.0,1.42,5,0.71,0.1
8797001,5907005,59070287,resi,sfd,2,sfd2,1.9,1.9,0.62,1.9,1.18,5,0.59,0.1
268001,5907005,59070287,resi,sfd,3,sfd3,2.0,2.0,0.62,2.0,1.24,5,0.62,0.1
250001,5907005,59070286,resi,sfd,2,sfd2,1.9,1.9,0.6,1.9,1.14,3,0.34,0.1
8818000,5907005,59070287,resi,sfd,6,sfd4,2.7,2.7,0.62,2.7,1.67,5,0.84,0.1
8819000,5907005,59070286,resi,sfd,3,sfd3,2.0,2.0,0.6,2.0,1.2,3,0.36,0.1
8820000,5907005,59070288,resi,sfd,2,sfd2,1.9,1.9,0.71,1.9,1.35,5,0.68,0.1
8821000,5907005,59070288,resi,sfd,3,sfd3,2.0,2.0,0.71,2.0,1.42,5,0.71,0.1
8822000,5907005,59070288,resi,sfd,2,sfd2,1.9,1.9,0.71,1.9,1.35,5,0.68,0.1
8823000,5907005,59070292,resi,sfd,3,sfd3,2.0,2.0,0.86,2.0,1.72,6,1.03,0.1
8824000,5907005,59070287,resi,sfd,3,sfd3,2.0,2.0,0.62,2.0,1.24,5,0.62,0.1
8736004,5907005,59070287,resi,sfd,1,sfd1,1.5,1.5,0.62,1.5,0.93,5,0.47,0.1
207042,5907005,59070288,resi,mh,1,mh,1.4,1.4,0.71,1.4,0.99,5,0.5,0.1
8828000,5907005,59070292,resi,sfd,3,sfd3,2.0,2.0,0.86,2.0,1.72,6,1.03,0.1
8832000,5907005,59070291,resi,sfd,3,sfd3,2.0,2.0,0.78,2.0,1.56,5,0.78,0.1
8833000,5907005,59070292,resi,sfd,3,sfd3,2.0,2.0,0.86,2.0,1.72,6,1.03,0.1
8834000,5907005,59070287,resi,sfd,3,sfd3,2.0,2.0,0.62,2.0,1.24,5,0.62,0.1
8835000,5907005,59070291,resi,sfd,5,sfd4,2.7,2.7,0.78,2.7,2.11,5,1.06,0.1
207043,5907005,59070288,resi,mh,1,mh,1.4,1.4,0.71,1.4,0.99,5,0.5,0.1
8836000,5907005,59070288,resi,sfd,2,sfd2,1.9,1.9,0.71,1.9,1.35,5,0.68,0.1
8837000,5907005,59070288,resi,mf,118,mf,0.813829787,96.03191489,0.71,96.0,68.18,5,34.09,0.1
8838000,5907005,59070288,resi,sfd,2,sfd2,1.9,1.9,0.71,1.9,1.35,5,0.68,0.1
8726001,5907005,59070288,resi,sfd,1,sfd1,1.5,1.5,0.71,1.5,1.07,5,0.54,0.1
8839000,5907005,59070291,resi,sfd,4,sfd4,2.7,2.7,0.78,2.7,2.11,5,1.06,0.1
8736005,5907005,59070287,resi,sfd,1,sfd1,1.5,1.5,0.62,1.5,0.93,5,0.47,0.1
8840000,5907005,59070291,resi,sfd,3,sfd3,2.0,2.0,0.78,2.0,1.56,5,0.78,0.1
8842000,5907005,59070291,resi,sfd,3,sfd3,2.0,2.0,0.78,2.0,1.56,5,0.78,0.1
8843000,5907005,59070287,resi,mf,66,mf,0.813829787,53.71276596,0.62,53.7,33.3,5,16.65,0.1
8844000,5907005,59070287,resi,sfd,4,sfd4,2.7,2.7,0.62,2.7,1.67,5,0.84,0.1
8847000,5907005,59070286,resi,sfd,2,sfd2,1.9,1.9,0.6,1.9,1.14,3,0.34,0.1
8851000,5907005,59070287,resi,sfd,3,sfd3,2.0,2.0,0.62,2.0,1.24,5,0.62,0.1
8853000,5907005,59070287,resi,sfd,4,sfd4,2.7,2.7,0.62,2.7,1.67,5,0.84,0.1
8854000,5907005,59070287,resi,sfd,3,sfd3,2.0,2.0,0.62,2.0,1.24,5,0.62,0.1
8856000,5907005,59070287,resi,sfd,3,sfd3,2.0,2.0,0.62,2.0,1.24,5,0.62,0.1
8857000,5907005,59070287,resi,sfd,3,sfd3,2.0,2.0,0.62,2.0,1.24,5,0.62,0.1
8864000,5907005,59070286,resi,sfd,3,sfd3,2.0,2.0,0.6,2.0,1.2,3,0.36,0.1
