xid,0.2,0.05,0.01,0.005,0.002,0.0,ead
1,,0.0,0.0,0.0,0.0,,0.0
2,,0.0,0.0,0.0,0.0,,0.0
3,0.0,0.0,0.0,0.0,0.7,1.167,0.003
4,,0.0,0.0,0.0,0.0,,0.0
5,,0.0,0.0,0.0,0.0,,0.0
6,,0.0,0.0,0.0,0.0,,0.0
7,0.0,0.0,0.0,1.0,1.0,1.0,0.008
8,,0.0,0.0,0.0,0.0,,0.0
9,,0.0,0.0,0.0,0.0,,0.0
