bid,NHC2020_DEM_20210804_5x5_cmp
6525000,344.7900085449219
5072000,344.7300109863281
23824000,344.79998779296875
23851000,344.7699890136719
23851001,344.5899963378906
23851002,344.6899719238281
23851003,344.6499938964844
23851004,344.6199645996094
24382000,346.1099853515625
24293000,345.47998046875
24293001,345.6299743652344
5083000,345.19000244140625
5078001,345.0599670410156
5197000,345.1300048828125
5180000,345.28997802734375
5179000,345.3499755859375
5087000,345.1300048828125
5102000,344.739990234375
24220000,345.16998291015625
24312000,345.6999816894531
24312001,344.760009765625
5102001,344.6600036621094
5102002,344.69000244140625
5102003,344.4599914550781
24302000,345.2599792480469
24302001,344.9499816894531
5085000,345.0699768066406
5086000,345.0400085449219
5127000,345.16998291015625
5186000,344.489990234375
24261001,344.6300048828125
24261000,344.6299743652344
5110000,345.1300048828125
23134000,344.5
25989002,396.239990234375
4839000,344.3500061035156
4840000,344.42999267578125
4843000,344.4499816894531
5157007,343.28997802734375
24349000,344.4200134277344
5071000,344.88995361328125
5128000,345.2499694824219
18848002,346.15997314453125
9862000,292.44000244140625
9862001,292.07000732421875
9862002,292.03997802734375
744000,297.0199890136719
10258000,297.1999816894531
10065000,295.3600158691406
10241000,295.8600158691406
721000,296.1300048828125
10227000,295.6099853515625
218000,282.0199890136719
8618000,280.6000061035156
8618001,280.2599792480469
10277001,295.79998779296875
10277002,295.72998046875
10277000,296.1099853515625
12463005,343.83001708984375
9700000,303.9700012207031
9700001,301.6299743652344
13956000,345.3499755859375
1700000,345.219970703125
1701001,345.08001708984375
1700001,344.8699645996094
1700002,345.9700012207031
1701000,345.52996826171875
1701004,345.6000061035156
1701002,348.29998779296875
1701003,346.8399658203125
12744001,347.6499938964844
12744002,348.0899963378906
12744000,347.3299865722656
12665000,344.42999267578125
13404000,354.0999755859375
12773000,344.67999267578125
12773001,346.0799865722656
12773002,345.3499755859375
12773003,346.05999755859375
12773004,345.3399963378906
12773005,345.7099914550781
13033001,341.95001220703125
13033002,342.4499816894531
13033003,342.25
13033005,342.4100036621094
13033006,342.2499694824219
13033007,342.1199951171875
13033008,342.65997314453125
13033009,342.2900085449219
13033010,342.66998291015625
13033011,341.92999267578125
13033012,341.9599914550781
13033013,341.92999267578125
13033014,342.4300231933594
13033016,342.489990234375
13033017,342.47998046875
13033018,342.4800109863281
13033019,342.3399963378906
13033020,341.8999938964844
13033021,342.55999755859375
13033022,342.0400085449219
13033023,342.42999267578125
13033024,341.97998046875
13033025,342.47998046875
13033026,342.54998779296875
13033028,341.989990234375
13033030,342.0799865722656
13033031,342.5899963378906
13033032,342.0699768066406
13033033,342.5899963378906
13033035,342.69000244140625
13033037,342.4599914550781
13033039,342.5899658203125
13033042,342.7599792480469
13033043,342.3999938964844
13033044,342.7799987792969
13033046,342.4599914550781
13033047,342.80999755859375
13033049,342.78997802734375
13033051,342.6400146484375
13033052,342.7099609375
13033055,342.9499816894531
13033056,343.0500183105469
13033057,342.8699951171875
13033058,343.0999755859375
13033060,342.94000244140625
13033061,342.91998291015625
13033062,343.04998779296875
13033000,343.0699768066406
13033004,342.29998779296875
13033015,342.7499694824219
13033027,342.3399658203125
13033029,343.2400207519531
13033034,343.16998291015625
13033036,342.989990234375
13033038,343.20001220703125
13033040,343.0199890136719
13033041,343.0199890136719
13033045,343.4700012207031
13033048,342.6299743652344
13033050,342.8299865722656
13033053,342.989990234375
13033054,342.989990234375
13033059,342.989990234375
13180000,346.2300109863281
1750003,344.6800231933594
2546000,346.0199890136719
1587000,354.0699768066406
14849000,342.8599853515625
3364000,345.94000244140625
2646001,346.0599670410156
2505000,349.05999755859375
2504000,349.44000244140625
1228034,340.760009765625
