xid,f0_scale,f0_elv,SOURCE,OPERATINGVOLTAGE,SUBTYPECD,layer,prev_bdroms_sum,bdrms_sum
3916,1,0.1,City of Penticton,,7.0,Electric_Transformer,,8.0
3119,1,0.1,City of Penticton,,7.0,Electric_Transformer,,25.6
3312,1,0.1,City of Penticton,,3.0,Electric_Transformer,,54.0
3867,1,0.1,City of Penticton,,7.0,Electric_Transformer,,27.0
2989,1,0.1,City of Penticton,,7.0,Electric_Transformer,,5.0
3306,1,0.1,City of Penticton,,3.0,Electric_Transformer,,44.0
3164,1,0.1,City of Penticton,,7.0,Electric_Transformer,,2.0
3313,1,0.1,City of Penticton,,3.0,Electric_Transformer,,28.0
3513,1,0.1,City of Penticton,,3.0,Electric_Transformer,,125.0
3307,1,0.1,City of Penticton,,3.0,Electric_Transformer,,130.7
3764,1,0.1,City of Penticton,,7.0,Electric_Transformer,,145.0
2990,1,0.1,City of Penticton,,7.0,Electric_Transformer,,199.0
3509,1,0.1,City of Penticton,,7.0,Electric_Transformer,,160.0
3108,1,0.1,City of Penticton,,7.0,Electric_Transformer,,1.0
488,1,0.1,FortisBC,187.0,15.0,UNDERGROUND_TRANSFORMERS,2679.0,50.0
3727,1,0.1,City of Penticton,,7.0,Electric_Transformer,,146.0
3189,1,0.1,City of Penticton,,7.0,Electric_Transformer,,140.0
3829,1,0.1,City of Penticton,,7.0,Electric_Transformer,,268.0
3743,1,0.1,City of Penticton,,7.0,Electric_Transformer,,137.0
3120,1,0.1,City of Penticton,,7.0,Electric_Transformer,,15.0
3143,1,0.1,City of Penticton,,7.0,Electric_Transformer,,31.0
3186,1,0.1,City of Penticton,,7.0,Electric_Transformer,,21.0
3626,1,0.1,City of Penticton,,3.0,Electric_Transformer,,41.0
3511,1,0.1,City of Penticton,,7.0,Electric_Transformer,,1.0
2977,1,0.1,City of Penticton,,7.0,Electric_Transformer,,2.0
3705,1,0.1,City of Penticton,,7.0,Electric_Transformer,,159.7
3215,1,0.1,City of Penticton,,7.0,Electric_Transformer,,2.0
3076,1,0.1,City of Penticton,,7.0,Electric_Transformer,,104.0
3109,1,0.1,City of Penticton,,7.0,Electric_Transformer,,75.0
3388,1,0.1,City of Penticton,,3.0,Electric_Transformer,,195.5
3389,1,0.1,City of Penticton,,7.0,Electric_Transformer,,7.0
3643,1,0.1,City of Penticton,,7.0,Electric_Transformer,,80.5
2911,1,0.1,City of Penticton,,3.0,Electric_Transformer,,25.0
3636,1,0.1,City of Penticton,,3.0,Electric_Transformer,,25.5
3095,1,0.1,City of Penticton,,3.0,Electric_Transformer,,10.5
3331,1,0.1,City of Penticton,,3.0,Electric_Transformer,,122.1
3655,1,0.1,City of Penticton,,3.0,Electric_Transformer,,78.0
3605,1,0.1,City of Penticton,,3.0,Electric_Transformer,,29.0
3056,1,0.1,City of Penticton,,7.0,Electric_Transformer,,1.0
3893,1,0.1,City of Penticton,,3.0,Electric_Transformer,,64.0
3220,1,0.1,City of Penticton,,7.0,Electric_Transformer,,126.89999999999999
3117,1,0.1,City of Penticton,,7.0,Electric_Transformer,,40.0
3116,1,0.1,City of Penticton,,7.0,Electric_Transformer,,440.20000000000005
2988,1,0.1,City of Penticton,,7.0,Electric_Transformer,,106.0
3860,1,0.1,City of Penticton,,7.0,Electric_Transformer,,5.0
2976,1,0.1,City of Penticton,,7.0,Electric_Transformer,,27.0
3641,1,0.1,City of Penticton,,3.0,Electric_Transformer,,12.0
3115,1,0.1,City of Penticton,,3.0,Electric_Transformer,,6.0
3212,1,0.1,City of Penticton,,7.0,Electric_Transformer,,22.0
3118,1,0.1,City of Penticton,,7.0,Electric_Transformer,,181.0
3214,1,0.1,City of Penticton,,7.0,Electric_Transformer,,163.0
2942,1,0.1,City of Penticton,,3.0,Electric_Transformer,,22.0
2943,1,0.1,City of Penticton,,3.0,Electric_Transformer,,24.0
2944,1,0.1,City of Penticton,,3.0,Electric_Transformer,,24.0
3096,1,0.1,City of Penticton,,3.0,Electric_Transformer,,11.0
3156,1,0.1,City of Penticton,,3.0,Electric_Transformer,,18.0
2984,1,0.1,City of Penticton,,7.0,Electric_Transformer,,193.90000000000003
3155,1,0.1,City of Penticton,,3.0,Electric_Transformer,,12.0
3703,1,0.1,City of Penticton,,7.0,Electric_Transformer,,125.0
3704,1,0.1,City of Penticton,,7.0,Electric_Transformer,,13.0
2940,1,0.1,City of Penticton,,7.0,Electric_Transformer,,11.0
3861,1,0.1,City of Penticton,,3.0,Electric_Transformer,,81.5
2923,1,0.1,City of Penticton,,3.0,Electric_Transformer,,49.0
3752,1,0.1,City of Penticton,,7.0,Electric_Transformer,,92.5
3780,1,0.1,City of Penticton,,3.0,Electric_Transformer,,97.5
3147,1,0.1,City of Penticton,,7.0,Electric_Transformer,,14.0
2982,1,0.1,City of Penticton,,7.0,Electric_Transformer,,172.0
3758,1,0.1,City of Penticton,,7.0,Electric_Transformer,,113.0
2938,1,0.1,City of Penticton,,3.0,Electric_Transformer,,33.400000000000006
3884,1,0.1,City of Penticton,,7.0,Electric_Transformer,,98.0
3678,1,0.1,City of Penticton,,3.0,Electric_Transformer,,39.8
3679,1,0.1,City of Penticton,,3.0,Electric_Transformer,,28.0
3628,1,0.1,City of Penticton,,7.0,Electric_Transformer,,46.0
2906,1,0.1,City of Penticton,,3.0,Electric_Transformer,,98.8
3074,1,0.1,City of Penticton,,3.0,Electric_Transformer,,82.0
3792,1,0.1,City of Penticton,,3.0,Electric_Transformer,,50.2
3873,1,0.1,City of Penticton,,7.0,Electric_Transformer,,267.40000000000003
2985,1,0.1,City of Penticton,,7.0,Electric_Transformer,,6.0
3842,1,0.1,City of Penticton,,3.0,Electric_Transformer,,40.0
2934,1,0.1,City of Penticton,,3.0,Electric_Transformer,,386.5
3731,1,0.1,City of Penticton,,7.0,Electric_Transformer,,54.4
3785,1,0.1,City of Penticton,,7.0,Electric_Transformer,,225.90000000000003
3846,1,0.1,City of Penticton,,3.0,Electric_Transformer,,184.0
3805,1,0.1,City of Penticton,,7.0,Electric_Transformer,,2.0
3782,1,0.1,City of Penticton,,7.0,Electric_Transformer,,225.5
3152,1,0.1,City of Penticton,,7.0,Electric_Transformer,,88.0
3053,1,0.1,City of Penticton,,3.0,Electric_Transformer,,7.0
2980,1,0.1,City of Penticton,,7.0,Electric_Transformer,,33.0
3304,1,0.1,City of Penticton,,3.0,Electric_Transformer,,90.0
3072,1,0.1,City of Penticton,,7.0,Electric_Transformer,,131.0
3675,1,0.1,City of Penticton,,7.0,Electric_Transformer,,83.1
3230,1,0.1,City of Penticton,,3.0,Electric_Transformer,,233.0
3652,1,0.1,City of Penticton,,7.0,Electric_Transformer,,95.5
2979,1,0.1,City of Penticton,,7.0,Electric_Transformer,,3.0
3086,1,0.1,City of Penticton,,7.0,Electric_Transformer,,49.0
3423,1,0.1,City of Penticton,,7.0,Electric_Transformer,,72.0
3131,1,0.1,City of Penticton,,7.0,Electric_Transformer,,7.0
3163,1,0.1,City of Penticton,,7.0,Electric_Transformer,,161.0
3142,1,0.1,City of Penticton,,3.0,Electric_Transformer,,14.0
3211,1,0.1,City of Penticton,,3.0,Electric_Transformer,,10.0
3900,1,0.1,City of Penticton,,3.0,Electric_Transformer,,23.0
3879,1,0.1,City of Penticton,,3.0,Electric_Transformer,,141.0
3923,1,0.1,City of Penticton,,7.0,Electric_Transformer,,5.7
3430,1,0.1,City of Penticton,,7.0,Electric_Transformer,,33.0
3501,1,0.1,City of Penticton,,7.0,Electric_Transformer,,6.0
3603,1,0.1,City of Penticton,,7.0,Electric_Transformer,,78.0
3496,1,0.1,City of Penticton,,7.0,Electric_Transformer,,73.0
3604,1,0.1,City of Penticton,,7.0,Electric_Transformer,,96.0
3500,1,0.1,City of Penticton,,7.0,Electric_Transformer,,4.0
3092,1,0.1,City of Penticton,,7.0,Electric_Transformer,,47.0
3726,1,0.1,City of Penticton,,7.0,Electric_Transformer,,33.5
3843,1,0.1,City of Penticton,,3.0,Electric_Transformer,,104.0
3429,1,0.1,City of Penticton,,7.0,Electric_Transformer,,25.0
3802,1,0.1,City of Penticton,,7.0,Electric_Transformer,,1.0
3898,1,0.1,City of Penticton,,7.0,Electric_Transformer,,16.4
3788,1,0.1,City of Penticton,,3.0,Electric_Transformer,,147.0
3193,1,0.1,City of Penticton,,3.0,Electric_Transformer,,309.0
2939,1,0.1,City of Penticton,,7.0,Electric_Transformer,,109.0
3809,1,0.1,City of Penticton,,3.0,Electric_Transformer,,59.0
3883,1,0.1,City of Penticton,,3.0,Electric_Transformer,,1.0
477,1,0.1,FortisBC,150.0,3.0,UNDERGROUND_TRANSFORMERS,617.0,10.0
2983,1,0.1,City of Penticton,,7.0,Electric_Transformer,,1.5
2941,1,0.1,City of Penticton,,7.0,Electric_Transformer,,155.0
3869,1,0.1,City of Penticton,,7.0,Electric_Transformer,,111.0
3414,1,0.1,City of Penticton,,7.0,Electric_Transformer,,6.0
3787,1,0.1,City of Penticton,,3.0,Electric_Transformer,,43.0
476,1,0.1,FortisBC,150.0,3.0,UNDERGROUND_TRANSFORMERS,0.0,12.0
3890,1,0.1,City of Penticton,,3.0,Electric_Transformer,,1.0
3817,1,0.1,City of Penticton,,3.0,Electric_Transformer,,50.0
3104,1,0.1,City of Penticton,,3.0,Electric_Transformer,,85.0
3242,1,0.1,City of Penticton,,3.0,Electric_Transformer,,87.0
3209,1,0.1,City of Penticton,,3.0,Electric_Transformer,,62.900000000000006
3808,1,0.1,City of Penticton,,3.0,Electric_Transformer,,247.8
480,1,0.1,FortisBC,150.0,3.0,UNDERGROUND_TRANSFORMERS,0.0,6.0
3901,1,0.1,City of Penticton,,3.0,Electric_Transformer,,43.5
3891,1,0.1,City of Penticton,,7.0,Electric_Transformer,,65.0
482,1,0.1,FortisBC,150.0,3.0,UNDERGROUND_TRANSFORMERS,0.0,12.0
3499,1,0.1,City of Penticton,,7.0,Electric_Transformer,,47.0
3925,1,0.1,City of Penticton,,7.0,Electric_Transformer,,135.0
2981,1,0.1,City of Penticton,,3.0,Electric_Transformer,,25.0
3784,1,0.1,City of Penticton,,3.0,Electric_Transformer,,43.0
483,1,0.1,FortisBC,150.0,3.0,UNDERGROUND_TRANSFORMERS,645.0,9.0
3213,1,0.1,City of Penticton,,7.0,Electric_Transformer,,57.199999999999996
3187,1,0.1,City of Penticton,,3.0,Electric_Transformer,,20.0
3157,1,0.1,City of Penticton,,7.0,Electric_Transformer,,131.0
3931,1,0.1,City of Penticton,,7.0,Electric_Transformer,,23.0
3431,1,0.1,City of Penticton,,7.0,Electric_Transformer,,53.0
3077,1,0.1,City of Penticton,,7.0,Electric_Transformer,,43.5
3897,1,0.1,City of Penticton,,3.0,Electric_Transformer,,18.0
3136,1,0.1,City of Penticton,,3.0,Electric_Transformer,,6.0
3677,1,0.1,City of Penticton,,7.0,Electric_Transformer,,22.0
3432,1,0.1,City of Penticton,,7.0,Electric_Transformer,,6.0
3778,1,0.1,City of Penticton,,3.0,Electric_Transformer,,39.5
3530,1,0.1,City of Penticton,,7.0,Electric_Transformer,,25.0
3660,1,0.1,City of Penticton,,7.0,Electric_Transformer,,26.0
3917,1,0.1,City of Penticton,,3.0,Electric_Transformer,,156.0
3006,1,0.1,City of Penticton,,7.0,Electric_Transformer,,21.0
485,1,0.1,FortisBC,150.0,3.0,UNDERGROUND_TRANSFORMERS,0.0,11.0
3033,1,0.1,City of Penticton,,3.0,Electric_Transformer,,19.0
3498,1,0.1,City of Penticton,,7.0,Electric_Transformer,,67.0
3198,1,0.1,City of Penticton,,3.0,Electric_Transformer,,54.0
3924,1,0.1,City of Penticton,,7.0,Electric_Transformer,,1.0
3766,1,0.1,City of Penticton,,3.0,Electric_Transformer,,12.0
3899,1,0.1,City of Penticton,,3.0,Electric_Transformer,,42.0
486,1,0.1,FortisBC,150.0,3.0,UNDERGROUND_TRANSFORMERS,0.0,9.0
487,1,0.1,FortisBC,150.0,3.0,UNDERGROUND_TRANSFORMERS,0.0,15.0
3793,1,0.1,City of Penticton,,7.0,Electric_Transformer,,136.3
3791,1,0.1,City of Penticton,,7.0,Electric_Transformer,,272.6
3070,1,0.1,City of Penticton,,7.0,Electric_Transformer,,34.0
3007,1,0.1,City of Penticton,,7.0,Electric_Transformer,,138.0
3057,1,0.1,City of Penticton,,7.0,Electric_Transformer,,47.0
490,1,0.1,FortisBC,150.0,3.0,UNDERGROUND_TRANSFORMERS,2580.0,8.0
2945,1,0.1,City of Penticton,,7.0,Electric_Transformer,,32.800000000000004
3433,1,0.1,City of Penticton,,3.0,Electric_Transformer,,6.0
3068,1,0.1,City of Penticton,,3.0,Electric_Transformer,,92.0
2927,1,0.1,City of Penticton,,7.0,Electric_Transformer,,213.5
489,1,0.1,FortisBC,150.0,3.0,UNDERGROUND_TRANSFORMERS,0.0,7.0
3854,1,0.1,City of Penticton,,7.0,Electric_Transformer,,1.0
491,1,0.1,FortisBC,150.0,3.0,UNDERGROUND_TRANSFORMERS,0.0,9.0
492,1,0.1,FortisBC,150.0,3.0,UNDERGROUND_TRANSFORMERS,0.0,14.0
3168,1,0.1,City of Penticton,,7.0,Electric_Transformer,,48.0
3134,1,0.1,City of Penticton,,3.0,Electric_Transformer,,8.0
3596,1,0.1,City of Penticton,,7.0,Electric_Transformer,,46.0
3073,1,0.1,City of Penticton,,7.0,Electric_Transformer,,203.0
3004,1,0.1,City of Penticton,,7.0,Electric_Transformer,,46.0
493,1,0.1,FortisBC,150.0,3.0,UNDERGROUND_TRANSFORMERS,0.0,8.0
494,1,0.1,FortisBC,150.0,3.0,UNDERGROUND_TRANSFORMERS,0.0,14.0
497,1,0.1,FortisBC,150.0,3.0,UNDERGROUND_TRANSFORMERS,3964.0,11.0
495,1,0.1,FortisBC,150.0,3.0,UNDERGROUND_TRANSFORMERS,0.0,7.0
496,1,0.1,FortisBC,150.0,3.0,UNDERGROUND_TRANSFORMERS,0.0,14.0
3167,1,0.1,City of Penticton,,7.0,Electric_Transformer,,126.0
3631,1,0.1,City of Penticton,,3.0,Electric_Transformer,,8.0
3154,1,0.1,City of Penticton,,7.0,Electric_Transformer,,136.5
2932,1,0.1,City of Penticton,,7.0,Electric_Transformer,,273.0
499,1,0.1,FortisBC,150.0,3.0,UNDERGROUND_TRANSFORMERS,0.0,2.0
502,1,0.1,FortisBC,150.0,3.0,UNDERGROUND_TRANSFORMERS,0.0,10.0
3630,1,0.1,City of Penticton,,7.0,Electric_Transformer,,116.0
503,1,0.1,FortisBC,150.0,3.0,UNDERGROUND_TRANSFORMERS,0.0,7.0
504,1,0.1,FortisBC,150.0,3.0,UNDERGROUND_TRANSFORMERS,0.0,8.0
3882,1,0.1,City of Penticton,,3.0,Electric_Transformer,,7.0
506,1,0.1,FortisBC,150.0,3.0,UNDERGROUND_TRANSFORMERS,0.0,6.0
507,1,0.1,FortisBC,150.0,3.0,UNDERGROUND_TRANSFORMERS,0.0,11.0
508,1,0.1,FortisBC,150.0,3.0,UNDERGROUND_TRANSFORMERS,0.0,4.0
509,1,0.1,FortisBC,150.0,3.0,UNDERGROUND_TRANSFORMERS,0.0,3.0
510,1,0.1,FortisBC,187.0,15.0,UNDERGROUND_TRANSFORMERS,0.0,1.0
511,1,0.1,FortisBC,150.0,3.0,UNDERGROUND_TRANSFORMERS,97.0,77.0
3526,1,0.1,City of Penticton,,7.0,Electric_Transformer,,5.0
3757,1,0.1,City of Penticton,,3.0,Electric_Transformer,,7.0
518,1,0.1,FortisBC,230.0,15.0,UNDERGROUND_TRANSFORMERS,121.0,150.5
520,1,0.1,FortisBC,172.0,3.0,UNDERGROUND_TRANSFORMERS,1408.0,1536.5999999999997
521,1,0.1,FortisBC,230.0,15.0,UNDERGROUND_TRANSFORMERS,500.0,527.4000000000001
522,1,0.1,FortisBC,172.0,3.0,UNDERGROUND_TRANSFORMERS,28.0,25.0
523,1,0.1,FortisBC,172.0,3.0,UNDERGROUND_TRANSFORMERS,611.0,582.7
524,1,0.1,BC Hydro Distribution,,,UG_TRANSFORMER,123.0,127.40000000000015
525,1,0.1,FortisBC,172.0,3.0,UNDERGROUND_TRANSFORMERS,0.0,2.0
527,1,0.1,FortisBC,172.0,3.0,UNDERGROUND_TRANSFORMERS,1.0,1.0
529,1,0.1,FortisBC,172.0,3.0,UNDERGROUND_TRANSFORMERS,1.0,2.0
530,1,0.1,FortisBC,172.0,3.0,UNDERGROUND_TRANSFORMERS,1.0,2.0
531,1,0.1,FortisBC,230.0,15.0,UNDERGROUND_TRANSFORMERS,0.0,7.0
532,1,0.1,FortisBC,172.0,3.0,UNDERGROUND_TRANSFORMERS,56.0,59.9
533,1,0.1,FortisBC,172.0,3.0,UNDERGROUND_TRANSFORMERS,10.0,10.0
534,1,0.1,FortisBC,230.0,15.0,UNDERGROUND_TRANSFORMERS,0.0,3.0
535,1,0.1,BC Hydro Distribution,,,UG_TRANSFORMER,31.0,8.0
536,1,0.1,BC Hydro Distribution,,,UG_TRANSFORMER,339.0,358.3
537,1,0.1,BC Hydro Distribution,,,UG_TRANSFORMER,140.0,107.89999999999999
538,1,0.1,BC Hydro Distribution,,,UG_TRANSFORMER,234.0,228.0
539,1,0.1,BC Hydro Distribution,,,UG_TRANSFORMER,118.0,105.1
540,1,0.1,BC Hydro Distribution,,,UG_TRANSFORMER,31.0,32.6
541,1,0.1,BC Hydro Distribution,,,UG_TRANSFORMER,6.0,208.0
542,1,0.1,BC Hydro Distribution,,,UG_TRANSFORMER,0.0,1.0
545,1,0.1,BC Hydro Distribution,,,UG_TRANSFORMER,83.0,245.0
550,1,0.1,BC Hydro Distribution,,,UG_TRANSFORMER,39.0,33.0
551,1,0.1,FortisBC,230.0,15.0,UNDERGROUND_TRANSFORMERS,2.0,3.0
552,1,0.1,BC Hydro Distribution,,,UG_TRANSFORMER,67.0,71.0
553,1,0.1,BC Hydro Distribution,,,UG_TRANSFORMER,21.0,16.0
554,1,0.1,BC Hydro Distribution,,,UG_TRANSFORMER,62.0,46.2
555,1,0.1,BC Hydro Distribution,,,UG_TRANSFORMER,18.0,21.0
556,1,0.1,BC Hydro Distribution,,,UG_TRANSFORMER,11.0,8.0
559,1,0.1,BC Hydro Distribution,,,UG_TRANSFORMER,149.0,122.0
560,1,0.1,FortisBC,230.0,15.0,UNDERGROUND_TRANSFORMERS,48.0,43.0
561,1,0.1,BC Hydro Distribution,,,UG_TRANSFORMER,30.0,25.6
562,1,0.1,BC Hydro Distribution,,,UG_TRANSFORMER,43.0,37.0
565,1,0.1,BC Hydro Distribution,,,UG_TRANSFORMER,53.0,71.1
566,1,0.1,BC Hydro Distribution,,,UG_TRANSFORMER,77.0,74.0
567,1,0.1,FortisBC,10.0,3.0,UNDERGROUND_TRANSFORMERS,22.0,20.099999999999998
568,1,0.1,FortisBC,172.0,3.0,UNDERGROUND_TRANSFORMERS,14.0,10.0
569,1,0.1,FortisBC,172.0,3.0,UNDERGROUND_TRANSFORMERS,13.0,17.0
576,1,0.1,BC Hydro Distribution,,,UG_TRANSFORMER,54.0,51.9
581,1,0.1,FortisBC,230.0,15.0,UNDERGROUND_TRANSFORMERS,21.0,16.0
582,1,0.1,FortisBC,172.0,3.0,UNDERGROUND_TRANSFORMERS,45.0,32.0
583,1,0.1,BC Hydro Distribution,,,UG_TRANSFORMER,108.0,111.0
592,1,0.1,FortisBC,172.0,3.0,UNDERGROUND_TRANSFORMERS,40.0,20.1
596,1,0.1,FortisBC,172.0,3.0,UNDERGROUND_TRANSFORMERS,19.0,10.0
597,1,0.1,FortisBC,172.0,3.0,UNDERGROUND_TRANSFORMERS,22.0,16.0
600,1,0.1,FortisBC,172.0,3.0,UNDERGROUND_TRANSFORMERS,27.0,17.0
601,1,0.1,FortisBC,172.0,3.0,UNDERGROUND_TRANSFORMERS,28.0,13.0
603,1,0.1,FortisBC,172.0,3.0,UNDERGROUND_TRANSFORMERS,48.0,29.0
604,1,0.1,FortisBC,172.0,3.0,UNDERGROUND_TRANSFORMERS,29.0,16.0
609,1,0.1,FortisBC,172.0,3.0,UNDERGROUND_TRANSFORMERS,43.0,39.0
610,1,0.1,FortisBC,172.0,3.0,UNDERGROUND_TRANSFORMERS,32.0,23.0
614,1,0.1,FortisBC,172.0,3.0,UNDERGROUND_TRANSFORMERS,115.0,84.0
615,1,0.1,BC Hydro Distribution,,,UG_TRANSFORMER,171.0,326.0
619,1,0.1,FortisBC,172.0,3.0,UNDERGROUND_TRANSFORMERS,22.0,13.0
623,1,0.1,FortisBC,172.0,3.0,UNDERGROUND_TRANSFORMERS,28.0,24.0
624,1,0.1,FortisBC,172.0,3.0,UNDERGROUND_TRANSFORMERS,31.0,27.0
625,1,0.1,FortisBC,172.0,3.0,UNDERGROUND_TRANSFORMERS,18.0,12.0
626,1,0.1,FortisBC,172.0,3.0,UNDERGROUND_TRANSFORMERS,90.0,61.5
630,1,0.1,FortisBC,230.0,15.0,UNDERGROUND_TRANSFORMERS,18.0,14.0
632,1,0.1,FortisBC,172.0,3.0,UNDERGROUND_TRANSFORMERS,34.0,16.0
642,1,0.1,FortisBC,230.0,15.0,UNDERGROUND_TRANSFORMERS,15.0,10.0
647,1,0.1,BC Hydro Distribution,,,UG_TRANSFORMER,0.0,22.0
648,1,0.1,BC Hydro Distribution,,,UG_TRANSFORMER,23.0,42.900000000000006
659,1,0.1,FortisBC,172.0,3.0,UNDERGROUND_TRANSFORMERS,96.0,77.0
662,1,0.1,BC Hydro Distribution,,,UG_TRANSFORMER,0.0,38.0
663,1,0.1,BC Hydro Distribution,,,UG_TRANSFORMER,0.0,10.0
664,1,0.1,BC Hydro Distribution,,,UG_TRANSFORMER,0.0,4.0
666,1,0.1,BC Hydro Distribution,,,UG_TRANSFORMER,150.0,139.0
670,1,0.1,FortisBC,172.0,3.0,UNDERGROUND_TRANSFORMERS,54.0,38.0
677,1,0.1,FortisBC,172.0,3.0,UNDERGROUND_TRANSFORMERS,29.0,22.0
678,1,0.1,FortisBC,172.0,3.0,UNDERGROUND_TRANSFORMERS,25.0,15.5
680,1,0.1,BC Hydro Distribution,,,UG_TRANSFORMER,0.0,43.0
682,1,0.1,FortisBC,172.0,3.0,UNDERGROUND_TRANSFORMERS,21.0,17.0
691,1,0.1,FortisBC,230.0,15.0,UNDERGROUND_TRANSFORMERS,11.0,1.0
693,1,0.1,BC Hydro Distribution,,,UG_TRANSFORMER,85.0,76.0
694,1,0.1,BC Hydro Distribution,,,UG_TRANSFORMER,48.0,44.0
695,1,0.1,FortisBC,172.0,3.0,UNDERGROUND_TRANSFORMERS,19.0,17.5
698,1,0.1,FortisBC,172.0,3.0,UNDERGROUND_TRANSFORMERS,11.0,11.0
703,1,0.1,BC Hydro Distribution,,,UG_TRANSFORMER,117.0,97.0
705,1,0.1,BC Hydro Distribution,,,UG_TRANSFORMER,110.0,104.0
706,1,0.1,BC Hydro Distribution,,,UG_TRANSFORMER,42.0,39.0
707,1,0.1,BC Hydro Distribution,,,UG_TRANSFORMER,43.0,54.0
728,1,0.1,BC Hydro Distribution,,,UG_TRANSFORMER,394.0,399.9
733,1,0.1,FortisBC,172.0,3.0,UNDERGROUND_TRANSFORMERS,56.0,44.5
736,1,0.1,FortisBC,172.0,3.0,UNDERGROUND_TRANSFORMERS,44.0,40.0
737,1,0.1,FortisBC,172.0,3.0,UNDERGROUND_TRANSFORMERS,29.0,27.5
738,1,0.1,FortisBC,172.0,3.0,UNDERGROUND_TRANSFORMERS,52.0,32.0
741,1,0.1,FortisBC,172.0,3.0,UNDERGROUND_TRANSFORMERS,35.0,23.5
742,1,0.1,BC Hydro Distribution,,,UG_TRANSFORMER,70.0,72.0
743,1,0.1,FortisBC,172.0,3.0,UNDERGROUND_TRANSFORMERS,77.0,24.0
744,1,0.1,FortisBC,172.0,3.0,UNDERGROUND_TRANSFORMERS,75.0,25.0
745,1,0.1,FortisBC,172.0,3.0,UNDERGROUND_TRANSFORMERS,82.0,12.0
746,1,0.1,FortisBC,172.0,3.0,UNDERGROUND_TRANSFORMERS,41.0,12.0
747,1,0.1,FortisBC,172.0,3.0,UNDERGROUND_TRANSFORMERS,41.0,7.0
748,1,0.1,FortisBC,172.0,3.0,UNDERGROUND_TRANSFORMERS,101.0,30.0
749,1,0.1,FortisBC,172.0,3.0,UNDERGROUND_TRANSFORMERS,82.0,30.0
750,1,0.1,BC Hydro Distribution,,,UG_TRANSFORMER,36.0,45.0
751,1,0.1,BC Hydro Distribution,,,UG_TRANSFORMER,24.0,19.0
752,1,0.1,BC Hydro Distribution,,,UG_TRANSFORMER,54.0,51.0
753,1,0.1,FortisBC,172.0,3.0,UNDERGROUND_TRANSFORMERS,76.0,69.7
754,1,0.1,FortisBC,172.0,3.0,UNDERGROUND_TRANSFORMERS,31.0,19.0
755,1,0.1,FortisBC,172.0,3.0,UNDERGROUND_TRANSFORMERS,0.0,1.0
756,1,0.1,FortisBC,230.0,15.0,UNDERGROUND_TRANSFORMERS,0.0,5.0
757,1,0.1,BC Hydro Distribution,,,UG_TRANSFORMER,71.0,45.0
758,1,0.1,BC Hydro Distribution,,,UG_TRANSFORMER,27.0,15.0
759,1,0.1,BC Hydro Distribution,,,UG_TRANSFORMER,54.0,27.0
761,1,0.1,BC Hydro Distribution,,,UG_TRANSFORMER,36.0,31.0
763,1,0.1,FortisBC,230.0,15.0,UNDERGROUND_TRANSFORMERS,74.0,60.7
764,1,0.1,FortisBC,230.0,15.0,UNDERGROUND_TRANSFORMERS,95.0,31.7
765,1,0.1,FortisBC,172.0,3.0,UNDERGROUND_TRANSFORMERS,121.0,12.0
766,1,0.1,FortisBC,230.0,15.0,UNDERGROUND_TRANSFORMERS,102.0,48.0
767,1,0.1,FortisBC,172.0,3.0,UNDERGROUND_TRANSFORMERS,83.0,12.0
768,1,0.1,FortisBC,230.0,15.0,UNDERGROUND_TRANSFORMERS,173.0,86.0
769,1,0.1,FortisBC,230.0,15.0,UNDERGROUND_TRANSFORMERS,273.0,87.0
771,1,0.1,FortisBC,230.0,15.0,UNDERGROUND_TRANSFORMERS,195.0,100.0
772,1,0.1,FortisBC,172.0,3.0,UNDERGROUND_TRANSFORMERS,37.0,31.900000000000002
775,1,0.1,BC Hydro Distribution,,,UG_TRANSFORMER,197.0,210.0
777,1,0.1,FortisBC,230.0,15.0,UNDERGROUND_TRANSFORMERS,282.0,86.0
779,1,0.1,FortisBC,172.0,3.0,UNDERGROUND_TRANSFORMERS,35.0,6.0
780,1,0.1,FortisBC,172.0,3.0,UNDERGROUND_TRANSFORMERS,49.0,24.0
781,1,0.1,FortisBC,172.0,3.0,UNDERGROUND_TRANSFORMERS,53.0,30.0
782,1,0.1,FortisBC,172.0,3.0,UNDERGROUND_TRANSFORMERS,35.0,18.0
783,1,0.1,FortisBC,172.0,3.0,UNDERGROUND_TRANSFORMERS,49.0,26.799999999999997
787,1,0.1,FortisBC,230.0,15.0,UNDERGROUND_TRANSFORMERS,80.0,79.0
788,1,0.1,FortisBC,172.0,3.0,UNDERGROUND_TRANSFORMERS,58.0,18.0
790,1,0.1,FortisBC,172.0,3.0,UNDERGROUND_TRANSFORMERS,37.0,13.0
791,1,0.1,FortisBC,172.0,3.0,UNDERGROUND_TRANSFORMERS,23.0,12.0
792,1,0.1,FortisBC,172.0,3.0,UNDERGROUND_TRANSFORMERS,34.0,20.0
793,1,0.1,FortisBC,172.0,3.0,UNDERGROUND_TRANSFORMERS,26.0,17.0
794,1,0.1,FortisBC,172.0,3.0,UNDERGROUND_TRANSFORMERS,42.0,29.0
795,1,0.1,BC Hydro Distribution,,,UG_TRANSFORMER,16.0,16.0
796,1,0.1,BC Hydro Distribution,,,UG_TRANSFORMER,46.0,58.0
797,1,0.1,FortisBC,230.0,15.0,UNDERGROUND_TRANSFORMERS,7.0,10.0
