xid,f0_scale,f0_elv,SOURCE,OPERATINGVOLTAGE,SUBTYPECD,layer,prev_bdroms_sum,bdrms_sum
226,1,0.1,FortisBC,230.0,15.0,UNDERGROUND_TRANSFORMERS,60.0,60.0
227,1,0.1,FortisBC,172.0,3.0,UNDERGROUND_TRANSFORMERS,62.0,140.0
228,1,0.1,FortisBC,172.0,3.0,UNDERGROUND_TRANSFORMERS,,5.8
229,1,0.1,FortisBC,172.0,3.0,UNDERGROUND_TRANSFORMERS,,11.6
230,1,0.1,FortisBC,172.0,3.0,UNDERGROUND_TRANSFORMERS,,11.6
232,1,0.1,FortisBC,172.0,3.0,UNDERGROUND_TRANSFORMERS,,17.4
233,1,0.1,FortisBC,172.0,3.0,UNDERGROUND_TRANSFORMERS,,15.0
234,1,0.1,FortisBC,172.0,3.0,UNDERGROUND_TRANSFORMERS,,17.4
237,1,0.1,FortisBC,172.0,3.0,UNDERGROUND_TRANSFORMERS,,11.6
239,1,0.1,FortisBC,172.0,3.0,UNDERGROUND_TRANSFORMERS,2.0,121.4
247,1,0.1,FortisBC,230.0,15.0,UNDERGROUND_TRANSFORMERS,10.0,41.8
261,1,0.1,FortisBC,172.0,3.0,UNDERGROUND_TRANSFORMERS,11.0,30.0
262,1,0.1,FortisBC,172.0,3.0,UNDERGROUND_TRANSFORMERS,,12.0
265,1,0.1,FortisBC,172.0,3.0,UNDERGROUND_TRANSFORMERS,,45.0
287,1,0.1,FortisBC,172.0,3.0,UNDERGROUND_TRANSFORMERS,12.0,25.0
289,1,0.1,FortisBC,172.0,3.0,UNDERGROUND_TRANSFORMERS,,11.0
293,1,0.1,FortisBC,230.0,15.0,UNDERGROUND_TRANSFORMERS,,8.0
294,1,0.1,FortisBC,230.0,3.0,UNDERGROUND_TRANSFORMERS,,7.0
297,1,0.1,FortisBC,172.0,3.0,UNDERGROUND_TRANSFORMERS,,5.0
299,1,0.1,FortisBC,172.0,3.0,UNDERGROUND_TRANSFORMERS,,9.0
301,1,0.1,FortisBC,172.0,3.0,UNDERGROUND_TRANSFORMERS,,8.0
302,1,0.1,FortisBC,230.0,3.0,UNDERGROUND_TRANSFORMERS,,14.0
303,1,0.1,FortisBC,172.0,3.0,UNDERGROUND_TRANSFORMERS,,13.0
304,1,0.1,FortisBC,172.0,3.0,UNDERGROUND_TRANSFORMERS,,13.0
306,1,0.1,FortisBC,172.0,3.0,UNDERGROUND_TRANSFORMERS,,31.0
308,1,0.1,FortisBC,172.0,3.0,UNDERGROUND_TRANSFORMERS,,7.0
310,1,0.1,FortisBC,172.0,3.0,UNDERGROUND_TRANSFORMERS,,4.0
312,1,0.1,FortisBC,172.0,3.0,UNDERGROUND_TRANSFORMERS,,14.0
313,1,0.1,FortisBC,172.0,3.0,UNDERGROUND_TRANSFORMERS,,11.0
315,1,0.1,FortisBC,172.0,3.0,UNDERGROUND_TRANSFORMERS,,10.0
316,1,0.1,FortisBC,172.0,3.0,UNDERGROUND_TRANSFORMERS,,79.0
319,1,0.1,FortisBC,172.0,3.0,UNDERGROUND_TRANSFORMERS,,23.0
320,1,0.1,FortisBC,172.0,3.0,UNDERGROUND_TRANSFORMERS,,27.0
321,1,0.1,FortisBC,172.0,3.0,UNDERGROUND_TRANSFORMERS,,28.0
322,1,0.1,FortisBC,172.0,3.0,UNDERGROUND_TRANSFORMERS,,26.0
323,1,0.1,FortisBC,172.0,3.0,UNDERGROUND_TRANSFORMERS,,1.0
324,1,0.1,FortisBC,172.0,3.0,UNDERGROUND_TRANSFORMERS,,6.0
325,1,0.1,FortisBC,230.0,15.0,UNDERGROUND_TRANSFORMERS,,5.0
327,1,0.1,FortisBC,172.0,3.0,UNDERGROUND_TRANSFORMERS,,6.0
328,1,0.1,FortisBC,172.0,3.0,UNDERGROUND_TRANSFORMERS,,12.0
329,1,0.1,FortisBC,172.0,3.0,UNDERGROUND_TRANSFORMERS,,7.0
330,1,0.1,FortisBC,172.0,3.0,UNDERGROUND_TRANSFORMERS,,27.0
335,1,0.1,FortisBC,172.0,3.0,UNDERGROUND_TRANSFORMERS,6.0,18.0
344,1,0.1,FortisBC,172.0,3.0,UNDERGROUND_TRANSFORMERS,,29.0
345,1,0.1,FortisBC,172.0,3.0,UNDERGROUND_TRANSFORMERS,1.0,30.0
354,1,0.1,FortisBC,172.0,3.0,UNDERGROUND_TRANSFORMERS,,15.0
355,1,0.1,FortisBC,172.0,3.0,UNDERGROUND_TRANSFORMERS,,33.0
357,1,0.1,FortisBC,172.0,3.0,UNDERGROUND_TRANSFORMERS,0.0,40.0
358,1,0.1,FortisBC,172.0,3.0,UNDERGROUND_TRANSFORMERS,,23.0
359,1,0.1,FortisBC,172.0,3.0,UNDERGROUND_TRANSFORMERS,25.0,51.9
360,1,0.1,FortisBC,172.0,3.0,UNDERGROUND_TRANSFORMERS,,90.0
362,1,0.1,FortisBC,172.0,3.0,UNDERGROUND_TRANSFORMERS,38.0,62.0
363,1,0.1,FortisBC,172.0,3.0,UNDERGROUND_TRANSFORMERS,49.0,67.0
366,1,0.1,FortisBC,172.0,3.0,UNDERGROUND_TRANSFORMERS,149.0,232.99999999999997
371,1,0.1,FortisBC,230.0,15.0,UNDERGROUND_TRANSFORMERS,21.0,28.0
376,1,0.1,FortisBC,172.0,3.0,UNDERGROUND_TRANSFORMERS,,7.0
380,1,0.1,FortisBC,172.0,3.0,UNDERGROUND_TRANSFORMERS,,2.0
382,1,0.1,FortisBC,230.0,15.0,UNDERGROUND_TRANSFORMERS,2.0,6.0
384,1,0.1,FortisBC,172.0,3.0,UNDERGROUND_TRANSFORMERS,,1.0
391,1,0.1,FortisBC,172.0,3.0,UNDERGROUND_TRANSFORMERS,,3.0
393,1,0.1,FortisBC,172.0,3.0,UNDERGROUND_TRANSFORMERS,,1.0
396,1,0.1,FortisBC,172.0,3.0,UNDERGROUND_TRANSFORMERS,,1.0
404,1,0.1,FortisBC,172.0,3.0,UNDERGROUND_TRANSFORMERS,,1.0
405,1,0.1,FortisBC,172.0,3.0,UNDERGROUND_TRANSFORMERS,,4.0
408,1,0.1,FortisBC,172.0,3.0,UNDERGROUND_TRANSFORMERS,0.0,10.0
411,1,0.1,FortisBC,172.0,3.0,UNDERGROUND_TRANSFORMERS,0.0,9.0
412,1,0.1,FortisBC,172.0,3.0,UNDERGROUND_TRANSFORMERS,0.0,4.0
414,1,0.1,FortisBC,230.0,15.0,UNDERGROUND_TRANSFORMERS,0.0,3.0
415,1,0.1,FortisBC,172.0,3.0,UNDERGROUND_TRANSFORMERS,0.0,18.0
420,1,0.1,FortisBC,230.0,15.0,UNDERGROUND_TRANSFORMERS,53.0,54.0
421,1,0.1,FortisBC,172.0,3.0,UNDERGROUND_TRANSFORMERS,91.0,58.0
422,1,0.1,FortisBC,172.0,3.0,UNDERGROUND_TRANSFORMERS,35.0,32.0
434,1,0.1,FortisBC,230.0,15.0,UNDERGROUND_TRANSFORMERS,53.0,25.0
436,1,0.1,FortisBC,230.0,15.0,UNDERGROUND_TRANSFORMERS,17.0,19.0
437,1,0.1,FortisBC,172.0,3.0,UNDERGROUND_TRANSFORMERS,302.0,307.0
438,1,0.1,FortisBC,172.0,3.0,UNDERGROUND_TRANSFORMERS,108.0,56.0
439,1,0.1,FortisBC,172.0,3.0,UNDERGROUND_TRANSFORMERS,153.0,107.0
440,1,0.1,FortisBC,230.0,15.0,UNDERGROUND_TRANSFORMERS,97.0,97.1
443,1,0.1,FortisBC,230.0,15.0,UNDERGROUND_TRANSFORMERS,324.0,284.0
444,1,0.1,FortisBC,172.0,3.0,UNDERGROUND_TRANSFORMERS,42.0,40.0
445,1,0.1,FortisBC,172.0,3.0,UNDERGROUND_TRANSFORMERS,112.0,115.0
446,1,0.1,FortisBC,172.0,3.0,UNDERGROUND_TRANSFORMERS,43.0,46.0
3026,1,0.1,City of Penticton,,3.0,Electric_Transformer,,44.5
3099,1,0.1,City of Penticton,,3.0,Electric_Transformer,,118.5
3895,1,0.1,City of Penticton,,3.0,Electric_Transformer,,26.0
3597,1,0.1,City of Penticton,,7.0,Electric_Transformer,,102.0
3870,1,0.1,City of Penticton,,3.0,Electric_Transformer,,37.599999999999994
3235,1,0.1,City of Penticton,,3.0,Electric_Transformer,,44.0
3595,1,0.1,City of Penticton,,3.0,Electric_Transformer,,59.5
3276,1,0.1,City of Penticton,,3.0,Electric_Transformer,,28.0
3441,1,0.1,City of Penticton,,3.0,Electric_Transformer,,31.0
2915,1,0.1,City of Penticton,,3.0,Electric_Transformer,,5.0
454,1,0.1,FortisBC,150.0,3.0,UNDERGROUND_TRANSFORMERS,0.0,18.0
3243,1,0.1,City of Penticton,,3.0,Electric_Transformer,,5.0
3896,1,0.1,City of Penticton,,7.0,Electric_Transformer,,330.0
3813,1,0.1,City of Penticton,,3.0,Electric_Transformer,,69.89999999999999
3377,1,0.1,City of Penticton,,3.0,Electric_Transformer,,3.0
460,1,0.1,FortisBC,150.0,3.0,UNDERGROUND_TRANSFORMERS,0.0,1.0
3620,1,0.1,City of Penticton,,3.0,Electric_Transformer,,7.0
3297,1,0.1,City of Penticton,,3.0,Electric_Transformer,,37.0
3298,1,0.1,City of Penticton,,3.0,Electric_Transformer,,43.0
2963,1,0.1,City of Penticton,,7.0,Electric_Transformer,,59.0
2969,1,0.1,City of Penticton,,7.0,Electric_Transformer,,78.0
2968,1,0.1,City of Penticton,,7.0,Electric_Transformer,,87.0
3106,1,0.1,City of Penticton,,7.0,Electric_Transformer,,110.0
3491,1,0.1,City of Penticton,,3.0,Electric_Transformer,,45.0
3642,1,0.1,City of Penticton,,7.0,Electric_Transformer,,27.0
3880,1,0.1,City of Penticton,,3.0,Electric_Transformer,,36.5
2967,1,0.1,City of Penticton,,7.0,Electric_Transformer,,99.2
3075,1,0.1,City of Penticton,,3.0,Electric_Transformer,,1.0
461,1,0.1,FortisBC,150.0,3.0,UNDERGROUND_TRANSFORMERS,0.0,16.0
462,1,0.1,FortisBC,150.0,3.0,UNDERGROUND_TRANSFORMERS,801.0,15.0
3763,1,0.1,City of Penticton,,7.0,Electric_Transformer,,28.5
3733,1,0.1,City of Penticton,,3.0,Electric_Transformer,,42.0
3885,1,0.1,City of Penticton,,7.0,Electric_Transformer,,32.0
3490,1,0.1,City of Penticton,,7.0,Electric_Transformer,,117.4
3482,1,0.1,City of Penticton,,7.0,Electric_Transformer,,67.0
3040,1,0.1,City of Penticton,,3.0,Electric_Transformer,,10.0
3734,1,0.1,City of Penticton,,3.0,Electric_Transformer,,31.0
464,1,0.1,FortisBC,150.0,3.0,UNDERGROUND_TRANSFORMERS,0.0,10.0
3035,1,0.1,City of Penticton,,3.0,Electric_Transformer,,20.5
3293,1,0.1,City of Penticton,,3.0,Electric_Transformer,,68.5
3329,1,0.1,City of Penticton,,3.0,Electric_Transformer,,77.39999999999999
465,1,0.1,FortisBC,150.0,3.0,UNDERGROUND_TRANSFORMERS,0.0,34.0
3039,1,0.1,City of Penticton,,3.0,Electric_Transformer,,22.0
3084,1,0.1,City of Penticton,,3.0,Electric_Transformer,,36.0
466,1,0.1,FortisBC,150.0,3.0,UNDERGROUND_TRANSFORMERS,1349.0,9.0
467,1,0.1,FortisBC,150.0,3.0,UNDERGROUND_TRANSFORMERS,0.0,13.0
3781,1,0.1,City of Penticton,,7.0,Electric_Transformer,,18.0
3262,1,0.1,City of Penticton,,3.0,Electric_Transformer,,37.0
3043,1,0.1,City of Penticton,,7.0,Electric_Transformer,,20.5
3089,1,0.1,City of Penticton,,7.0,Electric_Transformer,,170.5
2965,1,0.1,City of Penticton,,7.0,Electric_Transformer,,64.0
3370,1,0.1,City of Penticton,,3.0,Electric_Transformer,,19.0
468,1,0.1,FortisBC,150.0,3.0,UNDERGROUND_TRANSFORMERS,887.0,12.0
3522,1,0.1,City of Penticton,,3.0,Electric_Transformer,,24.0
3484,1,0.1,City of Penticton,,3.0,Electric_Transformer,,29.0
3486,1,0.1,City of Penticton,,3.0,Electric_Transformer,,19.0
3292,1,0.1,City of Penticton,,3.0,Electric_Transformer,,18.0
3261,1,0.1,City of Penticton,,3.0,Electric_Transformer,,26.0
3463,1,0.1,City of Penticton,,3.0,Electric_Transformer,,8.0
3783,1,0.1,City of Penticton,,3.0,Electric_Transformer,,6.0
2907,1,0.1,City of Penticton,,3.0,Electric_Transformer,,33.0
3881,1,0.1,City of Penticton,,3.0,Electric_Transformer,,24.0
3821,1,0.1,City of Penticton,,3.0,Electric_Transformer,,54.599999999999994
3041,1,0.1,City of Penticton,,3.0,Electric_Transformer,,22.0
3453,1,0.1,City of Penticton,,7.0,Electric_Transformer,,12.0
2950,1,0.1,City of Penticton,,7.0,Electric_Transformer,,17.4
3485,1,0.1,City of Penticton,,3.0,Electric_Transformer,,28.0
3708,1,0.1,City of Penticton,,3.0,Electric_Transformer,,12.0
3291,1,0.1,City of Penticton,,3.0,Electric_Transformer,,27.0
3219,1,0.1,City of Penticton,,3.0,Electric_Transformer,,24.0
3523,1,0.1,City of Penticton,,3.0,Electric_Transformer,,36.0
3751,1,0.1,City of Penticton,,7.0,Electric_Transformer,,131.0
3452,1,0.1,City of Penticton,,3.0,Electric_Transformer,,24.0
3182,1,0.1,City of Penticton,,7.0,Electric_Transformer,,38.0
2964,1,0.1,City of Penticton,,7.0,Electric_Transformer,,24.0
3266,1,0.1,City of Penticton,,3.0,Electric_Transformer,,16.0
3328,1,0.1,City of Penticton,,3.0,Electric_Transformer,,26.0
3052,1,0.1,City of Penticton,,7.0,Electric_Transformer,,30.0
3327,1,0.1,City of Penticton,,3.0,Electric_Transformer,,31.0
3326,1,0.1,City of Penticton,,3.0,Electric_Transformer,,32.0
3049,1,0.1,City of Penticton,,3.0,Electric_Transformer,,9.0
3488,1,0.1,City of Penticton,,3.0,Electric_Transformer,,6.0
3489,1,0.1,City of Penticton,,3.0,Electric_Transformer,,4.0
3223,1,0.1,City of Penticton,,3.0,Electric_Transformer,,37.0
3640,1,0.1,City of Penticton,,3.0,Electric_Transformer,,3.0
3483,1,0.1,City of Penticton,,3.0,Electric_Transformer,,23.0
3296,1,0.1,City of Penticton,,3.0,Electric_Transformer,,15.0
3260,1,0.1,City of Penticton,,3.0,Electric_Transformer,,34.0
3694,1,0.1,City of Penticton,,3.0,Electric_Transformer,,36.0
3695,1,0.1,City of Penticton,,3.0,Electric_Transformer,,33.0
3229,1,0.1,City of Penticton,,3.0,Electric_Transformer,,24.9
3295,1,0.1,City of Penticton,,3.0,Electric_Transformer,,13.0
3645,1,0.1,City of Penticton,,7.0,Electric_Transformer,,192.0
3265,1,0.1,City of Penticton,,3.0,Electric_Transformer,,39.0
3487,1,0.1,City of Penticton,,3.0,Electric_Transformer,,18.0
3696,1,0.1,City of Penticton,,3.0,Electric_Transformer,,20.0
3519,1,0.1,City of Penticton,,3.0,Electric_Transformer,,22.0
3732,1,0.1,City of Penticton,,3.0,Electric_Transformer,,24.0
3324,1,0.1,City of Penticton,,3.0,Electric_Transformer,,7.0
3323,1,0.1,City of Penticton,,3.0,Electric_Transformer,,12.0
3259,1,0.1,City of Penticton,,3.0,Electric_Transformer,,37.0
3178,1,0.1,City of Penticton,,7.0,Electric_Transformer,,66.0
3521,1,0.1,City of Penticton,,3.0,Electric_Transformer,,17.1
3518,1,0.1,City of Penticton,,3.0,Electric_Transformer,,30.0
3693,1,0.1,City of Penticton,,7.0,Electric_Transformer,,21.0
3691,1,0.1,City of Penticton,,7.0,Electric_Transformer,,14.0
3692,1,0.1,City of Penticton,,7.0,Electric_Transformer,,28.0
469,1,0.1,FortisBC,187.0,15.0,UNDERGROUND_TRANSFORMERS,0.0,14.0
470,1,0.1,FortisBC,150.0,3.0,UNDERGROUND_TRANSFORMERS,0.0,4.0
3436,1,0.1,City of Penticton,,7.0,Electric_Transformer,,24.0
3475,1,0.1,City of Penticton,,3.0,Electric_Transformer,,11.0
3690,1,0.1,City of Penticton,,7.0,Electric_Transformer,,18.0
3294,1,0.1,City of Penticton,,3.0,Electric_Transformer,,18.0
3520,1,0.1,City of Penticton,,3.0,Electric_Transformer,,47.6
3689,1,0.1,City of Penticton,,7.0,Electric_Transformer,,12.0
3474,1,0.1,City of Penticton,,3.0,Electric_Transformer,,27.0
3407,1,0.1,City of Penticton,,3.0,Electric_Transformer,,18.0
3047,1,0.1,City of Penticton,,7.0,Electric_Transformer,,64.0
3325,1,0.1,City of Penticton,,7.0,Electric_Transformer,,3.0
3244,1,0.1,City of Penticton,,3.0,Electric_Transformer,,24.0
3285,1,0.1,City of Penticton,,3.0,Electric_Transformer,,17.0
3600,1,0.1,City of Penticton,,3.0,Electric_Transformer,,22.0
3222,1,0.1,City of Penticton,,3.0,Electric_Transformer,,42.0
3454,1,0.1,City of Penticton,,3.0,Electric_Transformer,,20.0
3476,1,0.1,City of Penticton,,3.0,Electric_Transformer,,19.0
3166,1,0.1,City of Penticton,,7.0,Electric_Transformer,,26.0
3479,1,0.1,City of Penticton,,3.0,Electric_Transformer,,24.0
3286,1,0.1,City of Penticton,,3.0,Electric_Transformer,,15.0
3281,1,0.1,City of Penticton,,3.0,Electric_Transformer,,17.0
3831,1,0.1,City of Penticton,,7.0,Electric_Transformer,,26.0
3282,1,0.1,City of Penticton,,3.0,Electric_Transformer,,11.0
3746,1,0.1,City of Penticton,,7.0,Electric_Transformer,,51.0
3374,1,0.1,City of Penticton,,3.0,Electric_Transformer,,10.0
3477,1,0.1,City of Penticton,,3.0,Electric_Transformer,,15.0
3284,1,0.1,City of Penticton,,3.0,Electric_Transformer,,13.0
3283,1,0.1,City of Penticton,,3.0,Electric_Transformer,,19.0
3287,1,0.1,City of Penticton,,3.0,Electric_Transformer,,23.0
3481,1,0.1,City of Penticton,,3.0,Electric_Transformer,,48.0
3290,1,0.1,City of Penticton,,7.0,Electric_Transformer,,29.0
3744,1,0.1,City of Penticton,,7.0,Electric_Transformer,,60.0
3606,1,0.1,City of Penticton,,3.0,Electric_Transformer,,43.0
3288,1,0.1,City of Penticton,,3.0,Electric_Transformer,,19.0
3450,1,0.1,City of Penticton,,3.0,Electric_Transformer,,29.0
3480,1,0.1,City of Penticton,,3.0,Electric_Transformer,,12.0
3234,1,0.1,City of Penticton,,3.0,Electric_Transformer,,27.0
2993,1,0.1,City of Penticton,,7.0,Electric_Transformer,,119.0
3289,1,0.1,City of Penticton,,3.0,Electric_Transformer,,52.0
3639,1,0.1,City of Penticton,,3.0,Electric_Transformer,,18.0
3228,1,0.1,City of Penticton,,3.0,Electric_Transformer,,6.0
3745,1,0.1,City of Penticton,,7.0,Electric_Transformer,,30.0
3478,1,0.1,City of Penticton,,3.0,Electric_Transformer,,9.0
3447,1,0.1,City of Penticton,,3.0,Electric_Transformer,,12.0
3517,1,0.1,City of Penticton,,7.0,Electric_Transformer,,26.0
3322,1,0.1,City of Penticton,,3.0,Electric_Transformer,,27.0
472,1,0.1,FortisBC,230.0,15.0,UNDERGROUND_TRANSFORMERS,0.0,2.0
471,1,0.1,FortisBC,187.0,15.0,UNDERGROUND_TRANSFORMERS,0.0,28.0
2996,1,0.1,City of Penticton,,7.0,Electric_Transformer,,21.0
3161,1,0.1,City of Penticton,,7.0,Electric_Transformer,,49.0
2958,1,0.1,City of Penticton,,3.0,Electric_Transformer,,35.0
3280,1,0.1,City of Penticton,,3.0,Electric_Transformer,,20.0
3257,1,0.1,City of Penticton,,3.0,Electric_Transformer,,53.0
3159,1,0.1,City of Penticton,,7.0,Electric_Transformer,,123.89999999999999
2962,1,0.1,City of Penticton,,7.0,Electric_Transformer,,113.0
3739,1,0.1,City of Penticton,,7.0,Electric_Transformer,,8.0
3688,1,0.1,City of Penticton,,3.0,Electric_Transformer,,8.0
3687,1,0.1,City of Penticton,,3.0,Electric_Transformer,,6.0
2959,1,0.1,City of Penticton,,3.0,Electric_Transformer,,6.0
3473,1,0.1,City of Penticton,,7.0,Electric_Transformer,,22.0
2960,1,0.1,City of Penticton,,3.0,Electric_Transformer,,38.0
3686,1,0.1,City of Penticton,,3.0,Electric_Transformer,,29.0
3184,1,0.1,City of Penticton,,3.0,Electric_Transformer,,32.0
3638,1,0.1,City of Penticton,,7.0,Electric_Transformer,,51.0
3254,1,0.1,City of Penticton,,3.0,Electric_Transformer,,54.0
3411,1,0.1,City of Penticton,,3.0,Electric_Transformer,,58.0
3278,1,0.1,City of Penticton,,3.0,Electric_Transformer,,33.0
3472,1,0.1,City of Penticton,,3.0,Electric_Transformer,,37.0
3525,1,0.1,City of Penticton,,3.0,Electric_Transformer,,39.0
3037,1,0.1,City of Penticton,,3.0,Electric_Transformer,,32.0
3709,1,0.1,City of Penticton,,3.0,Electric_Transformer,,38.0
3524,1,0.1,City of Penticton,,3.0,Electric_Transformer,,39.0
3321,1,0.1,City of Penticton,,3.0,Electric_Transformer,,22.0
2947,1,0.1,City of Penticton,,3.0,Electric_Transformer,,12.0
3373,1,0.1,City of Penticton,,3.0,Electric_Transformer,,54.0
3730,1,0.1,City of Penticton,,3.0,Electric_Transformer,,17.7
3160,1,0.1,City of Penticton,,3.0,Electric_Transformer,,12.0
3000,1,0.1,City of Penticton,,3.0,Electric_Transformer,,19.0
3467,1,0.1,City of Penticton,,3.0,Electric_Transformer,,21.0
3710,1,0.1,City of Penticton,,3.0,Electric_Transformer,,18.0
3516,1,0.1,City of Penticton,,3.0,Electric_Transformer,,9.0
3245,1,0.1,City of Penticton,,3.0,Electric_Transformer,,12.0
3466,1,0.1,City of Penticton,,3.0,Electric_Transformer,,21.0
2954,1,0.1,City of Penticton,,3.0,Electric_Transformer,,27.0
3685,1,0.1,City of Penticton,,3.0,Electric_Transformer,,31.0
2995,1,0.1,City of Penticton,,3.0,Electric_Transformer,,16.0
3001,1,0.1,City of Penticton,,3.0,Electric_Transformer,,15.0
3319,1,0.1,City of Penticton,,3.0,Electric_Transformer,,19.5
3279,1,0.1,City of Penticton,,3.0,Electric_Transformer,,55.0
3221,1,0.1,City of Penticton,,3.0,Electric_Transformer,,44.4
3158,1,0.1,City of Penticton,,3.0,Electric_Transformer,,21.5
3317,1,0.1,City of Penticton,,3.0,Electric_Transformer,,23.099999999999998
2955,1,0.1,City of Penticton,,3.0,Electric_Transformer,,21.0
2953,1,0.1,City of Penticton,,3.0,Electric_Transformer,,18.0
3320,1,0.1,City of Penticton,,3.0,Electric_Transformer,,29.0
3408,1,0.1,City of Penticton,,7.0,Electric_Transformer,,57.0
2926,1,0.1,City of Penticton,,3.0,Electric_Transformer,,17.0
3098,1,0.1,City of Penticton,,3.0,Electric_Transformer,,16.0
2925,1,0.1,City of Penticton,,7.0,Electric_Transformer,,27.0
3094,1,0.1,City of Penticton,,3.0,Electric_Transformer,,31.0
3318,1,0.1,City of Penticton,,3.0,Electric_Transformer,,67.0
3093,1,0.1,City of Penticton,,3.0,Electric_Transformer,,6.0
2952,1,0.1,City of Penticton,,3.0,Electric_Transformer,,17.0
2946,1,0.1,City of Penticton,,3.0,Electric_Transformer,,20.0
3515,1,0.1,City of Penticton,,3.0,Electric_Transformer,,20.0
3315,1,0.1,City of Penticton,,3.0,Electric_Transformer,,33.0
3918,1,0.1,City of Penticton,,7.0,Electric_Transformer,,119.0
3181,1,0.1,City of Penticton,,3.0,Electric_Transformer,,32.0
3514,1,0.1,City of Penticton,,3.0,Electric_Transformer,,22.0
3333,1,0.1,City of Penticton,,3.0,Electric_Transformer,,22.0
2994,1,0.1,City of Penticton,,3.0,Electric_Transformer,,27.0
3468,1,0.1,City of Penticton,,3.0,Electric_Transformer,,27.0
3316,1,0.1,City of Penticton,,3.0,Electric_Transformer,,19.0
3314,1,0.1,City of Penticton,,3.0,Electric_Transformer,,32.0
3332,1,0.1,City of Penticton,,3.0,Electric_Transformer,,69.0
3930,1,0.1,City of Penticton,,3.0,Electric_Transformer,,121.5
2957,1,0.1,City of Penticton,,7.0,Electric_Transformer,,32.7
3471,1,0.1,City of Penticton,,3.0,Electric_Transformer,,17.0
3684,1,0.1,City of Penticton,,3.0,Electric_Transformer,,67.5
3051,1,0.1,City of Penticton,,3.0,Electric_Transformer,,22.0
3909,1,0.1,City of Penticton,,3.0,Electric_Transformer,,8.0
2951,1,0.1,City of Penticton,,7.0,Electric_Transformer,,55.0
3470,1,0.1,City of Penticton,,7.0,Electric_Transformer,,43.0
3277,1,0.1,City of Penticton,,3.0,Electric_Transformer,,12.0
3469,1,0.1,City of Penticton,,3.0,Electric_Transformer,,9.0
3025,1,0.1,City of Penticton,,3.0,Electric_Transformer,,29.0
3177,1,0.1,City of Penticton,,3.0,Electric_Transformer,,38.0
3180,1,0.1,City of Penticton,,3.0,Electric_Transformer,,12.0
3105,1,0.1,City of Penticton,,7.0,Electric_Transformer,,2.0
3844,1,0.1,City of Penticton,,7.0,Electric_Transformer,,254.0
2909,1,0.1,City of Penticton,,3.0,Electric_Transformer,,12.0
3176,1,0.1,City of Penticton,,7.0,Electric_Transformer,,259.2
2956,1,0.1,City of Penticton,,7.0,Electric_Transformer,,86.4
3737,1,0.1,City of Penticton,,7.0,Electric_Transformer,,100.6
2971,1,0.1,City of Penticton,,3.0,Electric_Transformer,,12.0
3856,1,0.1,City of Penticton,,3.0,Electric_Transformer,,12.0
2991,1,0.1,City of Penticton,,7.0,Electric_Transformer,,201.2
3761,1,0.1,City of Penticton,,7.0,Electric_Transformer,,220.0
3272,1,0.1,City of Penticton,,3.0,Electric_Transformer,,35.0
3274,1,0.1,City of Penticton,,3.0,Electric_Transformer,,15.0
3303,1,0.1,City of Penticton,,7.0,Electric_Transformer,,69.0
3857,1,0.1,City of Penticton,,3.0,Electric_Transformer,,6.0
3379,1,0.1,City of Penticton,,3.0,Electric_Transformer,,10.0
3299,1,0.1,City of Penticton,,7.0,Electric_Transformer,,75.0
3273,1,0.1,City of Penticton,,3.0,Electric_Transformer,,25.0
3271,1,0.1,City of Penticton,,3.0,Electric_Transformer,,26.0
3301,1,0.1,City of Penticton,,7.0,Electric_Transformer,,56.0
3302,1,0.1,City of Penticton,,7.0,Electric_Transformer,,57.0
3858,1,0.1,City of Penticton,,3.0,Electric_Transformer,,8.0
3269,1,0.1,City of Penticton,,3.0,Electric_Transformer,,30.0
3270,1,0.1,City of Penticton,,3.0,Electric_Transformer,,55.3
3308,1,0.1,City of Penticton,,3.0,Electric_Transformer,,45.0
3865,1,0.1,City of Penticton,,3.0,Electric_Transformer,,97.4
3629,1,0.1,City of Penticton,,3.0,Electric_Transformer,,103.0
3493,1,0.1,City of Penticton,,3.0,Electric_Transformer,,4.0
3268,1,0.1,City of Penticton,,3.0,Electric_Transformer,,60.599999999999994
3267,1,0.1,City of Penticton,,3.0,Electric_Transformer,,90.0
3165,1,0.1,City of Penticton,,7.0,Electric_Transformer,,8.0
475,1,0.1,FortisBC,187.0,15.0,UNDERGROUND_TRANSFORMERS,3812.0,38.0
3310,1,0.1,City of Penticton,,3.0,Electric_Transformer,,72.0
3216,1,0.1,City of Penticton,,7.0,Electric_Transformer,,19.0
3698,1,0.1,City of Penticton,,3.0,Electric_Transformer,,64.0
3083,1,0.1,City of Penticton,,7.0,Electric_Transformer,,35.0
3512,1,0.1,City of Penticton,,3.0,Electric_Transformer,,14.5
3078,1,0.1,City of Penticton,,7.0,Electric_Transformer,,112.30000000000001
3309,1,0.1,City of Penticton,,3.0,Electric_Transformer,,21.0
3699,1,0.1,City of Penticton,,3.0,Electric_Transformer,,37.5
3394,1,0.1,City of Penticton,,3.0,Electric_Transformer,,111.0
3706,1,0.1,City of Penticton,,3.0,Electric_Transformer,,38.7
2972,1,0.1,City of Penticton,,7.0,Electric_Transformer,,2.0
3465,1,0.1,City of Penticton,,3.0,Electric_Transformer,,6.0
3107,1,0.1,City of Penticton,,7.0,Electric_Transformer,,89.0
