bid,CSDUID,DAUID,use1_gf,use2_gf,Bdrm_up,pop_ref,ref_val,pop_est,occu_rate,f0_elv,f0_scale
174000,5907005,59070292,resi,sfd,1,sfd1,1.5,1.5,0.86,0.1,1.29
177000,5907005,59070291,resi,sfd,1,sfd1,1.5,1.5,0.78,0.1,1.17
180000,5907005,59070291,resi,sfd,4,sfd4,2.7,2.7,0.78,0.1,2.11
181000,5907005,59070288,resi,sfd,2,sfd2,1.9,1.9,0.71,0.1,1.35
182000,5907005,59070288,resi,sfd,1,sfd1,1.5,1.5,0.71,0.1,1.07
183000,5907005,59070288,resi,sfd,3,sfd3,2.0,2.0,0.71,0.1,1.42
188000,5907005,59070288,resi,sfd,3,sfd3,2.0,2.0,0.71,0.1,1.42
189000,5907005,59070288,resi,sfd,4,sfd4,2.7,2.7,0.71,0.1,1.92
190000,5907005,59070288,resi,sfd,3,sfd3,2.0,2.0,0.71,0.1,1.42
191000,5907005,59070292,resi,mf,11,mf,0.813829787,8.95212766,0.86,0.1,7.7
192000,5907005,59070291,resi,sfd,4,sfd4,2.7,2.7,0.78,0.1,2.11
193000,5907005,59070291,resi,sfd,3,sfd3,2.0,2.0,0.78,0.1,1.56
194000,5907005,59070291,resi,sfd,3,sfd3,2.0,2.0,0.78,0.1,1.56
195000,5907005,59070291,resi,sfd,4,sfd4,2.7,2.7,0.78,0.1,2.11
196000,5907005,59070291,resi,sfd,3,sfd3,2.0,2.0,0.78,0.1,1.56
200000,5907005,59070291,resi,sfd,4,sfd4,2.7,2.7,0.78,0.1,2.11
203000,5907005,59070291,resi,sfd,4,sfd4,2.7,2.7,0.78,0.1,2.11
204000,5907005,59070291,resi,sfd,4,sfd4,2.7,2.7,0.78,0.1,2.11
205000,5907005,59070288,resi,sfd,4,sfd4,2.7,2.7,0.71,0.1,1.92
207000,5907005,59070288,resi,mh,1,mh,1.4,1.4,0.71,0.1,0.99
208000,5907005,59070291,resi,sfd,2,sfd2,1.9,1.9,0.78,0.1,1.48
210000,5907005,59070288,resi,sfd,4,sfd4,2.7,2.7,0.71,0.1,1.92
211000,5907005,59070288,resi,sfd,3,sfd3,2.0,2.0,0.71,0.1,1.42
213000,5907005,59070292,resi,sfd,6,sfd4,2.7,2.7,0.86,0.1,2.32
214000,5907005,59070292,resi,sfd,6,sfd4,2.7,2.7,0.86,0.1,2.32
215000,5907005,59070288,resi,sfd,4,sfd4,2.7,2.7,0.71,0.1,1.92
207001,5907005,59070288,resi,mh,1,mh,1.4,1.4,0.71,0.1,0.99
207002,5907005,59070288,resi,mh,1,mh,1.4,1.4,0.71,0.1,0.99
220000,5907005,59070288,resi,sfd,3,sfd3,2.0,2.0,0.71,0.1,1.42
207003,5907005,59070288,resi,mh,1,mh,1.4,1.4,0.71,0.1,0.99
225000,5907005,59070288,resi,sfd,2,sfd2,1.9,1.9,0.71,0.1,1.35
226000,5907005,59070292,resi,sfd,2,sfd2,1.9,1.9,0.86,0.1,1.63
229000,5907005,59070292,resi,sfd,4,sfd4,2.7,2.7,0.86,0.1,2.32
231000,5907005,59070292,resi,sfd,5,sfd4,2.7,2.7,0.86,0.1,2.32
232000,5907005,59070292,resi,sfd,3,sfd3,2.0,2.0,0.86,0.1,1.72
233000,5907005,59070287,resi,sfd,4,sfd4,2.7,2.7,0.62,0.1,1.67
234000,5907005,59070286,resi,mf,35,mf,0.813829787,28.48404255,0.6,0.1,17.09
235000,5907005,59070291,resi,sfd,3,sfd3,2.0,2.0,0.78,0.1,1.56
237000,5907005,59070286,resi,sfd,1,sfd1,1.5,1.5,0.6,0.1,0.9
238000,5907005,59070286,resi,mf,61,mf,0.813829787,49.64361702,0.6,0.1,29.79
237001,5907005,59070286,resi,sfd,1,sfd1,1.5,1.5,0.6,0.1,0.9
240000,5907005,59070288,resi,sfd,3,sfd3,2.0,2.0,0.71,0.1,1.42
243000,5907005,59070288,resi,sfd,2,sfd2,1.9,1.9,0.71,0.1,1.35
249000,5907005,59070286,resi,sfd,2,sfd2,1.9,1.9,0.6,0.1,1.14
250000,5907005,59070286,resi,sfd,2,sfd2,1.9,1.9,0.6,0.1,1.14
251000,5907005,59070288,resi,sfd,4,sfd4,2.7,2.7,0.71,0.1,1.92
252000,5907005,59070287,resi,sfd,2,sfd2,1.9,1.9,0.62,0.1,1.18
253000,5907005,59070286,resi,mf,4,mf,0.813829787,3.255319149,0.6,0.1,1.95
254000,5907005,59070286,resi,sfd,1,sfd1,1.5,1.5,0.6,0.1,0.9
255000,5907005,59070286,resi,mf,12,mf,0.813829787,9.765957447,0.6,0.1,5.86
256000,5907005,59070286,resi,mf,10,mf,0.813829787,8.138297872,0.6,0.1,4.88
257000,5907005,59070286,resi,mf,10,mf,0.813829787,8.138297872,0.6,0.1,4.88
258000,5907005,59070288,resi,sfd,3,sfd3,2.0,2.0,0.71,0.1,1.42
259000,5907005,59070286,resi,mf,18,mf,0.813829787,14.64893617,0.6,0.1,8.79
260000,5907005,59070286,resi,mf,4,mf,0.813829787,3.255319149,0.6,0.1,1.95
261000,5907005,59070286,resi,mf,4,mf,0.813829787,3.255319149,0.6,0.1,1.95
264000,5907005,59070287,resi,sfd,4,sfd4,2.7,2.7,0.62,0.1,1.67
265000,5907005,59070287,resi,sfd,1,sfd1,1.5,1.5,0.62,0.1,0.93
267000,5907005,59070287,resi,sfd,1,sfd1,1.5,1.5,0.62,0.1,0.93
269000,5907005,59070287,resi,sfd,3,sfd3,2.0,2.0,0.62,0.1,1.24
270000,5907005,59070287,resi,sfd,3,sfd3,2.0,2.0,0.62,0.1,1.24
271000,5907005,59070287,resi,sfd,3,sfd3,2.0,2.0,0.62,0.1,1.24
272000,5907005,59070287,resi,sfd,3,sfd3,2.0,2.0,0.62,0.1,1.24
273000,5907005,59070287,resi,sfd,6,sfd4,2.7,2.7,0.62,0.1,1.67
274000,5907005,59070287,resi,mf,33,mf,0.813829787,26.85638298,0.62,0.1,16.65
275000,5907005,59070286,resi,mf,4,mf,0.813829787,3.255319149,0.6,0.1,1.95
277000,5907005,59070288,resi,sfd,4,sfd4,2.7,2.7,0.71,0.1,1.92
278000,5907005,59070288,resi,sfd,3,sfd3,2.0,2.0,0.71,0.1,1.42
279000,5907005,59070288,resi,sfd,3,sfd3,2.0,2.0,0.71,0.1,1.42
282000,5907005,59070286,resi,mf,8,mf,0.813829787,6.510638298,0.6,0.1,3.91
207004,5907005,59070288,resi,mh,1,mh,1.4,1.4,0.71,0.1,0.99
284000,5907005,59070291,resi,sfd,1,sfd1,1.5,1.5,0.78,0.1,1.17
286000,5907005,59070287,resi,sfd,2,sfd2,1.9,1.9,0.62,0.1,1.18
287000,5907005,59070288,resi,mf,23,mf,0.813829787,18.71808511,0.71,0.1,13.29
288000,5907005,59070292,resi,sfd,4,sfd4,2.7,2.7,0.86,0.1,2.32
289000,5907005,59070292,resi,sfd,4,sfd4,2.7,2.7,0.86,0.1,2.32
293000,5907005,59070287,resi,sfd,3,sfd3,2.0,2.0,0.62,0.1,1.24
254001,5907005,59070286,resi,sfd,1,sfd1,1.5,1.5,0.6,0.1,0.9
295000,5907005,59070287,resi,sfd,4,sfd4,2.7,2.7,0.62,0.1,1.67
297000,5907005,59070287,resi,sfd,2,sfd2,1.9,1.9,0.62,0.1,1.18
298000,5907005,59070287,resi,sfd,4,sfd4,2.7,2.7,0.62,0.1,1.67
303000,5907005,59070287,resi,sfd,2,sfd2,1.9,1.9,0.62,0.1,1.18
305000,5907005,59070287,resi,sfd,5,sfd4,2.7,2.7,0.62,0.1,1.67
308000,5907005,59070286,resi,sfd,3,sfd3,2.0,2.0,0.6,0.1,1.2
309000,5907005,59070287,resi,sfd,2,sfd2,1.9,1.9,0.62,0.1,1.18
311000,5907005,59070286,resi,sfd,3,sfd3,2.0,2.0,0.6,0.1,1.2
314000,5907005,59070286,resi,sfd,3,sfd3,2.0,2.0,0.6,0.1,1.2
316000,5907005,59070286,resi,sfd,5,sfd4,2.7,2.7,0.6,0.1,1.62
317000,5907005,59070286,resi,mf,81,mf,0.813829787,65.92021277,0.6,0.1,39.55
254003,5907005,59070286,resi,mf,82,mf,0.813829787,66.73404255,0.6,0.1,40.04
319000,5907005,59070286,resi,sfd,2,sfd2,1.9,1.9,0.6,0.1,1.14
340000,5907005,59070286,resi,sfd,5,sfd4,2.7,2.7,0.6,0.1,1.62
346000,5907005,59070286,resi,sfd,1,sfd1,1.5,1.5,0.6,0.1,0.9
356000,5907005,59070286,resi,sfd,6,sfd4,2.7,2.7,0.6,0.1,1.62
356001,5907005,59070286,resi,sfd,6,sfd4,2.7,2.7,0.6,0.1,1.62
361000,5907005,59070287,resi,sfd,2,sfd2,1.9,1.9,0.62,0.1,1.18
303001,5907005,59070287,resi,sfd,2,sfd2,1.9,1.9,0.62,0.1,1.18
366000,5907005,59070286,resi,sfd,3,sfd3,2.0,2.0,0.6,0.1,1.2
368000,5907005,59070286,resi,sfd,5,sfd4,2.7,2.7,0.6,0.1,1.62
369000,5907005,59070286,resi,sfd,6,sfd4,2.7,2.7,0.6,0.1,1.62
370000,5907005,59070287,resi,sfd,4,sfd4,2.7,2.7,0.62,0.1,1.67
372000,5907005,59070287,resi,sfd,2,sfd2,1.9,1.9,0.62,0.1,1.18
373000,5907005,59070287,resi,sfd,3,sfd3,2.0,2.0,0.62,0.1,1.24
374000,5907005,59070287,resi,sfd,3,sfd3,2.0,2.0,0.62,0.1,1.24
375000,5907005,59070287,resi,sfd,3,sfd3,2.0,2.0,0.62,0.1,1.24
376000,5907005,59070287,resi,sfd,3,sfd3,2.0,2.0,0.62,0.1,1.24
254004,5907005,59070286,resi,mf,12,mf,0.813829787,9.765957447,0.6,0.1,5.86
377000,5907005,59070286,resi,mf,12,mf,0.813829787,9.765957447,0.6,0.1,5.86
379000,5907005,59070286,resi,mf,14,mf,0.813829787,11.39361702,0.6,0.1,6.84
382000,5907005,59070288,resi,sfd,3,sfd3,2.0,2.0,0.71,0.1,1.42
383000,5907005,59070288,resi,sfd,3,sfd3,2.0,2.0,0.71,0.1,1.42
385000,5907005,59070288,resi,sfd,4,sfd4,2.7,2.7,0.71,0.1,1.92
409000,5907005,59070286,resi,sfd,3,sfd3,2.0,2.0,0.6,0.1,1.2
423000,5907005,59070285,resi,sfd,5,sfd4,2.7,2.7,0.88,0.1,2.38
427000,5907005,59070285,resi,sfd,4,sfd4,2.7,2.7,0.88,0.1,2.38
432000,5907005,59070286,resi,sfd,6,sfd4,2.7,2.7,0.6,0.1,1.62
407001,5907005,59070286,resi,sfd,4,sfd4,2.7,2.7,0.6,0.1,1.62
439000,5907005,59070286,resi,sfd,4,sfd4,2.7,2.7,0.6,0.1,1.62
442000,5907005,59070286,resi,sfd,2,sfd2,1.9,1.9,0.6,0.1,1.14
443000,5907005,59070286,resi,sfd,6,sfd4,2.7,2.7,0.6,0.1,1.62
454000,5907005,59070285,resi,sfd,4,sfd4,2.7,2.7,0.88,0.1,2.38
455000,5907005,59070285,resi,sfd,5,sfd4,2.7,2.7,0.88,0.1,2.38
457000,5907005,59070285,resi,sfd,2,sfd2,1.9,1.9,0.88,0.1,1.67
458000,5907005,59070285,resi,sfd,2,sfd2,1.9,1.9,0.88,0.1,1.67
460000,5907005,59070285,resi,sfd,2,sfd2,1.9,1.9,0.88,0.1,1.67
461000,5907005,59070285,resi,sfd,1,sfd1,1.5,1.5,0.88,0.1,1.32
460001,5907005,59070285,resi,sfd,2,sfd2,1.9,1.9,0.88,0.1,1.67
462000,5907005,59070285,resi,sfd,1,sfd1,1.5,1.5,0.88,0.1,1.32
463000,5907005,59070285,resi,sfd,3,sfd3,2.0,2.0,0.88,0.1,1.76
464000,5907005,59070285,resi,sfd,3,sfd3,2.0,2.0,0.88,0.1,1.76
467000,5907005,59070285,resi,sfd,2,sfd2,1.9,1.9,0.88,0.1,1.67
471000,5907022,59070282,resi,sfd,3,sfd3,2.3,2.3,0.83,0.1,1.91
473000,5907022,59070282,resi,sfd,2,sfd2,1.7,1.7,0.83,0.1,1.41
474000,5907022,59070282,resi,sfd,2,sfd2,1.7,1.7,0.83,0.1,1.41
477000,5907022,59070282,resi,sfd,2,sfd2,1.7,1.7,0.83,0.1,1.41
479000,5907022,59070282,resi,sfd,3,sfd3,2.3,2.3,0.83,0.1,1.91
480000,5907022,59070282,resi,sfd,2,sfd2,1.7,1.7,0.83,0.1,1.41
481000,5907022,59070282,resi,sfd,2,sfd2,1.7,1.7,0.83,0.1,1.41
484000,5907022,59070282,resi,sfd,3,sfd3,2.3,2.3,0.83,0.1,1.91
485000,5907022,59070282,resi,sfd,3,sfd3,2.3,2.3,0.83,0.1,1.91
486000,5907022,59070282,resi,sfd,3,sfd3,2.3,2.3,0.83,0.1,1.91
487000,5907022,59070282,resi,sfd,4,sfd4,2.8,2.8,0.83,0.1,2.32
490000,5907022,59070282,resi,sfd,2,sfd2,1.7,1.7,0.83,0.1,1.41
491000,5907022,59070282,resi,sfd,3,sfd3,2.3,2.3,0.83,0.1,1.91
492000,5907022,59070282,resi,sfd,3,sfd3,2.3,2.3,0.83,0.1,1.91
493000,5907022,59070282,resi,sfd,4,sfd4,2.8,2.8,0.83,0.1,2.32
495000,5907022,59070282,resi,sfd,1,sfd1,2.0,2.0,0.83,0.1,1.66
496000,5907022,59070283,resi,sfd,1,sfd1,2.0,2.0,0.91,0.1,1.82
497000,5907802,59070303,resi,sfd,1,sfd1,1.9,1.9,0.73,0.1,1.39
498000,5907802,59070303,resi,sfd,1,sfd1,1.9,1.9,0.73,0.1,1.39
499000,5907802,59070303,resi,sfd,1,sfd1,1.9,1.9,0.73,0.1,1.39
500000,5907802,59070303,resi,sfd,1,sfd1,1.9,1.9,0.73,0.1,1.39
502000,5907802,59070303,resi,sfd,1,sfd1,1.9,1.9,0.73,0.1,1.39
503000,5907802,59070303,resi,sfd,1,sfd1,1.9,1.9,0.73,0.1,1.39
505000,5907802,59070303,resi,sfd,1,sfd1,1.9,1.9,0.73,0.1,1.39
506000,5907802,59070303,resi,sfd,1,sfd1,1.9,1.9,0.73,0.1,1.39
507000,5907022,59070282,resi,sfd,4,sfd4,2.8,2.8,0.83,0.1,2.32
508000,5907802,59070303,resi,sfd,1,sfd1,1.9,1.9,0.73,0.1,1.39
509000,5907802,59070303,resi,sfd,1,sfd1,1.9,1.9,0.73,0.1,1.39
510000,5907802,59070303,resi,sfd,1,sfd1,1.9,1.9,0.73,0.1,1.39
511000,5907802,59070303,resi,sfd,1,sfd1,1.9,1.9,0.73,0.1,1.39
512000,5907802,59070303,resi,sfd,1,sfd1,1.9,1.9,0.73,0.1,1.39
513000,5907802,59070303,resi,sfd,1,sfd1,1.9,1.9,0.73,0.1,1.39
514000,5907802,59070303,resi,sfd,1,sfd1,1.9,1.9,0.73,0.1,1.39
516000,5907802,59070303,resi,sfd,1,sfd1,1.9,1.9,0.73,0.1,1.39
517000,5907802,59070303,resi,sfd,1,sfd1,1.9,1.9,0.73,0.1,1.39
518000,5907802,59070303,resi,sfd,1,sfd1,1.9,1.9,0.73,0.1,1.39
520000,5907802,59070303,resi,sfd,1,sfd1,1.9,1.9,0.73,0.1,1.39
541000,5907802,59070303,resi,sfd,1,sfd1,1.9,1.9,0.73,0.1,1.39
554000,5907022,59070283,resi,sfd,1,sfd1,2.0,2.0,0.91,0.1,1.82
582000,5907802,59070303,resi,sfd,1,sfd1,1.9,1.9,0.73,0.1,1.39
584000,5907802,59070303,resi,sfd,1,sfd1,1.9,1.9,0.73,0.1,1.39
585000,5907802,59070303,resi,sfd,1,sfd1,1.9,1.9,0.73,0.1,1.39
522015,5907802,59070303,resi,sfd,1,sfd1,1.9,1.9,0.73,0.1,1.39
586000,5907022,59070282,resi,sfd,4,sfd4,2.8,2.8,0.83,0.1,2.32
587000,5907802,59070303,resi,sfd,1,sfd1,1.9,1.9,0.73,0.1,1.39
588000,5907802,59070303,resi,sfd,1,sfd1,1.9,1.9,0.73,0.1,1.39
589000,5907802,59070303,resi,sfd,1,sfd1,1.9,1.9,0.73,0.1,1.39
590000,5907802,59070303,resi,sfd,1,sfd1,1.9,1.9,0.73,0.1,1.39
591000,5907802,59070303,resi,sfd,1,sfd1,1.9,1.9,0.73,0.1,1.39
592000,5907802,59070303,resi,sfd,1,sfd1,1.9,1.9,0.73,0.1,1.39
593000,5907022,59070282,resi,sfd,4,sfd4,2.8,2.8,0.83,0.1,2.32
594000,5907802,59070303,resi,sfd,1,sfd1,1.9,1.9,0.73,0.1,1.39
595000,5907802,59070303,resi,sfd,1,sfd1,1.9,1.9,0.73,0.1,1.39
596000,5907802,59070303,resi,sfd,1,sfd1,1.9,1.9,0.73,0.1,1.39
597000,5907005,59070285,resi,sfd,2,sfd2,1.9,1.9,0.88,0.1,1.67
598000,5907022,59070282,resi,mh,1,mh,1.77,1.77,0.83,0.1,1.47
254006,5907022,59070282,resi,sfd,1,sfd1,2.0,2.0,0.83,0.1,1.66
254007,5907022,59070282,resi,sfd,1,sfd1,2.0,2.0,0.83,0.1,1.66
254008,5907022,59070282,resi,sfd,1,sfd1,2.0,2.0,0.83,0.1,1.66
598002,5907022,59070282,resi,mh,1,mh,1.77,1.77,0.83,0.1,1.47
254009,5907022,59070282,resi,sfd,1,sfd1,2.0,2.0,0.83,0.1,1.66
598003,5907022,59070282,resi,mh,1,mh,1.77,1.77,0.83,0.1,1.47
612000,5907022,59070282,resi,sfd,1,sfd1,2.0,2.0,0.83,0.1,1.66
254010,5907022,59070282,resi,sfd,1,sfd1,2.0,2.0,0.83,0.1,1.66
613000,5907022,59070282,resi,sfd,1,sfd1,2.0,2.0,0.83,0.1,1.66
614000,5907028,59070160,resi,sfd,2,sfd2,1.8,1.8,0.91,0.1,1.64
615000,5907028,59070160,resi,sfd,4,sfd4,3.5,3.5,0.91,0.1,3.19
617000,5907022,59070282,resi,sfd,1,sfd1,2.0,2.0,0.83,0.1,1.66
620000,5907028,59070281,resi,mh,1,mh,1.7,1.7,0.92,0.1,1.56
622000,5907028,59070281,resi,sfd,1,sfd1,1.5,1.5,0.92,0.1,1.38
623000,5907028,59070281,resi,sfd,1,sfd1,1.5,1.5,0.92,0.1,1.38
620001,5907028,59070281,resi,mh,1,mh,1.7,1.7,0.92,0.1,1.56
624000,5907028,59070281,resi,sfd,1,sfd1,1.5,1.5,0.92,0.1,1.38
626000,5907028,59070281,resi,sfd,2,sfd2,1.8,1.8,0.92,0.1,1.66
627000,5907028,59070281,resi,sfd,1,sfd1,1.5,1.5,0.92,0.1,1.38
629000,5907028,59070281,resi,sfd,2,sfd2,1.8,1.8,0.92,0.1,1.66
633000,5907028,59070279,resi,sfd,1,sfd1,1.5,1.5,0.9,0.1,1.35
634000,5907028,59070279,resi,sfd,1,sfd1,1.5,1.5,0.9,0.1,1.35
637000,5907028,59070279,resi,sfd,1,sfd1,1.5,1.5,0.9,0.1,1.35
639000,5907028,59070279,resi,sfd,4,sfd4,3.5,3.5,0.9,0.1,3.15
640001,5907028,59070279,resi,sfd,2,sfd2,1.8,1.8,0.9,0.1,1.62
643000,5907028,59070279,resi,sfd,2,sfd2,1.8,1.8,0.9,0.1,1.62
646000,5907028,59070279,resi,sfd,1,sfd1,1.5,1.5,0.9,0.1,1.35
660000,5907005,59070286,resi,sfd,1,sfd1,1.5,1.5,0.6,0.1,0.9
679000,5907005,59070286,resi,sfd,4,sfd4,2.7,2.7,0.6,0.1,1.62
683000,5907028,59070279,resi,sfd,2,sfd2,1.8,1.8,0.9,0.1,1.62
687000,5907014,59070165,resi,sfd,3,sfd3,2.4,2.4,0.97,0.1,2.33
691000,5907028,59070279,resi,sfd,1,sfd1,1.5,1.5,0.9,0.1,1.35
692000,5907014,59070165,resi,sfd,2,sfd2,1.8,1.8,0.97,0.1,1.75
695000,5907014,59070165,resi,sfd,2,sfd2,1.8,1.8,0.97,0.1,1.75
752000,5907014,59070166,resi,mh,1,mh,1.8,1.8,0.94,0.1,1.69
761000,5907014,59070165,resi,mh,1,mh,1.8,1.8,0.97,0.1,1.75
254012,5907014,59070166,resi,mh,1,mh,1.8,1.8,0.94,0.1,1.69
777000,5907014,59070167,resi,sfd,1,sfd1,1.4,1.4,0.98,0.1,1.37
788000,5907028,59070170,resi,sfd,1,sfd1,1.5,1.5,0.95,0.1,1.43
793000,5907028,59070170,resi,sfd,2,sfd2,1.8,1.8,0.95,0.1,1.71
794000,5907028,59070170,resi,sfd,3,sfd3,2.0,2.0,0.95,0.1,1.9
795000,5907028,59070170,resi,sfd,3,sfd3,2.0,2.0,0.95,0.1,1.9
796000,5907028,59070170,resi,sfd,4,sfd4,3.5,3.5,0.95,0.1,3.33
798000,5907028,59070170,resi,sfd,3,sfd3,2.0,2.0,0.95,0.1,1.9
799000,5907028,59070170,resi,sfd,4,sfd4,3.5,3.5,0.95,0.1,3.33
804000,5907028,59070170,resi,sfd,5,sfd4,3.5,3.5,0.95,0.1,3.33
805000,5907028,59070170,resi,sfd,4,sfd4,3.5,3.5,0.95,0.1,3.33
806000,5907028,59070171,resi,sfd,1,sfd1,1.5,1.5,0.96,0.1,1.44
810000,5907028,59070170,resi,sfd,2,sfd2,1.8,1.8,0.95,0.1,1.71
811000,5907028,59070170,resi,sfd,1,sfd1,1.5,1.5,0.95,0.1,1.43
828000,5907028,59070277,resi,mh,1,mh,1.7,1.7,0.93,0.1,1.58
830000,5907028,59070277,resi,mh,1,mh,1.7,1.7,0.93,0.1,1.58
833000,5907028,59070277,resi,mh,1,mh,1.7,1.7,0.93,0.1,1.58
834000,5907028,59070277,resi,mh,1,mh,1.7,1.7,0.93,0.1,1.58
835000,5907028,59070277,resi,mf,4,mf,0.7,2.8,0.93,0.1,2.6
836000,5907028,59070277,resi,mf,4,mf,0.7,2.8,0.93,0.1,2.6
837000,5907047,59070172,resi,sfd,2,sfd2,1.7,1.7,0.91,0.1,1.55
838000,5907047,59070172,resi,sfd,3,sfd3,2.4,2.4,0.91,0.1,2.18
839000,5907047,59070172,resi,sfd,2,sfd2,1.7,1.7,0.91,0.1,1.55
840000,5907047,59070172,resi,sfd,1,sfd1,1.0,1.0,0.91,0.1,0.91
841000,5907047,59070172,resi,sfd,2,sfd2,1.7,1.7,0.91,0.1,1.55
842000,5907047,59070172,resi,sfd,2,sfd2,1.7,1.7,0.91,0.1,1.55
843000,5907047,59070172,resi,sfd,4,sfd4,2.8,2.8,0.91,0.1,2.55
845000,5907047,59070172,resi,sfd,5,sfd4,2.8,2.8,0.91,0.1,2.55
846000,5907047,59070172,resi,sfd,3,sfd3,2.4,2.4,0.91,0.1,2.18
849000,5907047,59070172,resi,sfd,1,sfd1,1.0,1.0,0.91,0.1,0.91
875000,5907047,59070172,resi,sfd,3,sfd3,2.4,2.4,0.91,0.1,2.18
877000,5907028,59070277,resi,mh,1,mh,1.7,1.7,0.93,0.1,1.58
886000,5907047,59070172,resi,sfd,3,sfd3,2.4,2.4,0.91,0.1,2.18
889000,5907047,59070172,resi,sfd,5,sfd4,2.8,2.8,0.91,0.1,2.55
991000,5907047,59070176,resi,sfd,1,sfd1,1.0,1.0,0.73,0.1,0.73
995000,5907047,59070176,resi,mf,28,mf,0.841304348,23.55652174,0.73,0.1,17.2
999000,5907047,59070175,resi,sfd,4,sfd4,2.8,2.8,0.75,0.1,2.1
1002000,5907047,59070176,resi,mh,1,mh,1.6,1.6,0.73,0.1,1.17
1003000,5907047,59070175,resi,sfd,3,sfd3,2.4,2.4,0.75,0.1,1.8
1004000,5907047,59070175,resi,sfd,3,sfd3,2.4,2.4,0.75,0.1,1.8
1005000,5907047,59070175,resi,sfd,4,sfd4,2.8,2.8,0.75,0.1,2.1
1008000,5907047,59070175,resi,sfd,2,sfd2,1.7,1.7,0.75,0.1,1.28
1011000,5907047,59070176,resi,mf,5,mf,0.841304348,4.206521739,0.73,0.1,3.07
1015000,5907047,59070176,resi,mf,7,mf,0.841304348,5.889130435,0.73,0.1,4.3
1018000,5907047,59070176,resi,sfd,2,sfd2,1.7,1.7,0.73,0.1,1.24
1019000,5907047,59070176,resi,sfd,2,sfd2,1.7,1.7,0.73,0.1,1.24
1020000,5907047,59070176,resi,mf,28,mf,0.841304348,23.55652174,0.73,0.1,17.2
1024000,5907047,59070175,resi,sfd,2,sfd2,1.7,1.7,0.75,0.1,1.28
1025000,5907047,59070175,resi,sfd,3,sfd3,2.4,2.4,0.75,0.1,1.8
1026000,5907047,59070175,resi,sfd,2,sfd2,1.7,1.7,0.75,0.1,1.28
254026,5907047,59070175,resi,sfd,1,sfd1,1.0,1.0,0.75,0.1,0.75
1027000,5907047,59070175,resi,sfd,2,sfd2,1.7,1.7,0.75,0.1,1.28
1028000,5907047,59070175,resi,sfd,3,sfd3,2.4,2.4,0.75,0.1,1.8
1030000,5907047,59070175,resi,sfd,4,sfd4,2.8,2.8,0.75,0.1,2.1
1029001,5907047,59070175,resi,sfd,2,sfd2,1.7,1.7,0.75,0.1,1.28
1031001,5907047,59070175,resi,sfd,5,sfd4,2.8,2.8,0.75,0.1,2.1
1033000,5907047,59070175,resi,sfd,4,sfd4,2.8,2.8,0.75,0.1,2.1
1034000,5907047,59070175,resi,sfd,4,sfd4,2.8,2.8,0.75,0.1,2.1
1036000,5907047,59070175,resi,sfd,3,sfd3,2.4,2.4,0.75,0.1,1.8
1038000,5907047,59070175,resi,sfd,3,sfd3,2.4,2.4,0.75,0.1,1.8
1039000,5907047,59070175,resi,sfd,3,sfd3,2.4,2.4,0.75,0.1,1.8
1040000,5907047,59070175,resi,sfd,5,sfd4,2.8,2.8,0.75,0.1,2.1
1041000,5907047,59070175,resi,sfd,4,sfd4,2.8,2.8,0.75,0.1,2.1
1043000,5907047,59070175,resi,sfd,4,sfd4,2.8,2.8,0.75,0.1,2.1
1035001,5907047,59070175,resi,sfd,1,sfd1,1.0,1.0,0.75,0.1,0.75
1044000,5907047,59070175,resi,sfd,3,sfd3,2.4,2.4,0.75,0.1,1.8
1045000,5907047,59070175,resi,sfd,2,sfd2,1.7,1.7,0.75,0.1,1.28
1046000,5907047,59070274,resi,sfd,2,sfd2,1.7,1.7,0.84,0.1,1.43
1047000,5907047,59070274,resi,sfd,4,sfd4,2.8,2.8,0.84,0.1,2.35
1048000,5907047,59070274,resi,sfd,2,sfd2,1.7,1.7,0.84,0.1,1.43
1049000,5907047,59070274,resi,sfd,4,sfd4,2.8,2.8,0.84,0.1,2.35
1050000,5907047,59070274,resi,sfd,2,sfd2,1.7,1.7,0.84,0.1,1.43
1051000,5907047,59070274,resi,sfd,4,sfd4,2.8,2.8,0.84,0.1,2.35
1053000,5907047,59070274,resi,sfd,4,sfd4,2.8,2.8,0.84,0.1,2.35
1057000,5907047,59070274,resi,sfd,1,sfd1,1.0,1.0,0.84,0.1,0.84
1061000,5907047,59070274,resi,sfd,6,sfd4,2.8,2.8,0.84,0.1,2.35
1062000,5907047,59070274,resi,sfd,3,sfd3,2.4,2.4,0.84,0.1,2.02
1064000,5907047,59070274,resi,sfd,3,sfd3,2.4,2.4,0.84,0.1,2.02
1065000,5907047,59070274,resi,sfd,2,sfd2,1.7,1.7,0.84,0.1,1.43
254027,5907047,59070274,resi,sfd,1,sfd1,1.0,1.0,0.84,0.1,0.84
1066000,5907047,59070274,resi,sfd,3,sfd3,2.4,2.4,0.84,0.1,2.02
1067000,5907047,59070274,resi,sfd,4,sfd4,2.8,2.8,0.84,0.1,2.35
1069000,5907047,59070274,resi,sfd,5,sfd4,2.8,2.8,0.84,0.1,2.35
1072000,5907047,59070172,resi,sfd,1,sfd1,1.0,1.0,0.91,0.1,0.91
1074000,5907047,59070274,resi,sfd,2,sfd2,1.7,1.7,0.84,0.1,1.43
1076000,5907047,59070274,resi,sfd,5,sfd4,2.8,2.8,0.84,0.1,2.35
