xid,0.2,0.05,0.01,0.005,0.002,0.0,ead
143,0.0,0.0,0.0,0.0,5249.67815,8749.46358,21.87366
144,0.0,5.8482,35.47908,49.98262,75.01291,91.69977,1.83302
145,,0.0,0.0,0.0,0.0,,0.0
146,,0.0,0.0,0.0,0.0,,0.0
147,0.0,49.84787,1849.95103,2449.98541,2875.18027,3158.64351,66.50598
148,0.0,1999.96886,2599.90313,2899.87026,3450.18591,3817.06301,272.53687
149,,0.0,0.0,0.0,0.0,,0.0
150,,0.0,0.0,0.0,0.0,,0.0
151,0.0,18.82143,375.08425,600.26924,650.0116,683.17317,14.93671
152,,0.0,0.0,0.0,0.0,,0.0
153,0.0,475.04503,1600.06141,2599.88542,2400.09212,2266.89659,99.79733
154,0.0,1150.04481,2725.06566,3199.7465,3624.72254,3908.0399,196.33707
155,0.0,199.92036,425.09834,524.84447,675.10582,775.28005,33.11957
156,0.0,2524.98714,6749.9396,9624.37865,13449.9575,16000.3434,479.87017
157,0.0,19.11622,400.19391,725.16965,1424.98953,1891.53612,19.17509
158,0.0,1300.0234,2024.75669,2449.94236,3300.31372,3867.22796,190.97703
159,,0.0,0.0,0.0,0.0,,0.0
160,,0.0,0.0,0.0,0.0,,0.0
161,0.0,5724.93809,10250.5297,10749.89788,10749.89788,10749.89788,855.13027
162,,0.0,0.0,0.0,0.0,,0.0
163,0.0,3.96979,15.21754,34.40486,41.02118,45.43206,1.00513
164,,0.0,0.0,0.0,0.0,,0.0
165,,0.0,0.0,0.0,0.0,,0.0
166,,0.0,0.0,0.0,0.0,,0.0
167,0.0,19.00801,50.00032,50.00032,50.00032,50.00032,3.30577
168,0.0,27.33264,74.99604,74.99604,99.9666,116.61364,4.95053
169,0.0,74.98564,249.95212,274.94733,549.99795,733.36503,15.95571
170,0.0,88.09712,93.22002,93.22002,200.00313,271.19187,11.61076
171,,0.0,0.0,0.0,0.0,,0.0
172,0.0,9.09168,225.2717,949.57578,2825.49304,4076.10455,20.87046
173,0.0,0.0,0.0,3.88005,74.94617,122.32358,0.32521
174,0.0,0.53964,50.72616,75.00996,100.10322,116.83206,1.85973
175,0.0,0.0,0.0,0.0,199.9953,333.3255,0.83331
176,0.0,0.0,75.01673,150.03346,225.05019,275.06134,3.1257
177,0.0,0.0,0.0,0.0,50.00526,83.3421,0.20836
178,0.0,24.0011,200.00918,275.01769,325.00983,358.33792,9.05124
179,0.0,423.45349,1075.43744,2298.74753,3750.58807,4718.48176,87.71537
180,0.0,100.00142,600.00854,700.00997,775.03302,825.04839,28.563
181,0.0,0.0,1.14837,849.79306,3500.22871,5267.18581,17.44277
182,,0.0,0.0,0.0,0.0,,0.0
183,0.0,4990.691,8658.84888,9607.08017,10355.68382,10854.75292,744.11203
184,0.0,375.12854,1250.11897,1749.98085,2049.89798,2249.84273,78.1394
185,0.0,175.02785,250.03979,275.04377,300.04775,316.71707,24.42055
186,,0.0,0.0,0.0,0.0,,0.0
187,0.0,1749.85824,2200.02338,2424.40037,2449.80154,2466.73565,234.0259
188,0.0,3775.07526,7658.0098,9060.18061,11325.22576,12835.25586,608.32641
189,0.0,555.64,555.64,555.64,555.64,555.64,69.455
190,0.0,4799.93474,7499.61349,9100.60342,9325.19727,9474.9265,693.92544
191,0.0,124.98568,299.89771,725.12072,1425.10846,1891.76695,26.97636
192,0.0,1476.0233,2424.15121,3948.79645,6126.36494,7578.07727,233.45479
193,0.0,2999.93,6475.52268,8300.47134,9475.45267,10258.77356,497.8419
194,0.0,5099.71019,7224.80929,8774.77294,8900.08915,8983.63329,713.36362
195,0.0,2324.49526,4874.85242,6450.50797,6549.99475,6616.31927,379.30457
196,,0.0,0.0,0.0,0.0,,0.0
197,,0.0,0.0,0.0,0.0,,0.0
198,,0.0,0.0,0.0,0.0,,0.0
199,,0.0,0.0,0.0,0.0,,0.0
200,0.0,50.38909,375.62773,699.33944,1325.38566,1742.74981,21.09216
201,,0.0,0.0,0.0,0.0,,0.0
202,,0.0,0.0,0.0,0.0,,0.0
203,,0.0,0.0,0.0,0.0,,0.0
204,0.0,0.44282,374.95445,424.99266,500.04997,550.08818,11.97873
205,0.0,299.97823,500.03379,575.01083,649.98787,699.97256,44.37368
206,0.0,1174.61009,2849.93856,5049.73489,7624.57521,9341.13542,224.31309
207,0.0,47.57635,300.08276,450.03158,900.06316,1200.08421,16.52198
208,0.0,250.06216,449.53371,624.43267,1000.24863,1250.7926,40.11956
209,0.0,1649.30119,4574.7456,6974.6355,10975.4015,13642.57883,328.59501
210,,0.0,0.0,0.0,0.0,,0.0
211,,0.0,0.0,0.0,0.0,,0.0
212,,0.0,0.0,0.0,0.0,,0.0
213,0.0,8724.11604,12127.30725,25048.43047,26651.78152,27720.68222,1296.19929
214,0.0,0.0,0.0,126.29322,323.62637,455.1818,1.76942
215,0.0,39847.46034,57828.42976,65525.28619,70078.4868,73113.95387,5597.05972
216,0.0,199.97201,224.9556,250.04244,275.02603,291.68176,26.03826
217,0.0,200.02416,275.03322,275.03322,374.97467,441.6023,27.66971
218,0.0,149.97164,200.03086,299.94328,299.94328,299.94328,20.99757
219,0.0,974.5839,1350.27576,1474.65448,1624.59046,1724.54778,134.65132
220,0.0,0.0,37.33097,150.02825,1549.93978,2483.21413,7.79812
221,0.0,125.10889,674.91977,1049.8752,1650.17514,2050.3751,37.44635
222,0.0,150.06257,199.99936,250.06225,275.03064,291.67623,20.73543
223,0.0,39.16411,74.95648,100.02843,374.95533,558.23993,7.30285
224,,0.0,0.0,0.0,0.0,,0.0
225,,0.0,0.0,0.0,0.0,,0.0
226,0.0,46.77478,74.83965,177.74416,299.35859,380.43488,7.9673
227,0.0,924.90842,1274.87378,1700.13288,2400.06358,2866.68405,132.21833
228,0.0,13174.17104,21025.32222,25147.93442,27851.88301,29654.5154,1924.49196
229,0.0,5926.01143,16724.19437,24199.1054,33899.3342,40366.1534,1161.17637
230,0.0,85.17918,324.40582,674.18416,2450.2607,3634.31173,27.84785
231,,0.0,0.0,0.0,0.0,,0.0
232,0.0,724.82108,1221.16595,1449.64216,1622.96894,1738.52013,107.92875
