bid,wse_sA_0020_1218,wse_sA_0100_1218,wse_sA_0200_1218,wse_sA_0500_1218
207010,69135.25333333333,86791.59466666666,88607.33333333334,91804.6
207011,0.0,55234.44,62507.492,66621.22
207012,34434.96,43204.22666666667,44480.48,46072.479999999996
207013,0.0,78971.16,88103.20000000001,94491.1
207014,61189.84666666667,76948.39133333333,77933.70666666667,80766.14
207015,0.0,15462.3,52846.44,59921.288
207016,30994.25,40713.808,44308.013333333336,45813.78
207017,0.0,0.0,76287.64499999999,86433.66
207018,0.0,19880.099999999995,53244.44,60496.0
207019,0.0,66065.34666666666,75272.148,77887.27333333333
207020,0.0,12885.25,61189.84666666667,69237.672
207021,0.0,45531.2,51371.18666666667,55467.933333333334
207022,0.0,34700.293333333335,38606.53066666667,44201.880000000005
207023,0.0,36557.62666666666,41288.52,44387.613333333335
207024,0.0,22253.175000000003,26920.72,30679.034
207025,0.0,78971.16,88103.20000000001,94491.1
207026,0.0,0.0,49270.41,56826.44
207027,0.0,45199.533333333326,50892.26,55434.76666666666
207028,0.0,62350.68,69908.16933333334,77515.80666666667
207029,0.0,0.0,69737.0625,83150.16
207030,0.0,0.0,73905.615,85239.66
207031,0.0,54836.44,61932.78,66581.42
207032,0.0,0.0,40066.1625,46857.86666666667
207033,0.0,0.0,33905.619999999995,38414.96
207034,0.0,0.0,0.0,33376.28
207035,2577.0499999999997,66297.51333333334,75607.39666666667,77910.48999999999
207036,36026.96,44254.94666666667,45276.479999999996,46258.21333333333
207037,37353.62666666667,44387.613333333335,45873.48,46390.880000000005
207038,0.0,15462.299999999997,61422.01333333333,69572.92066666667
207039,36159.62666666666,44268.21333333333,45395.880000000005,46271.479999999996
207040,0.0,3313.35,77478.66,87295.728
207041,0.0,36955.62666666666,41863.232,44427.41333333333
207042,0.0,0.0,0.0,0.0
207043,0.0,0.0,0.0,0.0
208000,23400.0,218214.0,237178.80000000002,255172.5
210000,27300.0,27300.0,188269.2,259182.0
211000,35100.0,317823.3,348016.5,378361.8
213000,0.0,0.0,0.0,0.0
214000,0.0,0.0,0.0,0.0
215000,44000.0,44000.0,44000.0,264181.68333333335
218000,17000.0,17000.0,17000.0,17000.0
220000,19500.0,167109.0,186772.5,203925.0
221000,0.0,0.0,0.0,26000.0
221001,0.0,0.0,0.0,33000.0
223001,10000.0,10000.0,10000.0,330316.0
225000,54600.0,500578.0,539024.8,565909.7
225001,19500.0,196747.5,211536.0,219114.0
226000,0.0,0.0,0.0,0.0
229000,0.0,38000.0,38000.0,38000.0
231000,0.0,0.0,0.0,0.0
232000,0.0,0.0,0.0,0.0
233000,46000.0,292410.5,316756.0,335516.56666666665
234000,3784674.742857143,3926018.4571428574,4000545.1428571427,4026244.0
235000,154978.0,276137.3333333334,296360.0,304544.0
237000,15600.0,108114.0,119337.6,127854.79999999999
237001,14300.0,104325.0,114102.53333333333,120122.28333333334
238000,2417214.165714286,2651516.194285714,2667088.8,2667088.8
239001,0.0,0.0,0.0,0.0
240000,40000.0,40000.0,40000.0,40000.0
241000,42000.0,77280.0,178560.0,201950.0
243000,0.0,0.0,0.0,0.0
244001,0.0,0.0,28600.0,28600.0
249000,22100.0,156647.3333333333,171983.6,182076.21666666667
250000,48000.0,282844.0,305928.0,325191.19999999995
250001,18000.0,115078.5,124575.6,133781.4
251000,0.0,0.0,0.0,0.0
252000,0.0,35100.0,35100.0,35100.0
253000,88000.0,88000.0,88000.0,397615.68
254000,36400.0,36400.0,36400.0,332475.26666666666
254001,0.0,0.0,0.0,0.0
254003,0.0,36000.0,36000.0,36000.0
254004,58000.0,58000.0,58000.0,377602.04000000004
254006,180750.0,210201.0,216313.5,222833.25
254007,141784.5,157861.0,162918.525,164286.65
254008,71721.6,105412.8,113130.4,116695.20000000001
254009,82698.175,97322.4,101624.25,105005.775
254010,0.0,14300.0,14300.0,14300.0
254012,0.0,0.0,0.0,0.0
254024,0.0,0.0,0.0,0.0
254026,16900.0,16900.0,16900.0,16900.0
254027,5200.0,17057.8,48902.23333333334,49546.0
254032,18722.25,37926.0,40713.6,41112.0
254033,24000.0,24000.0,149037.5,151506.7
254034,8000.0,8000.0,8000.0,8000.0
254035,52944.600000000006,57894.880000000005,60595.46,60755.19333333333
254036,135485.99166666667,150689.0,162614.46666666667,162230.93333333335
254037,47143.775,88621.75,95114.6,96044.2
254039,58213.59999999999,61050.7,62773.45,62853.05
254041,111039.885,140627.85,150634.44,152095.24
254042,108400.9,246329.0,264926.6666666667,267716.0
254043,240533.03999999998,276181.4,296251.85333333333,299320.12
254047,0.0,0.0,0.0,0.0
254061,0.0,0.0,0.0,0.0
254062,0.0,0.0,0.0,0.0
254065,0.0,0.0,0.0,0.0
254073,8000.0,8000.0,8000.0,8000.0
254076,53952.0,60311.933333333334,60791.13333333333,62843.1
254078,0.0,0.0,0.0,0.0
254079,0.0,0.0,0.0,0.0
254082,20000.0,20000.0,20000.0,20000.0
254083,29900.0,29900.0,29900.0,29900.0
254084,0.0,0.0,0.0,0.0
254088,14300.0,14300.0,14300.0,45918.95
254089,0.0,0.0,0.0,0.0
254090,12000.0,12000.0,12000.0,12000.0
254094,0.0,0.0,0.0,0.0
254095,0.0,0.0,0.0,0.0
254096,0.0,0.0,0.0,0.0
254099,3900.0,37269.0,38583.0,42307.2
254100,0.0,0.0,0.0,0.0
254103,10000.0,82549.16666666667,86927.16666666666,96230.41666666666
254106,0.0,0.0,0.0,0.0
254107,0.0,6000.0,6000.0,6000.0
254110,54390.0,60431.73333333333,60910.933333333334,62902.799999999996
254111,0.0,0.0,0.0,0.0
254115,12000.0,16440.0,30300.0,33960.0
254121,5200.0,5200.0,5200.0,5200.0
254124,168000.0,168000.0,590594.5800000001,904054.942857143
254132,6500.0,6500.0,6500.0,6500.0
254134,67622.5,75439.83333333333,76038.83333333333,78578.75
254135,44805.6,47042.774999999994,47221.875,47595.0
254137,48544.0,51354.875,51653.375,52308.416666666664
254140,5200.0,5200.0,39693.399999999994,50098.0
