xid,0.2,0.05,0.01,0.005,0.002,0.0,ead
167,0.0,0.0,19.00801,19.00801,50.00032,70.66186,0.69937
168,0.0,0.0,1.01232,27.33264,74.99604,106.77164,0.42637
169,0.0,76.84478,74.98564,74.98564,249.95212,366.59644,10.27885
170,0.0,10.91766,75.41584,88.09712,93.22002,96.63529,3.41611
171,,0.0,0.0,0.0,0.0,,0.0
172,0.0,0.0,2.02037,9.09168,149.50768,243.11835,0.69871
173,,0.0,0.0,0.0,0.0,,0.0
174,0.0,0.0,0.0,0.53964,50.72616,84.18384,0.21316
175,,0.0,0.0,0.0,0.0,,0.0
176,0.0,0.0,0.0,0.0,49.96877,83.28128,0.2082
177,,0.0,0.0,0.0,0.0,,0.0
178,0.0,0.0,8.89381,24.0011,174.9928,275.65393,1.00925
179,0.0,80.65781,403.28904,423.45349,1021.66557,1420.47362,22.40495
180,0.0,1.49518,30.7832,100.00142,600.00854,933.34662,3.66804
181,,0.0,0.0,0.0,0.0,,0.0
182,,0.0,0.0,0.0,0.0,,0.0
183,0.0,1147.85893,3892.73898,4990.691,8534.08161,10896.34202,248.82754
184,0.0,30.64169,250.0857,375.12854,1225.0485,1791.66181,14.89269
185,0.0,175.02785,250.03979,275.04377,300.04775,316.71707,24.42055
186,,0.0,0.0,0.0,0.0,,0.0
187,0.0,1749.85824,2200.02338,2424.40037,2449.80154,2466.73565,234.0259
188,0.0,647.15576,2696.48232,3775.07526,7442.29122,9887.10186,165.74378
189,0.0,555.64,555.64,555.64,555.64,555.64,69.455
190,0.0,4799.93474,7499.61349,9100.60342,9325.19727,9474.9265,693.92544
191,0.0,14.6043,99.85269,124.98568,275.10435,375.18346,5.19698
192,0.0,1476.0233,2424.15121,3948.79645,6126.36494,7578.07727,233.45479
193,0.0,0.0,1225.38268,2974.72932,6200.41534,8350.87269,63.32194
194,0.0,5099.71019,7224.80929,8774.77294,8900.08915,8983.63329,713.36362
195,0.0,2324.49526,4874.85242,6450.50797,6549.99475,6616.31927,379.30457
196,,0.0,0.0,0.0,0.0,,0.0
197,,0.0,0.0,0.0,0.0,,0.0
198,,0.0,0.0,0.0,0.0,,0.0
199,,0.0,0.0,0.0,0.0,,0.0
200,0.0,0.0,50.38909,50.38909,325.23865,508.47169,2.65688
201,,0.0,0.0,0.0,0.0,,0.0
202,,0.0,0.0,0.0,0.0,,0.0
203,,0.0,0.0,0.0,0.0,,0.0
204,0.0,0.0,0.0,0.44282,374.95445,624.62887,1.56379
205,0.0,0.0,50.03141,299.97823,500.03379,633.40416,4.20911
206,0.0,0.0,974.71857,1125.13199,2699.52514,3749.12057,36.92963
207,0.0,0.0,15.92049,47.57635,275.09129,426.76792,1.66301
208,0.0,75.16319,174.89897,250.06216,449.53371,582.51474,13.78233
209,0.0,149.54804,1025.47224,1599.45184,4425.19757,6309.02806,61.05002
210,,0.0,0.0,0.0,0.0,,0.0
211,,0.0,0.0,0.0,0.0,,0.0
212,,0.0,0.0,0.0,0.0,,0.0
213,0.0,8724.11604,12127.30725,25048.43047,26651.78152,27720.68222,1296.19929
214,0.0,0.0,0.0,126.29322,323.62637,455.1818,1.76942
215,0.0,0.0,28598.92196,39597.08067,56724.90456,68143.45382,1011.81978
216,0.0,150.00481,199.97201,199.97201,224.9556,241.61133,20.35372
217,0.0,175.02114,175.02114,200.02416,275.03322,325.03926,22.3777
218,0.0,13.80234,125.04504,149.97164,200.03086,233.40367,5.4581
219,0.0,700.2692,925.17317,974.5839,1300.01313,1516.96595,96.0073
220,0.0,0.0,0.0,0.0,22.53946,37.56577,0.09391
221,0.0,2.96994,99.86437,99.86437,625.17321,975.3791,5.46686
222,0.0,99.99968,150.06257,150.06257,199.99936,233.29055,14.20992
223,0.0,14.52444,39.07766,39.16411,74.95648,98.81806,2.70193
224,,0.0,0.0,0.0,0.0,,0.0
225,,0.0,0.0,0.0,0.0,,0.0
226,0.0,46.77478,74.83965,177.74416,299.35859,380.43488,7.9673
227,0.0,524.94802,774.92327,924.90842,1274.87378,1508.18402,75.70084
228,0.0,13174.17104,21025.32222,25147.93442,27851.88301,29654.5154,1924.49196
229,0.0,0.0,2774.29485,5823.07823,15876.22086,22578.31595,147.98282
230,0.0,9.06162,32.62181,70.6806,300.84562,454.28897,3.08397
231,,0.0,0.0,0.0,0.0,,0.0
232,0.0,275.74715,551.4943,724.82108,1197.53048,1512.67008,46.01038
233,0.0,125.31321,525.93574,649.35027,799.34638,899.34379,29.23342
234,0.0,0.0,2.33783,2.33783,11.37036,17.39205,0.10777
235,0.0,124.82964,349.98532,349.98532,474.81496,558.03472,22.8785
236,0.0,74.98266,250.04948,250.04948,349.97272,416.58821,15.04118
237,0.0,199.99314,275.03948,275.03948,349.98799,399.95366,27.56282
238,0.0,0.0,11.18663,75.00024,400.00128,616.66864,2.16837
